anas_platyrhynchos_platyrhynchos ENSAPLG00000024184
anser_brachyrhynchus ENSABRG00000007549
gallus_gallus ENSGALG00000028817
coturnix_japonica ENSCJPG00005011794
numida_meleagris ENSNMEG00000003145
parus_major ENSPMJG00000002556
ficedula_albicollis ENSFALG00000013593
junco_hyemalis ENSJHYG00000002132
serinus_canaria ENSSCAG00000000714
lepidothrix_coronata ENSLCOG00000013424
melopsittacus_undulatus ENSMUNG00000007819
calidris_pugnax ENSCPUG00000002914
lonchura_striata_domestica ENSLSDG00000016418
apteryx_haastii ENSAHAG00000011852
apteryx_rowi ENSARWG00000006030
apteryx_owenii ENSAOWG00000012063
nothoprocta_perdicaria ENSNPEG00000016063
gopherus_agassizii ENSGAGG00000008505
chelonoidis_abingdonii ENSCABG00000009851
chrysemys_picta_bellii ENSCPBG00000013188
salvator_merianae ENSSMRG00000005510
notechis_scutatus ENSNSUG00000019118
sphenodon_punctatus ENSSPUG00000012988
loxodonta_africana ENSLAFG00000028656
procavia_capensis ENSPCAG00000000237
dasypus_novemcinctus ENSDNOG00000049220
cavia_porcellus ENSCPOG00000004881
octodon_degus ENSODEG00000012071
chinchilla_lanigera ENSCLAG00000010265
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007005
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018897
fukomys_damarensis ENSFDAG00000013549
ictidomys_tridecemlineatus ENSSTOG00000025219
urocitellus_parryii ENSUPAG00010011094
marmota_marmota_marmota ENSMMMG00000006353
castor_canadensis ENSCCNG00000010353
dipodomys_ordii ENSDORG00000024553
microtus_ochrogaster ENSMOCG00000014191
peromyscus_maniculatus_bairdii ENSPEMG00000027636
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017328
cricetulus_griseus_crigri-picr ENSCGRG00015027750
cricetulus_griseus_crigri_1.0 ENSCGRG00000017334
mesocricetus_auratus ENSMAUG00000019114
mus_spicilegus ENSMSIG00000031875
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016969
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005917
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016126
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016764
rattus_norvegicus ENSRNOG00000059469
meriones_unguiculatus ENSMUGG00000025862
meriones_unguiculatus ENSMUGG00000025206
nannospalax_galili ENSNGAG00000023167
jaculus_jaculus ENSJJAG00000011287
oryctolagus_cuniculus ENSOCUG00000021773
pan_troglodytes ENSPTRG00000011972
pan_paniscus ENSPPAG00000028464
homo_sapiens ENSG00000115507
gorilla_gorilla ENSGGOG00000015410
pongo_abelii ENSPPYG00000012376
nomascus_leucogenys ENSNLEG00000009808
mandrillus_leucophaeus ENSMLEG00000029765
theropithecus_gelada ENSTGEG00000009075
papio_anubis ENSPANG00000023386
macaca_mulatta ENSMMUG00000016676
macaca_nemestrina ENSMNEG00000044308
macaca_fascicularis ENSMFAG00000031554
cercocebus_atys ENSCATG00000031998
chlorocebus_sabaeus ENSCSAG00000014675
rhinopithecus_bieti ENSRBIG00000037178
rhinopithecus_roxellana ENSRROG00000038350
colobus_angolensis_palliatus ENSCANG00000029366
