tursiops_truncatus ENSTTRG00000011321
capra_hircus ENSCHIG00000021294
pteropus_vampyrus ENSPVAG00000016367
ursus_maritimus ENSUMAG00000001189
ursus_americanus ENSUAMG00000018449
neovison_vison ENSNVIG00000016060
canis_lupus_familiaris ENSCAFG00000031358
canis_lupus_dingo ENSCAFG00020007068
vulpes_vulpes ENSVVUG00000001504
panthera_tigris_altaica ENSPTIG00000018405
panthera_pardus ENSPPRG00000005527
felis_catus ENSFCAG00000028808
equus_asinus_asinus ENSEASG00005002551
equus_caballus ENSECAG00000039819
erinaceus_europaeus ENSEEUG00000014923
pan_paniscus ENSPPAG00000038413
pan_troglodytes ENSPTRG00000023785
homo_sapiens ENSG00000179363
gorilla_gorilla ENSGGOG00000025064
pongo_abelii ENSPPYG00000020589
nomascus_leucogenys ENSNLEG00000013584
macaca_nemestrina ENSMNEG00000036321
macaca_fascicularis ENSMFAG00000037008
macaca_mulatta ENSMMUG00000006112
cercocebus_atys ENSCATG00000033644
mandrillus_leucophaeus ENSMLEG00000031601
papio_anubis ENSPANG00000012215
theropithecus_gelada ENSTGEG00000013255
chlorocebus_sabaeus ENSCSAG00000009407
piliocolobus_tephrosceles ENSPTEG00000024899
colobus_angolensis_palliatus ENSCANG00000034825
rhinopithecus_roxellana ENSRROG00000029686
saimiri_boliviensis_boliviensis ENSSBOG00000031020
callithrix_jacchus ENSCJAG00000003393
cebus_capucinus_imitator ENSCCAG00000028663
aotus_nancymaae ENSANAG00000026176
carlito_syrichta ENSTSYG00000026111
microcebus_murinus ENSMICG00000003045
prolemur_simus ENSPSMG00000006749
propithecus_coquereli ENSPCOG00000027145
tupaia_belangeri ENSTBEG00000005277
fukomys_damarensis ENSFDAG00000000757
chinchilla_lanigera ENSCLAG00000000262
urocitellus_parryii ENSUPAG00010016568
marmota_marmota_marmota ENSMMMG00000001344
procavia_capensis ENSPCAG00000002611
