pan_paniscus ENSPPAG00000030200
pan_troglodytes ENSPTRG00000003720
homo_sapiens ENSG00000172689
gorilla_gorilla ENSGGOG00000038161
gorilla_gorilla ENSGGOG00000040941
pongo_abelii ENSPPYG00000003206
nomascus_leucogenys ENSNLEG00000013576
papio_anubis ENSPANG00000035779
theropithecus_gelada ENSTGEG00000019145
cercocebus_atys ENSCATG00000006060
mandrillus_leucophaeus ENSMLEG00000043356
macaca_mulatta ENSMMUG00000000018
macaca_nemestrina ENSMNEG00000030460
chlorocebus_sabaeus ENSCSAG00000006234
piliocolobus_tephrosceles ENSPTEG00000007240
colobus_angolensis_palliatus ENSCANG00000028158
rhinopithecus_bieti ENSRBIG00000009958
rhinopithecus_roxellana ENSRROG00000040080
cebus_capucinus_imitator ENSCCAG00000023963
saimiri_boliviensis_boliviensis ENSSBOG00000004723
callithrix_jacchus ENSCJAG00000016478
aotus_nancymaae ENSANAG00000020411
carlito_syrichta ENSTSYG00000034822
microcebus_murinus ENSMICG00000011208
tupaia_belangeri ENSTBEG00000015131
otolemur_garnettii ENSOGAG00000016742
urocitellus_parryii ENSUPAG00010003878
ictidomys_tridecemlineatus ENSSTOG00000013278
spermophilus_dauricus ENSSDAG00000017427
marmota_marmota_marmota ENSMMMG00000000813
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003112
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014485
chinchilla_lanigera ENSCLAG00000004212
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024731
mus_spicilegus ENSMSIG00000030557
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023622
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022708
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014202
rattus_norvegicus ENSRNOG00000020932
meriones_unguiculatus ENSMUGG00000014164
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016262
cricetulus_griseus_crigri_1.0 ENSCGRG00000011950
cricetulus_griseus_crigri-picr ENSCGRG00015007379
mesocricetus_auratus ENSMAUG00000013087
peromyscus_maniculatus_bairdii ENSPEMG00000012953
nannospalax_galili ENSNGAG00000012444
castor_canadensis ENSCCNG00000027244
ochotona_princeps ENSOPRG00000001799
ochotona_princeps ENSOPRG00000008595
oryctolagus_cuniculus ENSOCUG00000015310
bos_mutus ENSBMUG00000015345
bos_taurus ENSBTAG00000001734
bison_bison_bison ENSBBBG00000001261
capra_hircus ENSCHIG00000009317
ovis_aries ENSOARG00000015441
sus_scrofa ENSSSCG00000037987
ursus_maritimus ENSUMAG00000011586
ailuropoda_melanoleuca ENSAMEG00000007324
mustela_putorius_furo ENSMPUG00000014465
neovison_vison ENSNVIG00000022119
canis_lupus_familiaris ENSCAFG00000029446
felis_catus ENSFCAG00000046325
myotis_lucifugus ENSMLUG00000004013
loxodonta_africana ENSLAFG00000031997
procavia_capensis ENSPCAG00000003981
