xenopus_tropicalis ENSXETG00000008115
latimeria_chalumnae ENSLACG00000016402
chrysemys_picta_bellii ENSCPBG00000011861
chelonoidis_abingdonii ENSCABG00000019079
pelodiscus_sinensis ENSPSIG00000005466
apteryx_rowi ENSARWG00000012763
apteryx_haastii ENSAHAG00000018910
apteryx_owenii ENSAOWG00000002004
dromaius_novaehollandiae ENSDNVG00000008915
nothoprocta_perdicaria ENSNPEG00000004137
lonchura_striata_domestica ENSLSDG00000015844
taeniopygia_guttata ENSTGUG00000016214
ficedula_albicollis ENSFALG00000004259
parus_major ENSPMJG00000002616
junco_hyemalis ENSJHYG00000009537
zonotrichia_albicollis ENSZALG00000001421
meleagris_gallopavo ENSMGAG00000002511
coturnix_japonica ENSCJPG00005015180
gallus_gallus ENSGALG00000031193
numida_meleagris ENSNMEG00000007025
anser_brachyrhynchus ENSABRG00000017588
anas_platyrhynchos_platyrhynchos ENSAPLG00000027030
calidris_pygmaea ENSCPGG00000001760
pogona_vitticeps ENSPVIG00000006939
anolis_carolinensis ENSACAG00000009099
salvator_merianae ENSSMRG00000021194
notechis_scutatus ENSNSUG00000002544
dasypus_novemcinctus ENSDNOG00000006352
choloepus_hoffmanni ENSCHOG00000001465
loxodonta_africana ENSLAFG00000030174
procavia_capensis ENSPCAG00000006805
echinops_telfairi ENSETEG00000005186
castor_canadensis ENSCCNG00000000676
dipodomys_ordii ENSDORG00000010846
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015701
mus_spicilegus ENSMSIG00000008196
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037995
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014897
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028134
rattus_norvegicus ENSRNOG00000008054
meriones_unguiculatus ENSMUGG00000012757
peromyscus_maniculatus_bairdii ENSPEMG00000011335
microtus_ochrogaster ENSMOCG00000000988
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020689
cricetulus_griseus_crigri_1.0 ENSCGRG00000012614
cricetulus_griseus_crigri-picr ENSCGRG00015015822
mesocricetus_auratus ENSMAUG00000016697
nannospalax_galili ENSNGAG00000014249
jaculus_jaculus ENSJJAG00000016571
urocitellus_parryii ENSUPAG00010011102
ictidomys_tridecemlineatus ENSSTOG00000027707
spermophilus_dauricus ENSSDAG00000007438
marmota_marmota_marmota ENSMMMG00000022380
chinchilla_lanigera ENSCLAG00000013469
octodon_degus ENSODEG00000008294
cavia_porcellus ENSCPOG00000004460
cavia_aperea ENSCAPG00000004994
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014869
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005822
fukomys_damarensis ENSFDAG00000021335
ochotona_princeps ENSOPRG00000011773
oryctolagus_cuniculus ENSOCUG00000002356
pan_troglodytes ENSPTRG00000023194
pan_paniscus ENSPPAG00000038120
homo_sapiens ENSG00000085552
pongo_abelii ENSPPYG00000000647
gorilla_gorilla ENSGGOG00000041770
nomascus_leucogenys ENSNLEG00000013353
papio_anubis ENSPANG00000014850
mandrillus_leucophaeus ENSMLEG00000004555
theropithecus_gelada ENSTGEG00000005077
macaca_fascicularis ENSMFAG00000000704
macaca_mulatta ENSMMUG00000004706
macaca_nemestrina ENSMNEG00000012260
cercocebus_atys ENSCATG00000036216
chlorocebus_sabaeus ENSCSAG00000002507
colobus_angolensis_palliatus ENSCANG00000040770
piliocolobus_tephrosceles ENSPTEG00000019820
rhinopithecus_roxellana ENSRROG00000041941
rhinopithecus_bieti ENSRBIG00000036697
saimiri_boliviensis_boliviensis ENSSBOG00000024421
cebus_capucinus_imitator ENSCCAG00000037504
callithrix_jacchus ENSCJAG00000006107
aotus_nancymaae ENSANAG00000029906
carlito_syrichta ENSTSYG00000029345
prolemur_simus ENSPSMG00000022381
microcebus_murinus ENSMICG00000011340
propithecus_coquereli ENSPCOG00000015618
otolemur_garnettii ENSOGAG00000034181
tupaia_belangeri ENSTBEG00000014338
pteropus_vampyrus ENSPVAG00000002995
myotis_lucifugus ENSMLUG00000024953
ursus_americanus ENSUAMG00000012175
ursus_americanus ENSUAMG00000012174
ailuropoda_melanoleuca ENSAMEG00000013950
ursus_maritimus ENSUMAG00000001419
ursus_maritimus ENSUMAG00000001465
vulpes_vulpes ENSVVUG00000016286
neovison_vison ENSNVIG00000000270
mustela_putorius_furo ENSMPUG00000013170
canis_lupus_familiaris ENSCAFG00000011835
canis_lupus_dingo ENSCAFG00020019761
vulpes_vulpes ENSVVUG00000016298
panthera_pardus ENSPPRG00000014348
panthera_tigris_altaica ENSPTIG00000018902
felis_catus ENSFCAG00000031301
bos_mutus ENSBMUG00000018488
bos_taurus ENSBTAG00000001481
bison_bison_bison ENSBBBG00000021170
ovis_aries ENSOARG00000008111
ovis_aries ENSOARG00000008097
capra_hircus ENSCHIG00000016643
tursiops_truncatus ENSTTRG00000001816
sus_scrofa ENSSSCG00000006396
equus_caballus ENSECAG00000023765
equus_asinus_asinus ENSEASG00005003211
erinaceus_europaeus ENSEEUG00000011787
ornithorhynchus_anatinus ENSOANG00000002858
phascolarctos_cinereus ENSPCIG00000027106
notamacropus_eugenii ENSMEUG00000002524
monodelphis_domestica ENSMODG00000010024
sarcophilus_harrisii ENSSHAG00000011017
ornithorhynchus_anatinus ENSOANG00000030605
eptatretus_burgeri ENSEBUG00000015251
