labrus_bergylta ENSLBEG00000017633
mola_mola ENSMMOG00000001492
seriola_dumerili ENSSDUG00000016544
seriola_lalandi_dorsalis ENSSLDG00000006679
cynoglossus_semilaevis ENSCSEG00000019715
monopterus_albus ENSMALG00000020227
amphiprion_ocellaris ENSAOCG00000000542
amphiprion_percula ENSAPEG00000017354
acanthochromis_polyacanthus ENSAPOG00000002950
haplochromis_burtoni ENSHBUG00000017621
amphilophus_citrinellus ENSACIG00000020212
poecilia_mexicana ENSPMEG00000020562
poecilia_reticulata ENSPREG00000017934
poecilia_formosa ENSPFOG00000024675
cyprinodon_variegatus ENSCVAG00000016600
fundulus_heteroclitus ENSFHEG00000004609
kryptolebias_marmoratus ENSKMAG00000014263
oryzias_latipes_asm223471v1 ENSORLG00020004792
oryzias_latipes_asm223467v1 ENSORLG00000005981
oryzias_latipes_asm223469v1 ENSORLG00015011239
maylandia_zebra ENSMZEG00005019947
astatotilapia_calliptera ENSACLG00000004768
pundamilia_nyererei ENSPNYG00000007372
neolamprologus_brichardi ENSNBRG00000009250
stegastes_partitus ENSSPAG00000014935
scophthalmus_maximus ENSSMAG00000006244
tetraodon_nigroviridis ENSTNIG00000007522
hippocampus_comes ENSHCOG00000011392
gadus_morhua ENSGMOG00000003162
esox_lucius ENSELUG00000001312
pygocentrus_nattereri ENSPNAG00000023480
astyanax_mexicanus ENSAMXG00000008251
danio_rerio ENSDARG00000079637
paramormyrops_kingsleyae ENSPKIG00000006613
scleropages_formosus ENSSFOG00015022240
lepisosteus_oculatus ENSLOCG00000011870
phascolarctos_cinereus ENSPCIG00000011040
notamacropus_eugenii ENSMEUG00000012623
sarcophilus_harrisii ENSSHAG00000015598
monodelphis_domestica ENSMODG00000020435
choloepus_hoffmanni ENSCHOG00000005596
dasypus_novemcinctus ENSDNOG00000019652
loxodonta_africana ENSLAFG00000007371
procavia_capensis ENSPCAG00000012590
mus_spicilegus ENSMSIG00000020947
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023262
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022351
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032845
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019080
rattus_norvegicus ENSRNOG00000017421
meriones_unguiculatus ENSMUGG00000024084
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024421
cricetulus_griseus_crigri-picr ENSCGRG00015018682
cricetulus_griseus_crigri_1.0 ENSCGRG00000009400
mesocricetus_auratus ENSMAUG00000011821
microtus_ochrogaster ENSMOCG00000014316
peromyscus_maniculatus_bairdii ENSPEMG00000006136
nannospalax_galili ENSNGAG00000016841
jaculus_jaculus ENSJJAG00000013993
dipodomys_ordii ENSDORG00000023625
urocitellus_parryii ENSUPAG00010012428
ictidomys_tridecemlineatus ENSSTOG00000025921
marmota_marmota_marmota ENSMMMG00000004026
chinchilla_lanigera ENSCLAG00000007258
cavia_porcellus ENSCPOG00000039062
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001438
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001950
fukomys_damarensis ENSFDAG00000000368
oryctolagus_cuniculus ENSOCUG00000012324
ochotona_princeps ENSOPRG00000003160
tupaia_belangeri ENSTBEG00000002673
pan_troglodytes ENSPTRG00000010052
homo_sapiens ENSG00000198796
gorilla_gorilla ENSGGOG00000013746
pongo_abelii ENSPPYG00000009187
nomascus_leucogenys ENSNLEG00000008284
cercocebus_atys ENSCATG00000034685
mandrillus_leucophaeus ENSMLEG00000030763
macaca_mulatta ENSMMUG00000006635
macaca_fascicularis ENSMFAG00000041202
macaca_nemestrina ENSMNEG00000039171
papio_anubis ENSPANG00000018740
theropithecus_gelada ENSTGEG00000028744
chlorocebus_sabaeus ENSCSAG00000018160
rhinopithecus_bieti ENSRBIG00000041653
rhinopithecus_roxellana ENSRROG00000036786
piliocolobus_tephrosceles ENSPTEG00000017360
colobus_angolensis_palliatus ENSCANG00000035490
cebus_capucinus_imitator ENSCCAG00000037732
saimiri_boliviensis_boliviensis ENSSBOG00000020381
callithrix_jacchus ENSCJAG00000003594
aotus_nancymaae ENSANAG00000026904
carlito_syrichta ENSTSYG00000034117
propithecus_coquereli ENSPCOG00000025311
prolemur_simus ENSPSMG00000023693
microcebus_murinus ENSMICG00000036841
otolemur_garnettii ENSOGAG00000015625
pteropus_vampyrus ENSPVAG00000002733
myotis_lucifugus ENSMLUG00000004977
ursus_maritimus ENSUMAG00000005066
ursus_americanus ENSUAMG00000004738
ailuropoda_melanoleuca ENSAMEG00000015212
mustela_putorius_furo ENSMPUG00000016474
neovison_vison ENSNVIG00000016394
canis_lupus_familiaris ENSCAFG00000000107
canis_lupus_dingo ENSCAFG00020020128
vulpes_vulpes ENSVVUG00000015696
panthera_pardus ENSPPRG00000003768
panthera_tigris_altaica ENSPTIG00000019056
felis_catus ENSFCAG00000002283
bos_mutus ENSBMUG00000002015
bos_taurus ENSBTAG00000014284
bison_bison_bison ENSBBBG00000019837
capra_hircus ENSCHIG00000024434
ovis_aries ENSOARG00000005476
tursiops_truncatus ENSTTRG00000007637
sus_scrofa ENSSSCG00000004918
vicugna_pacos ENSVPAG00000001521
equus_caballus ENSECAG00000012921
equus_asinus_asinus ENSEASG00005002721
erinaceus_europaeus ENSEEUG00000008786
echinops_telfairi ENSETEG00000000021
ornithorhynchus_anatinus ENSOANG00000014107
pelodiscus_sinensis ENSPSIG00000010023
pelodiscus_sinensis ENSPSIG00000009894
chelonoidis_abingdonii ENSCABG00000013630
gopherus_agassizii ENSGAGG00000021318
chrysemys_picta_bellii ENSCPBG00000024146
anser_brachyrhynchus ENSABRG00000021413
anas_platyrhynchos_platyrhynchos ENSAPLG00000018933
gallus_gallus ENSGALG00000054655
meleagris_gallopavo ENSMGAG00000001076
coturnix_japonica ENSCJPG00005004887
numida_meleagris ENSNMEG00000015156
lonchura_striata_domestica ENSLSDG00000016145
taeniopygia_guttata ENSTGUG00000017489
serinus_canaria ENSSCAG00000003043
junco_hyemalis ENSJHYG00000001456
junco_hyemalis ENSJHYG00000001440
