eptatretus_burgeri ENSEBUG00000007178
petromyzon_marinus ENSPMAG00000000059
scleropages_formosus ENSSFOG00015021500
paramormyrops_kingsleyae ENSPKIG00000001813
pygocentrus_nattereri ENSPNAG00000010569
ictalurus_punctatus ENSIPUG00000002385
danio_rerio ENSDARG00000062442
takifugu_rubripes ENSTRUG00000016886
tetraodon_nigroviridis ENSTNIG00000012905
mola_mola ENSMMOG00000003489
cynoglossus_semilaevis ENSCSEG00000000926
monopterus_albus ENSMALG00000018345
mastacembelus_armatus ENSMAMG00000006016
anabas_testudineus ENSATEG00000011628
seriola_dumerili ENSSDUG00000005823
seriola_lalandi_dorsalis ENSSLDG00000004986
scophthalmus_maximus ENSSMAG00000008821
amphiprion_ocellaris ENSAOCG00000018968
amphiprion_percula ENSAPEG00000002332
acanthochromis_polyacanthus ENSAPOG00000018615
acanthochromis_polyacanthus ENSAPOG00000018189
acanthochromis_polyacanthus ENSAPOG00000015088
stegastes_partitus ENSSPAG00000012004
astatotilapia_calliptera ENSACLG00000016141
haplochromis_burtoni ENSHBUG00000020520
pundamilia_nyererei ENSPNYG00000020742
maylandia_zebra ENSMZEG00005007857
neolamprologus_brichardi ENSNBRG00000019512
oreochromis_niloticus ENSONIG00000019795
amphilophus_citrinellus ENSACIG00000003755
gasterosteus_aculeatus ENSGACG00000009213
labrus_bergylta ENSLBEG00000024462
periophthalmus_magnuspinnatus ENSPMGG00000008737
hippocampus_comes ENSHCOG00000002399
cyprinodon_variegatus ENSCVAG00000022387
cyprinodon_variegatus ENSCVAG00000022507
fundulus_heteroclitus ENSFHEG00000000390
xiphophorus_maculatus ENSXMAG00000011777
xiphophorus_couchianus ENSXCOG00000002993
gambusia_affinis ENSGAFG00000002678
poecilia_formosa ENSPFOG00000014271
poecilia_mexicana ENSPMEG00000003088
poecilia_latipinna ENSPLAG00000012923
poecilia_reticulata ENSPREG00000015701
kryptolebias_marmoratus ENSKMAG00000006905
oryzias_latipes_asm223467v1 ENSORLG00000003120
oryzias_latipes_asm223471v1 ENSORLG00020005665
oryzias_latipes_asm223469v1 ENSORLG00015021835
oryzias_melastigma ENSOMEG00000007227
gadus_morhua ENSGMOG00000005404
esox_lucius ENSELUG00000018701
lepisosteus_oculatus ENSLOCG00000005071
anser_brachyrhynchus ENSABRG00000014168
anas_platyrhynchos_platyrhynchos ENSAPLG00000008347
gallus_gallus ENSGALG00000005411
meleagris_gallopavo ENSMGAG00000005544
coturnix_japonica ENSCJPG00005005595
numida_meleagris ENSNMEG00000011970
melopsittacus_undulatus ENSMUNG00000013975
calidris_pygmaea ENSCPGG00000014726
calidris_pugnax ENSCPUG00000012184
manacus_vitellinus ENSMVIG00005013454
lepidothrix_coronata ENSLCOG00000012670
junco_hyemalis ENSJHYG00000004124
zonotrichia_albicollis ENSZALG00000003072
serinus_canaria ENSSCAG00000005542
taeniopygia_guttata ENSTGUG00000006747
