tursiops_truncatus ENSTTRG00000001564
vicugna_pacos ENSVPAG00000004913
pteropus_vampyrus ENSPVAG00000013499
canis_lupus_familiaris ENSCAFG00000031289
canis_lupus_dingo ENSCAFG00020013053
vulpes_vulpes ENSVVUG00000008570
mustela_putorius_furo ENSMPUG00000006463
neovison_vison ENSNVIG00000007155
felis_catus ENSFCAG00000009558
panthera_pardus ENSPPRG00000015213
pan_troglodytes ENSPTRG00000045125
pan_troglodytes ENSPTRG00000052274
pan_troglodytes ENSPTRG00000044519
gorilla_gorilla ENSGGOG00000037449
pongo_abelii ENSPPYG00000010088
pan_paniscus ENSPPAG00000037471
pan_troglodytes ENSPTRG00000048085
gorilla_gorilla ENSGGOG00000022701
nomascus_leucogenys ENSNLEG00000035787
pan_paniscus ENSPPAG00000032729
pan_troglodytes ENSPTRG00000012475
gorilla_gorilla ENSGGOG00000016032
homo_sapiens ENSG00000267508
piliocolobus_tephrosceles ENSPTEG00000031780
colobus_angolensis_palliatus ENSCANG00000036319
rhinopithecus_roxellana ENSRROG00000042361
rhinopithecus_bieti ENSRBIG00000034327
cercocebus_atys ENSCATG00000030629
mandrillus_leucophaeus ENSMLEG00000031815
theropithecus_gelada ENSTGEG00000016915
papio_anubis ENSPANG00000005115
macaca_fascicularis ENSMFAG00000002959
macaca_nemestrina ENSMNEG00000028870
chlorocebus_sabaeus ENSCSAG00000003319
cebus_capucinus_imitator ENSCCAG00000031087
saimiri_boliviensis_boliviensis ENSSBOG00000014023
callithrix_jacchus ENSCJAG00000047170
aotus_nancymaae ENSANAG00000032122
carlito_syrichta ENSTSYG00000037390
prolemur_simus ENSPSMG00000011093
propithecus_coquereli ENSPCOG00000017934
choloepus_hoffmanni ENSCHOG00000007843
