loxodonta_africana ENSLAFG00000009861
procavia_capensis ENSPCAG00000004424
echinops_telfairi ENSETEG00000015107
rhinopithecus_roxellana ENSRROG00000033626
rhinopithecus_bieti ENSRBIG00000009094
colobus_angolensis_palliatus ENSCANG00000000004
piliocolobus_tephrosceles ENSPTEG00000023832
macaca_fascicularis ENSMFAG00000044534
macaca_nemestrina ENSMNEG00000038930
macaca_mulatta ENSMMUG00000011103
cercocebus_atys ENSCATG00000012195
papio_anubis ENSPANG00000016826
theropithecus_gelada ENSTGEG00000018180
mandrillus_leucophaeus ENSMLEG00000044185
chlorocebus_sabaeus ENSCSAG00000005260
homo_sapiens ENSG00000087128
gorilla_gorilla ENSGGOG00000022081
pan_troglodytes ENSPTRG00000016107
pan_paniscus ENSPPAG00000040655
pongo_abelii ENSPPYG00000014725
nomascus_leucogenys ENSNLEG00000009223
cebus_capucinus_imitator ENSCCAG00000024346
callithrix_jacchus ENSCJAG00000009972
saimiri_boliviensis_boliviensis ENSSBOG00000004412
aotus_nancymaae ENSANAG00000020306
carlito_syrichta ENSTSYG00000009038
propithecus_coquereli ENSPCOG00000024658
microcebus_murinus ENSMICG00000006258
prolemur_simus ENSPSMG00000015320
otolemur_garnettii ENSOGAG00000004141
tupaia_belangeri ENSTBEG00000016480
castor_canadensis ENSCCNG00000013683
dipodomys_ordii ENSDORG00000001199
mus_spicilegus ENSMSIG00000002742
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000054537
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028338
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027346
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017125
rattus_norvegicus ENSRNOG00000022255
meriones_unguiculatus ENSMUGG00000025477
microtus_ochrogaster ENSMOCG00000013356
peromyscus_maniculatus_bairdii ENSPEMG00000010598
cricetulus_griseus_crigri-picr ENSCGRG00015019167
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021954
cricetulus_griseus_crigri_1.0 ENSCGRG00000007378
mesocricetus_auratus ENSMAUG00000020697
nannospalax_galili ENSNGAG00000007818
jaculus_jaculus ENSJJAG00000010571
ictidomys_tridecemlineatus ENSSTOG00000028976
urocitellus_parryii ENSUPAG00010007754
spermophilus_dauricus ENSSDAG00000000680
marmota_marmota_marmota ENSMMMG00000023131
cavia_porcellus ENSCPOG00000012804
cavia_aperea ENSCAPG00000000201
octodon_degus ENSODEG00000001785
chinchilla_lanigera ENSCLAG00000003193
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001898
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008771
fukomys_damarensis ENSFDAG00000006020
sus_scrofa ENSSSCG00000022140
vicugna_pacos ENSVPAG00000009037
capra_hircus ENSCHIG00000026152
ovis_aries ENSOARG00000008444
bos_taurus ENSBTAG00000038520
bos_mutus ENSBMUG00000026563
bison_bison_bison ENSBBBG00000010580
tursiops_truncatus ENSTTRG00000003076
equus_asinus_asinus ENSEASG00005018366
equus_caballus ENSECAG00000023819
pteropus_vampyrus ENSPVAG00000015552
myotis_lucifugus ENSMLUG00000009811
ursus_maritimus ENSUMAG00000013722
ursus_americanus ENSUAMG00000010392
ailuropoda_melanoleuca ENSAMEG00000005661
neovison_vison ENSNVIG00000017242
mustela_putorius_furo ENSMPUG00000001737
vulpes_vulpes ENSVVUG00000005423
canis_lupus_dingo ENSCAFG00020027116
canis_lupus_familiaris ENSCAFG00000028617
panthera_tigris_altaica ENSPTIG00000015232
panthera_pardus ENSPPRG00000011415
felis_catus ENSFCAG00000031341
erinaceus_europaeus ENSEEUG00000010886
sorex_araneus ENSSARG00000010974
oryctolagus_cuniculus ENSOCUG00000014604
choloepus_hoffmanni ENSCHOG00000005869
dasypus_novemcinctus ENSDNOG00000012474
phascolarctos_cinereus ENSPCIG00000006611
notamacropus_eugenii ENSMEUG00000002997
sarcophilus_harrisii ENSSHAG00000005256
monodelphis_domestica ENSMODG00000020752
ornithorhynchus_anatinus ENSOANG00000012771
anas_platyrhynchos_platyrhynchos ENSAPLG00000029530
anser_brachyrhynchus ENSABRG00000014632
