scophthalmus_maximus ENSSMAG00000020896
cynoglossus_semilaevis ENSCSEG00000010604
seriola_lalandi_dorsalis ENSSLDG00000016911
seriola_dumerili ENSSDUG00000001131
monopterus_albus ENSMALG00000008824
mastacembelus_armatus ENSMAMG00000000550
anabas_testudineus ENSATEG00000020976
labrus_bergylta ENSLBEG00000001735
gasterosteus_aculeatus ENSGACG00000019754
tetraodon_nigroviridis ENSTNIG00000006304
takifugu_rubripes ENSTRUG00000024200
mola_mola ENSMMOG00000018794
amphiprion_ocellaris ENSAOCG00000011954
amphiprion_percula ENSAPEG00000004997
acanthochromis_polyacanthus ENSAPOG00000006807
stegastes_partitus ENSSPAG00000010582
pundamilia_nyererei ENSPNYG00000023468
haplochromis_burtoni ENSHBUG00000006960
maylandia_zebra ENSMZEG00005005285
astatotilapia_calliptera ENSACLG00000016176
oreochromis_niloticus ENSONIG00000000041
neolamprologus_brichardi ENSNBRG00000003991
amphilophus_citrinellus ENSACIG00000012541
xiphophorus_maculatus ENSXMAG00000005709
gambusia_affinis ENSGAFG00000004653
poecilia_latipinna ENSPLAG00000022526
poecilia_formosa ENSPFOG00000009105
poecilia_mexicana ENSPMEG00000003264
poecilia_reticulata ENSPREG00000020996
fundulus_heteroclitus ENSFHEG00000002503
kryptolebias_marmoratus ENSKMAG00000004612
oryzias_latipes_asm223467v1 ENSORLG00000001387
oryzias_latipes_asm223471v1 ENSORLG00020016122
oryzias_latipes_asm223469v1 ENSORLG00015015662
oryzias_melastigma ENSOMEG00000007543
