poecilia_formosa ENSPFOG00000019188
poecilia_mexicana ENSPMEG00000008916
poecilia_reticulata ENSPREG00000017954
poecilia_latipinna ENSPLAG00000019762
xiphophorus_maculatus ENSXMAG00000015508
xiphophorus_couchianus ENSXCOG00000005259
gambusia_affinis ENSGAFG00000013300
fundulus_heteroclitus ENSFHEG00000016852
cyprinodon_variegatus ENSCVAG00000011190
kryptolebias_marmoratus ENSKMAG00000014900
oryzias_latipes_asm223471v1 ENSORLG00020020809
oryzias_latipes_asm223467v1 ENSORLG00000004740
oryzias_latipes_asm223469v1 ENSORLG00015009297
oryzias_melastigma ENSOMEG00000022845
cynoglossus_semilaevis ENSCSEG00000017020
maylandia_zebra ENSMZEG00005005879
astatotilapia_calliptera ENSACLG00000016444
pundamilia_nyererei ENSPNYG00000009726
oreochromis_niloticus ENSONIG00000015086
neolamprologus_brichardi ENSNBRG00000013083
haplochromis_burtoni ENSHBUG00000011805
amphilophus_citrinellus ENSACIG00000002477
scophthalmus_maximus ENSSMAG00000001520
takifugu_rubripes ENSTRUG00000013228
tetraodon_nigroviridis ENSTNIG00000017593
mola_mola ENSMMOG00000000358
monopterus_albus ENSMALG00000016108
mastacembelus_armatus ENSMAMG00000000522
anabas_testudineus ENSATEG00000015988
seriola_lalandi_dorsalis ENSSLDG00000020759
seriola_dumerili ENSSDUG00000000188
amphiprion_ocellaris ENSAOCG00000012965
amphiprion_percula ENSAPEG00000004288
acanthochromis_polyacanthus ENSAPOG00000003853
stegastes_partitus ENSSPAG00000000785
gasterosteus_aculeatus ENSGACG00000007218
labrus_bergylta ENSLBEG00000016772
hippocampus_comes ENSHCOG00000017701
periophthalmus_magnuspinnatus ENSPMGG00000008348
gadus_morhua ENSGMOG00000007860
esox_lucius ENSELUG00000010805
pygocentrus_nattereri ENSPNAG00000003208
astyanax_mexicanus ENSAMXG00000011555
ictalurus_punctatus ENSIPUG00000008329
danio_rerio ENSDARG00000019130
paramormyrops_kingsleyae ENSPKIG00000018683
scleropages_formosus ENSSFOG00015007640
pygocentrus_nattereri ENSPNAG00000014428
ictalurus_punctatus ENSIPUG00000015264
astyanax_mexicanus ENSAMXG00000034894
danio_rerio ENSDARG00000090752
esox_lucius ENSELUG00000000772
lepisosteus_oculatus ENSLOCG00000007594
oryctolagus_cuniculus ENSOCUG00000007089
tupaia_belangeri ENSTBEG00000016433
castor_canadensis ENSCCNG00000020113
dipodomys_ordii ENSDORG00000010163
ictidomys_tridecemlineatus ENSSTOG00000000137
marmota_marmota_marmota ENSMMMG00000008351
urocitellus_parryii ENSUPAG00010004497
spermophilus_dauricus ENSSDAG00000015353
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016718
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004619
fukomys_damarensis ENSFDAG00000015297
chinchilla_lanigera ENSCLAG00000007849
octodon_degus ENSODEG00000016972
cavia_porcellus ENSCPOG00000021250
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019763
mus_spicilegus ENSMSIG00000015883
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021701
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018884
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015955
rattus_norvegicus ENSRNOG00000011951
meriones_unguiculatus ENSMUGG00000002264
cricetulus_griseus_crigri_1.0 ENSCGRG00000003831
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022259
cricetulus_griseus_crigri-picr ENSCGRG00015001765
mesocricetus_auratus ENSMAUG00000009118
peromyscus_maniculatus_bairdii ENSPEMG00000021774
microtus_ochrogaster ENSMOCG00000012781
nannospalax_galili ENSNGAG00000003136
pan_paniscus ENSPPAG00000040133
pan_troglodytes ENSPTRG00000016896
gorilla_gorilla ENSGGOG00000012710
homo_sapiens ENSG00000145632
pongo_abelii ENSPPYG00000015483
nomascus_leucogenys ENSNLEG00000002471
rhinopithecus_roxellana ENSRROG00000030602
rhinopithecus_bieti ENSRBIG00000038612
colobus_angolensis_palliatus ENSCANG00000030436
piliocolobus_tephrosceles ENSPTEG00000018062
papio_anubis ENSPANG00000018861
theropithecus_gelada ENSTGEG00000014548
mandrillus_leucophaeus ENSMLEG00000000308
macaca_nemestrina ENSMNEG00000027569
macaca_fascicularis ENSMFAG00000001077
macaca_mulatta ENSMMUG00000005177
cercocebus_atys ENSCATG00000030937
chlorocebus_sabaeus ENSCSAG00000016152
cebus_capucinus_imitator ENSCCAG00000010676
saimiri_boliviensis_boliviensis ENSSBOG00000026482
callithrix_jacchus ENSCJAG00000015153
aotus_nancymaae ENSANAG00000031564
carlito_syrichta ENSTSYG00000006936
propithecus_coquereli ENSPCOG00000015064
microcebus_murinus ENSMICG00000014702
prolemur_simus ENSPSMG00000016500
otolemur_garnettii ENSOGAG00000003248
bos_taurus ENSBTAG00000016771
bos_mutus ENSBMUG00000004854
bison_bison_bison ENSBBBG00000003717
ovis_aries ENSOARG00000007234
capra_hircus ENSCHIG00000025868
tursiops_truncatus ENSTTRG00000014854
sus_scrofa ENSSSCG00000016925
vicugna_pacos ENSVPAG00000006640
ursus_americanus ENSUAMG00000020919
ailuropoda_melanoleuca ENSAMEG00000003614
neovison_vison ENSNVIG00000008640
mustela_putorius_furo ENSMPUG00000007421
canis_lupus_familiaris ENSCAFG00000006975
canis_lupus_dingo ENSCAFG00020023920
vulpes_vulpes ENSVVUG00000021496
panthera_tigris_altaica ENSPTIG00000020546
panthera_pardus ENSPPRG00000017648
felis_catus ENSFCAG00000011053
equus_asinus_asinus ENSEASG00005011911
equus_caballus ENSECAG00000000354
pteropus_vampyrus ENSPVAG00000001790
sorex_araneus ENSSARG00000003653
choloepus_hoffmanni ENSCHOG00000008670
dasypus_novemcinctus ENSDNOG00000001770
ursus_maritimus ENSUMAG00000009033
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006037
ochotona_princeps ENSOPRG00000016987
erinaceus_europaeus ENSEEUG00000006310
