xiphophorus_maculatus ENSXMAG00000008210
xiphophorus_couchianus ENSXCOG00000003764
gambusia_affinis ENSGAFG00000000240
poecilia_formosa ENSPFOG00000012387
poecilia_latipinna ENSPLAG00000018746
poecilia_mexicana ENSPMEG00000002188
poecilia_reticulata ENSPREG00000003440
fundulus_heteroclitus ENSFHEG00000014796
cyprinodon_variegatus ENSCVAG00000019147
kryptolebias_marmoratus ENSKMAG00000007484
oryzias_latipes_asm223471v1 ENSORLG00020014673
oryzias_latipes_asm223467v1 ENSORLG00000029654
oryzias_latipes_asm223469v1 ENSORLG00015015771
oryzias_melastigma ENSOMEG00000003278
hippocampus_comes ENSHCOG00000004919
labrus_bergylta ENSLBEG00000018954
takifugu_rubripes ENSTRUG00000005238
gasterosteus_aculeatus ENSGACG00000020077
seriola_dumerili ENSSDUG00000004898
seriola_lalandi_dorsalis ENSSLDG00000012020
cynoglossus_semilaevis ENSCSEG00000014795
monopterus_albus ENSMALG00000000140
mastacembelus_armatus ENSMAMG00000000822
anabas_testudineus ENSATEG00000003041
maylandia_zebra ENSMZEG00005009705
astatotilapia_calliptera ENSACLG00000013035
haplochromis_burtoni ENSHBUG00000004847
pundamilia_nyererei ENSPNYG00000009731
neolamprologus_brichardi ENSNBRG00000003482
oreochromis_niloticus ENSONIG00000000602
amphilophus_citrinellus ENSACIG00000019801
amphiprion_ocellaris ENSAOCG00000011073
amphiprion_percula ENSAPEG00000009718
acanthochromis_polyacanthus ENSAPOG00000009777
stegastes_partitus ENSSPAG00000002376
gadus_morhua ENSGMOG00000018365
esox_lucius ENSELUG00000010042
astyanax_mexicanus ENSAMXG00000035936
pygocentrus_nattereri ENSPNAG00000027011
ictalurus_punctatus ENSIPUG00000005096
danio_rerio ENSDARG00000040266
periophthalmus_magnuspinnatus ENSPMGG00000015343
pygocentrus_nattereri ENSPNAG00000017605
astyanax_mexicanus ENSAMXG00000039656
ictalurus_punctatus ENSIPUG00000021379
danio_rerio ENSDARG00000010770
esox_lucius ENSELUG00000009987
paramormyrops_kingsleyae ENSPKIG00000001452
scleropages_formosus ENSSFOG00015022664
paramormyrops_kingsleyae ENSPKIG00000001144
lepisosteus_oculatus ENSLOCG00000014463
latimeria_chalumnae ENSLACG00000004841
