capra_hircus ENSCHIG00000026635
bos_taurus ENSBTAG00000052031
panthera_pardus ENSPPRG00000020298
felis_catus ENSFCAG00000034489
ursus_americanus ENSUAMG00000000475
ursus_maritimus ENSUMAG00000010124
cercocebus_atys ENSCATG00000021652
mandrillus_leucophaeus ENSMLEG00000028147
theropithecus_gelada ENSTGEG00000009878
papio_anubis ENSPANG00000029417
mandrillus_leucophaeus ENSMLEG00000004183
piliocolobus_tephrosceles ENSPTEG00000027290
pan_troglodytes ENSPTRG00000052403
pan_paniscus ENSPPAG00000014413
gorilla_gorilla ENSGGOG00000024846
nomascus_leucogenys ENSNLEG00000010330
aotus_nancymaae ENSANAG00000034473
carlito_syrichta ENSTSYG00000031523
fukomys_damarensis ENSFDAG00000016785
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005343
octodon_degus ENSODEG00000004261
apteryx_haastii ENSAHAG00000007672
