oryzias_latipes_asm223469v1 ENSORLG00015008810
oryzias_latipes_asm223467v1 ENSORLG00000018096
oryzias_latipes_asm223471v1 ENSORLG00020012866
oryzias_melastigma ENSOMEG00000010320
kryptolebias_marmoratus ENSKMAG00000018840
takifugu_rubripes ENSTRUG00000006090
tetraodon_nigroviridis ENSTNIG00000001562
mola_mola ENSMMOG00000005357
labrus_bergylta ENSLBEG00000026229
amphiprion_percula ENSAPEG00000007729
amphiprion_ocellaris ENSAOCG00000011075
acanthochromis_polyacanthus ENSAPOG00000010499
stegastes_partitus ENSSPAG00000018469
maylandia_zebra ENSMZEG00005016802
haplochromis_burtoni ENSHBUG00000001076
astatotilapia_calliptera ENSACLG00000006608
pundamilia_nyererei ENSPNYG00000000658
neolamprologus_brichardi ENSNBRG00000015221
oreochromis_niloticus ENSONIG00000021342
amphilophus_citrinellus ENSACIG00000004847
monopterus_albus ENSMALG00000022624
mastacembelus_armatus ENSMAMG00000012965
anabas_testudineus ENSATEG00000011585
seriola_lalandi_dorsalis ENSSLDG00000021143
seriola_dumerili ENSSDUG00000009854
fundulus_heteroclitus ENSFHEG00000006005
cyprinodon_variegatus ENSCVAG00000006332
poecilia_mexicana ENSPMEG00000014596
poecilia_formosa ENSPFOG00000020314
poecilia_latipinna ENSPLAG00000003649
poecilia_reticulata ENSPREG00000016807
xiphophorus_maculatus ENSXMAG00000020062
xiphophorus_couchianus ENSXCOG00000014539
gambusia_affinis ENSGAFG00000018637
scophthalmus_maximus ENSSMAG00000004073
cynoglossus_semilaevis ENSCSEG00000018129
gasterosteus_aculeatus ENSGACG00000002227
esox_lucius ENSELUG00000012619
danio_rerio ENSDARG00000078266
paramormyrops_kingsleyae ENSPKIG00000010163
paramormyrops_kingsleyae ENSPKIG00000018801
paramormyrops_kingsleyae ENSPKIG00000014184
pygocentrus_nattereri ENSPNAG00000013851
astyanax_mexicanus ENSAMXG00000025095
ictalurus_punctatus ENSIPUG00000008180
hippocampus_comes ENSHCOG00000009431
scleropages_formosus ENSSFOG00015008966
scleropages_formosus ENSSFOG00015016493
