capra_hircus ENSCHIG00000000349
ovis_aries ENSOARG00000015560
bos_mutus ENSBMUG00000013832
bos_taurus ENSBTAG00000019885
tursiops_truncatus ENSTTRG00000000914
sus_scrofa ENSSSCG00000012659
vicugna_pacos ENSVPAG00000006794
pteropus_vampyrus ENSPVAG00000004421
equus_caballus ENSECAG00000017572
equus_asinus_asinus ENSEASG00005004438
ursus_maritimus ENSUMAG00000011824
ursus_americanus ENSUAMG00000023006
ailuropoda_melanoleuca ENSAMEG00000014885
neovison_vison ENSNVIG00000000556
mustela_putorius_furo ENSMPUG00000017444
canis_lupus_familiaris ENSCAFG00000018759
canis_lupus_dingo ENSCAFG00020001255
vulpes_vulpes ENSVVUG00000008995
panthera_pardus ENSPPRG00000023674
panthera_tigris_altaica ENSPTIG00000019810
felis_catus ENSFCAG00000018685
erinaceus_europaeus ENSEEUG00000013238
microcebus_murinus ENSMICG00000010604
propithecus_coquereli ENSPCOG00000006344
prolemur_simus ENSPSMG00000018490
carlito_syrichta ENSTSYG00000002428
castor_canadensis ENSCCNG00000014684
dipodomys_ordii ENSDORG00000003403
peromyscus_maniculatus_bairdii ENSPEMG00000010001
microtus_ochrogaster ENSMOCG00000002435
cricetulus_griseus_crigri-picr ENSCGRG00015013245
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016803
cricetulus_griseus_crigri_1.0 ENSCGRG00000013250
mesocricetus_auratus ENSMAUG00000015868
mus_spicilegus ENSMSIG00000013343
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000036916
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034203
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033045
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031590
rattus_norvegicus ENSRNOG00000006797
nannospalax_galili ENSNGAG00000020507
jaculus_jaculus ENSJJAG00000005039
cavia_porcellus ENSCPOG00000015074
octodon_degus ENSODEG00000011118
chinchilla_lanigera ENSCLAG00000003045
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019168
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000414
fukomys_damarensis ENSFDAG00000012630
spermophilus_dauricus ENSSDAG00000021360
ictidomys_tridecemlineatus ENSSTOG00000033188
urocitellus_parryii ENSUPAG00010016553
marmota_marmota_marmota ENSMMMG00000004815
pan_troglodytes ENSPTRG00000050457
pan_paniscus ENSPPAG00000025921
homo_sapiens ENSG00000056277
gorilla_gorilla ENSGGOG00000026605
pongo_abelii ENSPPYG00000020714
nomascus_leucogenys ENSNLEG00000015312
piliocolobus_tephrosceles ENSPTEG00000033823
rhinopithecus_roxellana ENSRROG00000025269
macaca_mulatta ENSMMUG00000015609
macaca_fascicularis ENSMFAG00000042147
papio_anubis ENSPANG00000002927
theropithecus_gelada ENSTGEG00000023077
mandrillus_leucophaeus ENSMLEG00000035334
chlorocebus_sabaeus ENSCSAG00000007990
colobus_angolensis_palliatus ENSCANG00000043516
rhinopithecus_bieti ENSRBIG00000032531
cercocebus_atys ENSCATG00000034249
macaca_nemestrina ENSMNEG00000018183
cebus_capucinus_imitator ENSCCAG00000023882
saimiri_boliviensis_boliviensis ENSSBOG00000028489
callithrix_jacchus ENSCJAG00000002491
aotus_nancymaae ENSANAG00000026195
tupaia_belangeri ENSTBEG00000009755
loxodonta_africana ENSLAFG00000010981
procavia_capensis ENSPCAG00000010539
echinops_telfairi ENSETEG00000006529
sorex_araneus ENSSARG00000012145
mustela_putorius_furo ENSMPUG00000011901
otolemur_garnettii ENSOGAG00000012696
oryctolagus_cuniculus ENSOCUG00000002934
dasypus_novemcinctus ENSDNOG00000011446
choloepus_hoffmanni ENSCHOG00000005520
