meleagris_gallopavo ENSMGAG00000009302
coturnix_japonica ENSCJPG00005018069
numida_meleagris ENSNMEG00000020808
gallus_gallus ENSGALG00000007596
anser_brachyrhynchus ENSABRG00000005112
anas_platyrhynchos_platyrhynchos ENSAPLG00000014560
calidris_pugnax ENSCPUG00000019591
calidris_pygmaea ENSCPGG00000008417
manacus_vitellinus ENSMVIG00005017572
lepidothrix_coronata ENSLCOG00000013539
parus_major ENSPMJG00000005202
cyanistes_caeruleus ENSCCEG00000021079
taeniopygia_guttata ENSTGUG00000009630
lonchura_striata_domestica ENSLSDG00000009001
serinus_canaria ENSSCAG00000007694
junco_hyemalis ENSJHYG00000013256
zonotrichia_albicollis ENSZALG00000002833
ficedula_albicollis ENSFALG00000013341
melopsittacus_undulatus ENSMUNG00000015328
apteryx_haastii ENSAHAG00000017084
apteryx_owenii ENSAOWG00000013343
dromaius_novaehollandiae ENSDNVG00000012144
apteryx_rowi ENSARWG00000018809
nothoprocta_perdicaria ENSNPEG00000003001
crocodylus_porosus ENSCPRG00005015888
gopherus_agassizii ENSGAGG00000007020
chrysemys_picta_bellii ENSCPBG00000026885
chelonoidis_abingdonii ENSCABG00000020466
pelodiscus_sinensis ENSPSIG00000013570
anolis_carolinensis ENSACAG00000015111
pogona_vitticeps ENSPVIG00000021832
salvator_merianae ENSSMRG00000000887
notechis_scutatus ENSNSUG00000007229
sphenodon_punctatus ENSSPUG00000011940
xenopus_tropicalis ENSXETG00000031632
latimeria_chalumnae ENSLACG00000011481
scophthalmus_maximus ENSSMAG00000006514
cynoglossus_semilaevis ENSCSEG00000018632
tetraodon_nigroviridis ENSTNIG00000012557
takifugu_rubripes ENSTRUG00000012600
gasterosteus_aculeatus ENSGACG00000003483
mola_mola ENSMMOG00000011634
labrus_bergylta ENSLBEG00000011850
monopterus_albus ENSMALG00000011133
monopterus_albus ENSMALG00000011156
mastacembelus_armatus ENSMAMG00000024189
anabas_testudineus ENSATEG00000020544
seriola_lalandi_dorsalis ENSSLDG00000007238
poecilia_latipinna ENSPLAG00000009348
poecilia_latipinna ENSPLAG00000009339
poecilia_mexicana ENSPMEG00000009753
poecilia_formosa ENSPFOG00000006357
poecilia_reticulata ENSPREG00000004568
xiphophorus_maculatus ENSXMAG00000016385
xiphophorus_couchianus ENSXCOG00000013316
gambusia_affinis ENSGAFG00000004537
cyprinodon_variegatus ENSCVAG00000004047
fundulus_heteroclitus ENSFHEG00000006444
kryptolebias_marmoratus ENSKMAG00000009733
oryzias_latipes_asm223471v1 ENSORLG00020014798
oryzias_latipes_asm223467v1 ENSORLG00000013616
oryzias_latipes_asm223469v1 ENSORLG00015008641
oryzias_melastigma ENSOMEG00000004416
astatotilapia_calliptera ENSACLG00000001920
pundamilia_nyererei ENSPNYG00000017400
haplochromis_burtoni ENSHBUG00000000891
maylandia_zebra ENSMZEG00005026262
neolamprologus_brichardi ENSNBRG00000011835
oreochromis_niloticus ENSONIG00000016934
amphilophus_citrinellus ENSACIG00000000067
amphiprion_ocellaris ENSAOCG00000022408
amphiprion_percula ENSAPEG00000019033
acanthochromis_polyacanthus ENSAPOG00000016612
stegastes_partitus ENSSPAG00000019045
periophthalmus_magnuspinnatus ENSPMGG00000012238
periophthalmus_magnuspinnatus ENSPMGG00000012278
esox_lucius ENSELUG00000020094
pygocentrus_nattereri ENSPNAG00000001042
astyanax_mexicanus ENSAMXG00000039884
ictalurus_punctatus ENSIPUG00000006625
danio_rerio ENSDARG00000021573
scleropages_formosus ENSSFOG00015020802
paramormyrops_kingsleyae ENSPKIG00000024707
mola_mola ENSMMOG00000001218
takifugu_rubripes ENSTRUG00000006560
gasterosteus_aculeatus ENSGACG00000009380
xiphophorus_maculatus ENSXMAG00000006854
xiphophorus_couchianus ENSXCOG00000017164
gambusia_affinis ENSGAFG00000020401
poecilia_formosa ENSPFOG00000010830
poecilia_latipinna ENSPLAG00000003841
poecilia_mexicana ENSPMEG00000012639
poecilia_reticulata ENSPREG00000018305
fundulus_heteroclitus ENSFHEG00000004830
oryzias_latipes_asm223471v1 ENSORLG00020010571
oryzias_latipes_asm223467v1 ENSORLG00000008023
oryzias_latipes_asm223469v1 ENSORLG00015006036
oryzias_melastigma ENSOMEG00000010045
haplochromis_burtoni ENSHBUG00000005767
pundamilia_nyererei ENSPNYG00000000696
maylandia_zebra ENSMZEG00005011611
astatotilapia_calliptera ENSACLG00000017125
neolamprologus_brichardi ENSNBRG00000021225
oreochromis_niloticus ENSONIG00000020351
amphilophus_citrinellus ENSACIG00000009280
scophthalmus_maximus ENSSMAG00000010889
cynoglossus_semilaevis ENSCSEG00000005466
seriola_dumerili ENSSDUG00000021953
seriola_lalandi_dorsalis ENSSLDG00000013272
mastacembelus_armatus ENSMAMG00000020029
monopterus_albus ENSMALG00000003420
anabas_testudineus ENSATEG00000017919
labrus_bergylta ENSLBEG00000025920
labrus_bergylta ENSLBEG00000020188
amphiprion_ocellaris ENSAOCG00000006663
amphiprion_percula ENSAPEG00000001166
acanthochromis_polyacanthus ENSAPOG00000020659
stegastes_partitus ENSSPAG00000003183
periophthalmus_magnuspinnatus ENSPMGG00000008508
hippocampus_comes ENSHCOG00000004623
gadus_morhua ENSGMOG00000002319
esox_lucius ENSELUG00000007090
pygocentrus_nattereri ENSPNAG00000014813
astyanax_mexicanus ENSAMXG00000030907
ictalurus_punctatus ENSIPUG00000022630
paramormyrops_kingsleyae ENSPKIG00000022563
scleropages_formosus ENSSFOG00015017078
lepisosteus_oculatus ENSLOCG00000010177
eptatretus_burgeri ENSEBUG00000005167
