neovison_vison ENSNVIG00000005745
mustela_putorius_furo ENSMPUG00000018980
canis_lupus_familiaris ENSCAFG00000013623
macaca_nemestrina ENSMNEG00000040503
prolemur_simus ENSPSMG00000010100
prolemur_simus ENSPSMG00000015477
prolemur_simus ENSPSMG00000015482
prolemur_simus ENSPSMG00000001908
prolemur_simus ENSPSMG00000005867
prolemur_simus ENSPSMG00000004644
theropithecus_gelada ENSTGEG00000017629
spermophilus_dauricus ENSSDAG00000017309
spermophilus_dauricus ENSSDAG00000011835
pongo_abelii ENSPPYG00000013956
monodelphis_domestica ENSMODG00000028898
urocitellus_parryii ENSUPAG00010000295
prolemur_simus ENSPSMG00000017815
bos_mutus ENSBMUG00000003912
pan_paniscus ENSPPAG00000032381
equus_caballus ENSECAG00000012382
prolemur_simus ENSPSMG00000004523
bison_bison_bison ENSBBBG00000006277
bison_bison_bison ENSBBBG00000021771
bos_taurus ENSBTAG00000052430
mus_spicilegus ENSMSIG00000004127
macaca_fascicularis ENSMFAG00000042421
macaca_nemestrina ENSMNEG00000030508
tupaia_belangeri ENSTBEG00000016180
echinops_telfairi ENSETEG00000008084
cercocebus_atys ENSCATG00000018486
theropithecus_gelada ENSTGEG00000006857
mandrillus_leucophaeus ENSMLEG00000007243
papio_anubis ENSPANG00000032399
macaca_mulatta ENSMMUG00000046220
macaca_mulatta ENSMMUG00000046565
macaca_fascicularis ENSMFAG00000017090
macaca_nemestrina ENSMNEG00000026034
rhinopithecus_bieti ENSRBIG00000019196
rhinopithecus_roxellana ENSRROG00000010774
macaca_fascicularis ENSMFAG00000031238
prolemur_simus ENSPSMG00000002023
bison_bison_bison ENSBBBG00000022280
theropithecus_gelada ENSTGEG00000002938
mandrillus_leucophaeus ENSMLEG00000035489
cercocebus_atys ENSCATG00000033836
papio_anubis ENSPANG00000033416
macaca_fascicularis ENSMFAG00000030500
macaca_mulatta ENSMMUG00000039991
macaca_nemestrina ENSMNEG00000030170
piliocolobus_tephrosceles ENSPTEG00000028196
colobus_angolensis_palliatus ENSCANG00000040441
rhinopithecus_roxellana ENSRROG00000045473
pan_paniscus ENSPPAG00000029639
pan_troglodytes ENSPTRG00000047823
chelonoidis_abingdonii ENSCABG00000012568
chrysemys_picta_bellii ENSCPBG00000012987
chelonoidis_abingdonii ENSCABG00000001779
chelonoidis_abingdonii ENSCABG00000011643
chrysemys_picta_bellii ENSCPBG00000014369
gopherus_agassizii ENSGAGG00000012996
gopherus_agassizii ENSGAGG00000005153
chelonoidis_abingdonii ENSCABG00000000886
gopherus_agassizii ENSGAGG00000003372
gopherus_agassizii ENSGAGG00000000870
gopherus_agassizii ENSGAGG00000018583
chelonoidis_abingdonii ENSCABG00000021843
gopherus_agassizii ENSGAGG00000001711
gopherus_agassizii ENSGAGG00000001757
chrysemys_picta_bellii ENSCPBG00000005672
chelonoidis_abingdonii ENSCABG00000002005
gopherus_agassizii ENSGAGG00000013796
gopherus_agassizii ENSGAGG00000005503
chelonoidis_abingdonii ENSCABG00000002852
pelodiscus_sinensis ENSPSIG00000006456
notechis_scutatus ENSNSUG00000009592
gopherus_agassizii ENSGAGG00000002958
ursus_americanus ENSUAMG00000001100
notechis_scutatus ENSNSUG00000008636
salvator_merianae ENSSMRG00000019834
salvator_merianae ENSSMRG00000011293
pogona_vitticeps ENSPVIG00000003701
pogona_vitticeps ENSPVIG00000000363
anolis_carolinensis ENSACAG00000028876
anolis_carolinensis ENSACAG00000024514
anolis_carolinensis ENSACAG00000005493
notechis_scutatus ENSNSUG00000004950
salvator_merianae ENSSMRG00000003936
salvator_merianae ENSSMRG00000010816
salvator_merianae ENSSMRG00000004256
salvator_merianae ENSSMRG00000004345
salvator_merianae ENSSMRG00000010667
sarcophilus_harrisii ENSSHAG00000000446
equus_caballus ENSECAG00000009567
dasypus_novemcinctus ENSDNOG00000004828
dasypus_novemcinctus ENSDNOG00000032329
dasypus_novemcinctus ENSDNOG00000043298
castor_canadensis ENSCCNG00000022433
castor_canadensis ENSCCNG00000013897
urocitellus_parryii ENSUPAG00010007334
nannospalax_galili ENSNGAG00000012770
nannospalax_galili ENSNGAG00000012443
nannospalax_galili ENSNGAG00000016831
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032226
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000079038
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000096718
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000094622
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016475
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015657
mus_spicilegus ENSMSIG00000010375
mus_spicilegus ENSMSIG00000000556
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071362
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031109
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032227
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000880
peromyscus_maniculatus_bairdii ENSPEMG00000000392
peromyscus_maniculatus_bairdii ENSPEMG00000030407
peromyscus_maniculatus_bairdii ENSPEMG00000026173
peromyscus_maniculatus_bairdii ENSPEMG00000016647
peromyscus_maniculatus_bairdii ENSPEMG00000026758
cricetulus_griseus_crigri-picr ENSCGRG00015017765
cricetulus_griseus_crigri-picr ENSCGRG00015001684
cricetulus_griseus_crigri-picr ENSCGRG00015010264
cricetulus_griseus_crigri-picr ENSCGRG00015011184
cricetulus_griseus_crigri-picr ENSCGRG00015000329
