bos_mutus ENSBMUG00000018941
bos_taurus ENSBTAG00000026829
bison_bison_bison ENSBBBG00000001193
capra_hircus ENSCHIG00000012850
ovis_aries ENSOARG00000019720
sus_scrofa ENSSSCG00000038305
callithrix_jacchus ENSCJAG00000004108
saimiri_boliviensis_boliviensis ENSSBOG00000032634
macaca_nemestrina ENSMNEG00000003238
macaca_fascicularis ENSMFAG00000016061
theropithecus_gelada ENSTGEG00000001425
chlorocebus_sabaeus ENSCSAG00000018639
piliocolobus_tephrosceles ENSPTEG00000025424
homo_sapiens ENSG00000226479
pan_troglodytes ENSPTRG00000044584
pongo_abelii ENSPPYG00000012782
carlito_syrichta ENSTSYG00000035438
otolemur_garnettii ENSOGAG00000007439
castor_canadensis ENSCCNG00000010514
dipodomys_ordii ENSDORG00000024131
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015320
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000098923
mus_spicilegus ENSMSIG00000008782
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014513
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027749
rattus_norvegicus ENSRNOG00000047257
meriones_unguiculatus ENSMUGG00000021993
cricetulus_griseus_crigri-picr ENSCGRG00015009199
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005950
cricetulus_griseus_crigri_1.0 ENSCGRG00000018732
peromyscus_maniculatus_bairdii ENSPEMG00000006946
nannospalax_galili ENSNGAG00000003942
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020358
octodon_degus ENSODEG00000019338
urocitellus_parryii ENSUPAG00010019044
ictidomys_tridecemlineatus ENSSTOG00000020073
marmota_marmota_marmota ENSMMMG00000022582
spermophilus_dauricus ENSSDAG00000018188
canis_lupus_familiaris ENSCAFG00000004850
canis_lupus_dingo ENSCAFG00020013775
vulpes_vulpes ENSVVUG00000018446
ailuropoda_melanoleuca ENSAMEG00000018858
mustela_putorius_furo ENSMPUG00000018510
neovison_vison ENSNVIG00000003291
panthera_tigris_altaica ENSPTIG00000005912
panthera_pardus ENSPPRG00000018302
felis_catus ENSFCAG00000008734
equus_asinus_asinus ENSEASG00005013048
equus_caballus ENSECAG00000001439
rhinopithecus_roxellana ENSRROG00000043624
rhinopithecus_bieti ENSRBIG00000022562
colobus_angolensis_palliatus ENSCANG00000037283
papio_anubis ENSPANG00000030395
mandrillus_leucophaeus ENSMLEG00000027991
theropithecus_gelada ENSTGEG00000003605
cercocebus_atys ENSCATG00000036400
gorilla_gorilla ENSGGOG00000037010
pan_paniscus ENSPPAG00000030838
nomascus_leucogenys ENSNLEG00000033832
cebus_capucinus_imitator ENSCCAG00000033995
saimiri_boliviensis_boliviensis ENSSBOG00000015265
aotus_nancymaae ENSANAG00000021804
propithecus_coquereli ENSPCOG00000021737
microcebus_murinus ENSMICG00000042089
prolemur_simus ENSPSMG00000009302
ursus_americanus ENSUAMG00000000691
ursus_maritimus ENSUMAG00000013089
echinops_telfairi ENSETEG00000006170
ochotona_princeps ENSOPRG00000008493
nothoprocta_perdicaria ENSNPEG00000004644
chelonoidis_abingdonii ENSCABG00000021716
notechis_scutatus ENSNSUG00000010218
kryptolebias_marmoratus ENSKMAG00000004122
petromyzon_marinus ENSPMAG00000008012
