mus_spicilegus ENSMSIG00000015093
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022439
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000003541
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021532
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020526
rattus_norvegicus ENSRNOG00000000827
meriones_unguiculatus ENSMUGG00000015233
peromyscus_maniculatus_bairdii ENSPEMG00000030288
microtus_ochrogaster ENSMOCG00000007903
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019584
cricetulus_griseus_crigri-picr ENSCGRG00015028235
cricetulus_griseus_crigri_1.0 ENSCGRG00000005504
mesocricetus_auratus ENSMAUG00000019002
nannospalax_galili ENSNGAG00000005057
urocitellus_parryii ENSUPAG00010003893
ictidomys_tridecemlineatus ENSSTOG00000029253
castor_canadensis ENSCCNG00000028821
castor_canadensis ENSCCNG00000001547
dipodomys_ordii ENSDORG00000023897
oryctolagus_cuniculus ENSOCUG00000016451
dasypus_novemcinctus ENSDNOG00000034439
ovis_aries ENSOARG00000011463
capra_hircus ENSCHIG00000014127
bos_taurus ENSBTAG00000011358
bos_mutus ENSBMUG00000007751
bison_bison_bison ENSBBBG00000011237
sus_scrofa ENSSSCG00000027607
ailuropoda_melanoleuca ENSAMEG00000013140
ursus_americanus ENSUAMG00000026268
neovison_vison ENSNVIG00000018493
mustela_putorius_furo ENSMPUG00000011675
canis_lupus_dingo ENSCAFG00020019207
canis_lupus_familiaris ENSCAFG00000000447
canis_lupus_dingo ENSCAFG00020010245
vulpes_vulpes ENSVVUG00000010623
panthera_tigris_altaica ENSPTIG00000003333
panthera_pardus ENSPPRG00000020029
felis_catus ENSFCAG00000028381
equus_caballus ENSECAG00000017157
equus_asinus_asinus ENSEASG00005019693
loxodonta_africana ENSLAFG00000017323
cebus_capucinus_imitator ENSCCAG00000021244
callithrix_jacchus ENSCJAG00000045140
saimiri_boliviensis_boliviensis ENSSBOG00000021654
aotus_nancymaae ENSANAG00000031788
nomascus_leucogenys ENSNLEG00000005480
homo_sapiens ENSG00000137331
rhinopithecus_roxellana ENSRROG00000037752
rhinopithecus_bieti ENSRBIG00000027981
piliocolobus_tephrosceles ENSPTEG00000030336
cercocebus_atys ENSCATG00000031658
mandrillus_leucophaeus ENSMLEG00000033149
theropithecus_gelada ENSTGEG00000012185
theropithecus_gelada ENSTGEG00000009174
papio_anubis ENSPANG00000015956
chlorocebus_sabaeus ENSCSAG00000008293
macaca_mulatta ENSMMUG00000014072
macaca_nemestrina ENSMNEG00000033438
macaca_fascicularis ENSMFAG00000035656
carlito_syrichta ENSTSYG00000025408
propithecus_coquereli ENSPCOG00000022268
microcebus_murinus ENSMICG00000026480
prolemur_simus ENSPSMG00000000150
otolemur_garnettii ENSOGAG00000034818
tursiops_truncatus ENSTTRG00000008337
pteropus_vampyrus ENSPVAG00000003993
ochotona_princeps ENSOPRG00000014793
choloepus_hoffmanni ENSCHOG00000000597
procavia_capensis ENSPCAG00000017054
echinops_telfairi ENSETEG00000019378
pongo_abelii ENSPPYG00000016421
octodon_degus ENSODEG00000017851
chinchilla_lanigera ENSCLAG00000008607
cavia_porcellus ENSCPOG00000037253
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017142
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009500
phascolarctos_cinereus ENSPCIG00000015017
notamacropus_eugenii ENSMEUG00000014863
monodelphis_domestica ENSMODG00000015862
sarcophilus_harrisii ENSSHAG00000008014
pogona_vitticeps ENSPVIG00000012288
anolis_carolinensis ENSACAG00000017234
notechis_scutatus ENSNSUG00000019566
salvator_merianae ENSSMRG00000004404
gopherus_agassizii ENSGAGG00000012036
chelonoidis_abingdonii ENSCABG00000008185
chrysemys_picta_bellii ENSCPBG00000019114
poecilia_latipinna ENSPLAG00000003456
poecilia_mexicana ENSPMEG00000018801
poecilia_formosa ENSPFOG00000024488
gambusia_affinis ENSGAFG00000015935
poecilia_reticulata ENSPREG00000006454
cyprinodon_variegatus ENSCVAG00000018757
amphiprion_ocellaris ENSAOCG00000000772
amphiprion_percula ENSAPEG00000021924
seriola_dumerili ENSSDUG00000016518
seriola_lalandi_dorsalis ENSSLDG00000016223
cynoglossus_semilaevis ENSCSEG00000009762
labrus_bergylta ENSLBEG00000010200
takifugu_rubripes ENSTRUG00000020922
mastacembelus_armatus ENSMAMG00000018040
danio_rerio ENSDARG00000099411
paramormyrops_kingsleyae ENSPKIG00000001153
