poecilia_formosa ENSPFOG00000018567
poecilia_mexicana ENSPMEG00000018312
poecilia_latipinna ENSPLAG00000022845
poecilia_reticulata ENSPREG00000007007
gambusia_affinis ENSGAFG00000013881
xiphophorus_maculatus ENSXMAG00000005478
fundulus_heteroclitus ENSFHEG00000012140
cyprinodon_variegatus ENSCVAG00000013867
kryptolebias_marmoratus ENSKMAG00000012588
oryzias_latipes_asm223471v1 ENSORLG00020018340
oryzias_latipes_asm223469v1 ENSORLG00015001554
oryzias_latipes_asm223467v1 ENSORLG00000011403
oryzias_melastigma ENSOMEG00000010539
amphiprion_percula ENSAPEG00000015414
amphiprion_ocellaris ENSAOCG00000019584
acanthochromis_polyacanthus ENSAPOG00000004109
stegastes_partitus ENSSPAG00000018281
maylandia_zebra ENSMZEG00005000066
astatotilapia_calliptera ENSACLG00000006354
pundamilia_nyererei ENSPNYG00000017228
haplochromis_burtoni ENSHBUG00000022093
neolamprologus_brichardi ENSNBRG00000015869
oreochromis_niloticus ENSONIG00000012784
amphilophus_citrinellus ENSACIG00000011630
gasterosteus_aculeatus ENSGACG00000020249
labrus_bergylta ENSLBEG00000015742
tetraodon_nigroviridis ENSTNIG00000008529
takifugu_rubripes ENSTRUG00000000382
mola_mola ENSMMOG00000005179
mastacembelus_armatus ENSMAMG00000006577
monopterus_albus ENSMALG00000013251
anabas_testudineus ENSATEG00000005710
scophthalmus_maximus ENSSMAG00000000317
cynoglossus_semilaevis ENSCSEG00000016170
seriola_lalandi_dorsalis ENSSLDG00000019396
seriola_dumerili ENSSDUG00000017201
hippocampus_comes ENSHCOG00000009239
periophthalmus_magnuspinnatus ENSPMGG00000007389
gadus_morhua ENSGMOG00000014132
esox_lucius ENSELUG00000021745
astyanax_mexicanus ENSAMXG00000016157
pygocentrus_nattereri ENSPNAG00000009819
danio_rerio ENSDARG00000046091
scleropages_formosus ENSSFOG00015022835
lepisosteus_oculatus ENSLOCG00000003247
latimeria_chalumnae ENSLACG00000017634
