chrysemys_picta_bellii ENSCPBG00000007417
gopherus_agassizii ENSGAGG00000002886
chelonoidis_abingdonii ENSCABG00000012422
pelodiscus_sinensis ENSPSIG00000008589
anser_brachyrhynchus ENSABRG00000004191
anas_platyrhynchos_platyrhynchos ENSAPLG00000012501
gallus_gallus ENSGALG00000053217
gallus_gallus ENSGALG00000054099
meleagris_gallopavo ENSMGAG00000009309
coturnix_japonica ENSCJPG00005014572
calidris_pugnax ENSCPUG00000000106
calidris_pugnax ENSCPUG00000000180
calidris_pugnax ENSCPUG00000000304
calidris_pygmaea ENSCPGG00000008524
melopsittacus_undulatus ENSMUNG00000010202
manacus_vitellinus ENSMVIG00005008935
lepidothrix_coronata ENSLCOG00000001149
junco_hyemalis ENSJHYG00000018403
parus_major ENSPMJG00000019134
serinus_canaria ENSSCAG00000000310
zonotrichia_albicollis ENSZALG00000004082
cyanistes_caeruleus ENSCCEG00000023032
ficedula_albicollis ENSFALG00000006819
lonchura_striata_domestica ENSLSDG00000010409
taeniopygia_guttata ENSTGUG00000010717
apteryx_haastii ENSAHAG00000012783
apteryx_owenii ENSAOWG00000002029
apteryx_rowi ENSARWG00000004133
dromaius_novaehollandiae ENSDNVG00000006394
nothoprocta_perdicaria ENSNPEG00000014684
pogona_vitticeps ENSPVIG00000020987
anolis_carolinensis ENSACAG00000010115
notechis_scutatus ENSNSUG00000015554
salvator_merianae ENSSMRG00000006653
phascolarctos_cinereus ENSPCIG00000024523
notamacropus_eugenii ENSMEUG00000014740
monodelphis_domestica ENSMODG00000028788
sarcophilus_harrisii ENSSHAG00000002057
bison_bison_bison ENSBBBG00000009753
mustela_putorius_furo ENSMPUG00000012832
mus_spicilegus ENSMSIG00000003757
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034570
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016851
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016012
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016879
rattus_norvegicus ENSRNOG00000019361
meriones_unguiculatus ENSMUGG00000018658
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022460
cricetulus_griseus_crigri_1.0 ENSCGRG00000007203
cricetulus_griseus_crigri-picr ENSCGRG00015027988
mesocricetus_auratus ENSMAUG00000013975
peromyscus_maniculatus_bairdii ENSPEMG00000014450
microtus_ochrogaster ENSMOCG00000016640
nannospalax_galili ENSNGAG00000012771
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004490
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006736
fukomys_damarensis ENSFDAG00000011459
cavia_porcellus ENSCPOG00000012375
cavia_aperea ENSCAPG00000008537
octodon_degus ENSODEG00000003778
chinchilla_lanigera ENSCLAG00000008189
ochotona_princeps ENSOPRG00000002134
pan_paniscus ENSPPAG00000038214
pan_troglodytes ENSPTRG00000014262
homo_sapiens ENSG00000185133
gorilla_gorilla ENSGGOG00000002644
pongo_abelii ENSPPYG00000011727
nomascus_leucogenys ENSNLEG00000004208
piliocolobus_tephrosceles ENSPTEG00000024294
colobus_angolensis_palliatus ENSCANG00000029374
rhinopithecus_roxellana ENSRROG00000032322
rhinopithecus_bieti ENSRBIG00000037708
macaca_mulatta ENSMMUG00000022395
macaca_fascicularis ENSMFAG00000032773
macaca_nemestrina ENSMNEG00000005244
chlorocebus_sabaeus ENSCSAG00000008805
mandrillus_leucophaeus ENSMLEG00000034838
cercocebus_atys ENSCATG00000044969
papio_anubis ENSPANG00000018617
theropithecus_gelada ENSTGEG00000022468
callithrix_jacchus ENSCJAG00000010779
saimiri_boliviensis_boliviensis ENSSBOG00000022773
cebus_capucinus_imitator ENSCCAG00000031908
aotus_nancymaae ENSANAG00000026483
carlito_syrichta ENSTSYG00000028578
microcebus_murinus ENSMICG00000008559
prolemur_simus ENSPSMG00000017917
propithecus_coquereli ENSPCOG00000023615
otolemur_garnettii ENSOGAG00000014553
tupaia_belangeri ENSTBEG00000001618
ictidomys_tridecemlineatus ENSSTOG00000002241
marmota_marmota_marmota ENSMMMG00000014152
urocitellus_parryii ENSUPAG00010020980
spermophilus_dauricus ENSSDAG00000007921
jaculus_jaculus ENSJJAG00000013285
dasypus_novemcinctus ENSDNOG00000047201
pteropus_vampyrus ENSPVAG00000001739
myotis_lucifugus ENSMLUG00000009439
capra_hircus ENSCHIG00000023367
ovis_aries ENSOARG00000009403
bos_taurus ENSBTAG00000017023
bos_mutus ENSBMUG00000024242
tursiops_truncatus ENSTTRG00000010262
sus_scrofa ENSSSCG00000030345
equus_caballus ENSECAG00000006664
equus_asinus_asinus ENSEASG00005010404
ursus_maritimus ENSUMAG00000016037
ursus_americanus ENSUAMG00000010027
ailuropoda_melanoleuca ENSAMEG00000007209
neovison_vison ENSNVIG00000001295
canis_lupus_familiaris ENSCAFG00000012969
canis_lupus_dingo ENSCAFG00020001294
vulpes_vulpes ENSVVUG00000002420
panthera_tigris_altaica ENSPTIG00000021441
panthera_pardus ENSPPRG00000004336
felis_catus ENSFCAG00000001315
erinaceus_europaeus ENSEEUG00000015477
oryctolagus_cuniculus ENSOCUG00000000981
castor_canadensis ENSCCNG00000003815
sorex_araneus ENSSARG00000005611
dipodomys_ordii ENSDORG00000012302
choloepus_hoffmanni ENSCHOG00000008065
loxodonta_africana ENSLAFG00000012529
procavia_capensis ENSPCAG00000006562
echinops_telfairi ENSETEG00000015676
ornithorhynchus_anatinus ENSOANG00000000230
xenopus_tropicalis ENSXETG00000016154
latimeria_chalumnae ENSLACG00000018176
paramormyrops_kingsleyae ENSPKIG00000017651
scleropages_formosus ENSSFOG00015001597
fundulus_heteroclitus ENSFHEG00000017114
cyprinodon_variegatus ENSCVAG00000022654
poecilia_formosa ENSPFOG00000010595
poecilia_latipinna ENSPLAG00000008480
poecilia_mexicana ENSPMEG00000009851
poecilia_reticulata ENSPREG00000021447
xiphophorus_maculatus ENSXMAG00000017772
xiphophorus_couchianus ENSXCOG00000017414
gambusia_affinis ENSGAFG00000018442
kryptolebias_marmoratus ENSKMAG00000018294
oryzias_latipes_asm223471v1 ENSORLG00020016735
oryzias_latipes_asm223467v1 ENSORLG00000006273
oryzias_latipes_asm223469v1 ENSORLG00015005100
oryzias_melastigma ENSOMEG00000001787
amphiprion_percula ENSAPEG00000024494
amphiprion_ocellaris ENSAOCG00000023483
acanthochromis_polyacanthus ENSAPOG00000014146
stegastes_partitus ENSSPAG00000023452
pundamilia_nyererei ENSPNYG00000014708
haplochromis_burtoni ENSHBUG00000007022
astatotilapia_calliptera ENSACLG00000024547
maylandia_zebra ENSMZEG00005000556
neolamprologus_brichardi ENSNBRG00000007700
oreochromis_niloticus ENSONIG00000013324
amphilophus_citrinellus ENSACIG00000001231
monopterus_albus ENSMALG00000012659
anabas_testudineus ENSATEG00000011290
seriola_lalandi_dorsalis ENSSLDG00000017063
seriola_dumerili ENSSDUG00000020027
