latimeria_chalumnae ENSLACG00000010521
meleagris_gallopavo ENSMGAG00000017349
xenopus_tropicalis ENSXETG00000033791
apteryx_owenii ENSAOWG00000018609
apteryx_rowi ENSARWG00000012227
apteryx_haastii ENSAHAG00000000668
dromaius_novaehollandiae ENSDNVG00000013550
nothoprocta_perdicaria ENSNPEG00000002900
parus_major ENSPMJG00000000283
cyanistes_caeruleus ENSCCEG00000012303
ficedula_albicollis ENSFALG00000002560
lonchura_striata_domestica ENSLSDG00000016443
taeniopygia_guttata ENSTGUG00000003748
serinus_canaria ENSSCAG00000013067
junco_hyemalis ENSJHYG00000000594
zonotrichia_albicollis ENSZALG00000000783
manacus_vitellinus ENSMVIG00005010449
lepidothrix_coronata ENSLCOG00000006132
calidris_pygmaea ENSCPGG00000015738
calidris_pugnax ENSCPUG00000017985
anser_brachyrhynchus ENSABRG00000006336
anas_platyrhynchos_platyrhynchos ENSAPLG00000010263
gallus_gallus ENSGALG00000029918
gallus_gallus ENSGALG00000049544
coturnix_japonica ENSCJPG00005013927
numida_meleagris ENSNMEG00000003545
ficedula_albicollis ENSFALG00000001166
melopsittacus_undulatus ENSMUNG00000006673
crocodylus_porosus ENSCPRG00005007786
gopherus_agassizii ENSGAGG00000016131
chelonoidis_abingdonii ENSCABG00000018154
chrysemys_picta_bellii ENSCPBG00000025848
pelodiscus_sinensis ENSPSIG00000015198
sphenodon_punctatus ENSSPUG00000002260
pogona_vitticeps ENSPVIG00000006900
notechis_scutatus ENSNSUG00000001623
salvator_merianae ENSSMRG00000013737
anolis_carolinensis ENSACAG00000015999
anolis_carolinensis ENSACAG00000009162
ornithorhynchus_anatinus ENSOANG00000028676
taeniopygia_guttata ENSTGUG00000003742
taeniopygia_guttata ENSTGUG00000003744
meleagris_gallopavo ENSMGAG00000004805
equus_asinus_asinus ENSEASG00005019122
equus_caballus ENSECAG00000001389
myotis_lucifugus ENSMLUG00000008518
bos_mutus ENSBMUG00000014498
bos_taurus ENSBTAG00000009435
bison_bison_bison ENSBBBG00000015667
ovis_aries ENSOARG00000005778
capra_hircus ENSCHIG00000007709
tursiops_truncatus ENSTTRG00000001401
