notamacropus_eugenii ENSMEUG00000007303
sarcophilus_harrisii ENSSHAG00000012531
phascolarctos_cinereus ENSPCIG00000032515
monodelphis_domestica ENSMODG00000000719
vicugna_pacos ENSVPAG00000004749
sus_scrofa ENSSSCG00000006764
ovis_aries ENSOARG00000019888
capra_hircus ENSCHIG00000014330
bos_mutus ENSBMUG00000002884
bos_taurus ENSBTAG00000019617
bison_bison_bison ENSBBBG00000010840
tursiops_truncatus ENSTTRG00000009173
equus_caballus ENSECAG00000024298
equus_asinus_asinus ENSEASG00005005531
ursus_americanus ENSUAMG00000018688
ursus_americanus ENSUAMG00000018689
ursus_maritimus ENSUMAG00000013010
ailuropoda_melanoleuca ENSAMEG00000003307
neovison_vison ENSNVIG00000004293
mustela_putorius_furo ENSMPUG00000005305
canis_lupus_familiaris ENSCAFG00000009255
canis_lupus_dingo ENSCAFG00020001395
vulpes_vulpes ENSVVUG00000007537
pteropus_vampyrus ENSPVAG00000008191
myotis_lucifugus ENSMLUG00000007430
erinaceus_europaeus ENSEEUG00000007127
sorex_araneus ENSSARG00000007038
castor_canadensis ENSCCNG00000023809
dipodomys_ordii ENSDORG00000030194
mus_spicilegus ENSMSIG00000011040
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027843
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026407
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025458
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026902
rattus_norvegicus ENSRNOG00000019614
meriones_unguiculatus ENSMUGG00000015492
cricetulus_griseus_crigri-picr ENSCGRG00015026729
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010081
cricetulus_griseus_crigri_1.0 ENSCGRG00000002211
mesocricetus_auratus ENSMAUG00000013405
microtus_ochrogaster ENSMOCG00000015941
peromyscus_maniculatus_bairdii ENSPEMG00000026650
nannospalax_galili ENSNGAG00000017059
jaculus_jaculus ENSJJAG00000013556
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019309
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010840
fukomys_damarensis ENSFDAG00000017631
chinchilla_lanigera ENSCLAG00000009628
octodon_degus ENSODEG00000007130
cavia_porcellus ENSCPOG00000037879
spermophilus_dauricus ENSSDAG00000001722
marmota_marmota_marmota ENSMMMG00000013024
ictidomys_tridecemlineatus ENSSTOG00000014683
oryctolagus_cuniculus ENSOCUG00000003763
ochotona_princeps ENSOPRG00000015143
tupaia_belangeri ENSTBEG00000008447
pan_paniscus ENSPPAG00000036012
pan_troglodytes ENSPTRG00000001125
homo_sapiens ENSG00000134242
gorilla_gorilla ENSGGOG00000003849
pongo_abelii ENSPPYG00000001008
nomascus_leucogenys ENSNLEG00000004445
piliocolobus_tephrosceles ENSPTEG00000030790
colobus_angolensis_palliatus ENSCANG00000038765
rhinopithecus_roxellana ENSRROG00000030360
rhinopithecus_bieti ENSRBIG00000039476
mandrillus_leucophaeus ENSMLEG00000035739
cercocebus_atys ENSCATG00000039152
macaca_fascicularis ENSMFAG00000041733
macaca_nemestrina ENSMNEG00000030260
macaca_mulatta ENSMMUG00000006786
papio_anubis ENSPANG00000004483
theropithecus_gelada ENSTGEG00000005158
chlorocebus_sabaeus ENSCSAG00000001636
cebus_capucinus_imitator ENSCCAG00000030397
saimiri_boliviensis_boliviensis ENSSBOG00000029176
callithrix_jacchus ENSCJAG00000012107
aotus_nancymaae ENSANAG00000019287
carlito_syrichta ENSTSYG00000011944
propithecus_coquereli ENSPCOG00000015770
microcebus_murinus ENSMICG00000001385
prolemur_simus ENSPSMG00000013259
otolemur_garnettii ENSOGAG00000013912
panthera_tigris_altaica ENSPTIG00000011661
panthera_pardus ENSPPRG00000006556
felis_catus ENSFCAG00000009238
choloepus_hoffmanni ENSCHOG00000007217
dasypus_novemcinctus ENSDNOG00000016374
loxodonta_africana ENSLAFG00000008050
procavia_capensis ENSPCAG00000002513
echinops_telfairi ENSETEG00000016006
ornithorhynchus_anatinus ENSOANG00000002998
gopherus_agassizii ENSGAGG00000024486
gopherus_agassizii ENSGAGG00000024485
chelonoidis_abingdonii ENSCABG00000005668
chrysemys_picta_bellii ENSCPBG00000015443
crocodylus_porosus ENSCPRG00005015024
calidris_pygmaea ENSCPGG00000007518
calidris_pugnax ENSCPUG00000009170
melopsittacus_undulatus ENSMUNG00000005861
taeniopygia_guttata ENSTGUG00000001573
junco_hyemalis ENSJHYG00000016831
lepidothrix_coronata ENSLCOG00000006837
manacus_vitellinus ENSMVIG00005016504
zonotrichia_albicollis ENSZALG00000010202
serinus_canaria ENSSCAG00000015685
lonchura_striata_domestica ENSLSDG00000007996
ficedula_albicollis ENSFALG00000003500
parus_major ENSPMJG00000011994
anser_brachyrhynchus ENSABRG00000012804
anas_platyrhynchos_platyrhynchos ENSAPLG00000011829
gallus_gallus ENSGALG00000021656
coturnix_japonica ENSCJPG00005017323
numida_meleagris ENSNMEG00000013178
meleagris_gallopavo ENSMGAG00000005570
apteryx_rowi ENSARWG00000017184
apteryx_haastii ENSAHAG00000018675
apteryx_owenii ENSAOWG00000007751
dromaius_novaehollandiae ENSDNVG00000011432
nothoprocta_perdicaria ENSNPEG00000014943
crocodylus_porosus ENSCPRG00005015020
anolis_carolinensis ENSACAG00000000141
notechis_scutatus ENSNSUG00000013726
pogona_vitticeps ENSPVIG00000002306
salvator_merianae ENSSMRG00000004169
sphenodon_punctatus ENSSPUG00000012773
xenopus_tropicalis ENSXETG00000013189
latimeria_chalumnae ENSLACG00000016001
