castor_canadensis ENSCCNG00000029635
dipodomys_ordii ENSDORG00000002820
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000066500
mus_spicilegus ENSMSIG00000008906
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030770
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029672
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012897
rattus_norvegicus ENSRNOG00000045902
rattus_norvegicus ENSRNOG00000047254
meriones_unguiculatus ENSMUGG00000008805
meriones_unguiculatus ENSMUGG00000009899
microtus_ochrogaster ENSMOCG00000014130
peromyscus_maniculatus_bairdii ENSPEMG00000008634
cricetulus_griseus_crigri-picr ENSCGRG00015019644
cricetulus_griseus_crigri_1.0 ENSCGRG00000017525
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008171
mesocricetus_auratus ENSMAUG00000001423
nannospalax_galili ENSNGAG00000020951
urocitellus_parryii ENSUPAG00010014579
ictidomys_tridecemlineatus ENSSTOG00000016490
marmota_marmota_marmota ENSMMMG00000008119
octodon_degus ENSODEG00000018493
cavia_porcellus ENSCPOG00000011703
oryctolagus_cuniculus ENSOCUG00000014840
pan_troglodytes ENSPTRG00000011332
pan_paniscus ENSPPAG00000036890
homo_sapiens ENSG00000161652
gorilla_gorilla ENSGGOG00000014554
pongo_abelii ENSPPYG00000010277
nomascus_leucogenys ENSNLEG00000005527
piliocolobus_tephrosceles ENSPTEG00000021037
colobus_angolensis_palliatus ENSCANG00000027940
rhinopithecus_roxellana ENSRROG00000037549
rhinopithecus_bieti ENSRBIG00000041697
mandrillus_leucophaeus ENSMLEG00000037822
papio_anubis ENSPANG00000026249
theropithecus_gelada ENSTGEG00000000444
cercocebus_atys ENSCATG00000029033
macaca_fascicularis ENSMFAG00000007395
macaca_mulatta ENSMMUG00000017065
macaca_nemestrina ENSMNEG00000040933
chlorocebus_sabaeus ENSCSAG00000002339
saimiri_boliviensis_boliviensis ENSSBOG00000021301
cebus_capucinus_imitator ENSCCAG00000025937
callithrix_jacchus ENSCJAG00000004260
aotus_nancymaae ENSANAG00000033983
carlito_syrichta ENSTSYG00000011187
propithecus_coquereli ENSPCOG00000025810
microcebus_murinus ENSMICG00000046551
prolemur_simus ENSPSMG00000017131
otolemur_garnettii ENSOGAG00000006420
neovison_vison ENSNVIG00000015324
mustela_putorius_furo ENSMPUG00000002285
ursus_maritimus ENSUMAG00000007335
vulpes_vulpes ENSVVUG00000020340
canis_lupus_dingo ENSCAFG00020022244
canis_lupus_familiaris ENSCAFG00000003346
panthera_pardus ENSPPRG00000018093
panthera_tigris_altaica ENSPTIG00000021569
felis_catus ENSFCAG00000007972
bos_mutus ENSBMUG00000005241
bison_bison_bison ENSBBBG00000009822
sus_scrofa ENSSSCG00000003207
loxodonta_africana ENSLAFG00000017046
pteropus_vampyrus ENSPVAG00000005580
sorex_araneus ENSSARG00000010252
ailuropoda_melanoleuca ENSAMEG00000013515
tupaia_belangeri ENSTBEG00000010466
procavia_capensis ENSPCAG00000014173
dasypus_novemcinctus ENSDNOG00000004173
sarcophilus_harrisii ENSSHAG00000003672
