astyanax_mexicanus ENSAMXG00000031681
pygocentrus_nattereri ENSPNAG00000025278
ictalurus_punctatus ENSIPUG00000010825
danio_rerio ENSDARG00000045342
gasterosteus_aculeatus ENSGACG00000003100
mola_mola ENSMMOG00000002991
anabas_testudineus ENSATEG00000010657
monopterus_albus ENSMALG00000021889
scophthalmus_maximus ENSSMAG00000014474
cyprinodon_variegatus ENSCVAG00000007860
poecilia_formosa ENSPFOG00000007686
poecilia_latipinna ENSPLAG00000000214
poecilia_mexicana ENSPMEG00000017509
poecilia_reticulata ENSPREG00000019527
xiphophorus_maculatus ENSXMAG00000012886
xiphophorus_couchianus ENSXCOG00000008441
fundulus_heteroclitus ENSFHEG00000016563
kryptolebias_marmoratus ENSKMAG00000008930
oryzias_latipes_asm223469v1 ENSORLG00015014295
oryzias_latipes_asm223467v1 ENSORLG00000008770
oryzias_latipes_asm223471v1 ENSORLG00020014390
oryzias_melastigma ENSOMEG00000000839
maylandia_zebra ENSMZEG00005021900
astatotilapia_calliptera ENSACLG00000026398
pundamilia_nyererei ENSPNYG00000003407
haplochromis_burtoni ENSHBUG00000018338
neolamprologus_brichardi ENSNBRG00000023228
amphilophus_citrinellus ENSACIG00000021953
amphiprion_percula ENSAPEG00000020039
amphiprion_ocellaris ENSAOCG00000017903
acanthochromis_polyacanthus ENSAPOG00000024281
stegastes_partitus ENSSPAG00000014913
mastacembelus_armatus ENSMAMG00000000951
takifugu_rubripes ENSTRUG00000019585
tetraodon_nigroviridis ENSTNIG00000012709
labrus_bergylta ENSLBEG00000017505
seriola_lalandi_dorsalis ENSSLDG00000004483
seriola_dumerili ENSSDUG00000014841
cynoglossus_semilaevis ENSCSEG00000016484
periophthalmus_magnuspinnatus ENSPMGG00000023758
hippocampus_comes ENSHCOG00000017786
esox_lucius ENSELUG00000014144
scleropages_formosus ENSSFOG00015015872
paramormyrops_kingsleyae ENSPKIG00000008431
lepisosteus_oculatus ENSLOCG00000004237
anolis_carolinensis ENSACAG00000029692
pogona_vitticeps ENSPVIG00000021257
notechis_scutatus ENSNSUG00000001700
salvator_merianae ENSSMRG00000013122
sphenodon_punctatus ENSSPUG00000005085
anser_brachyrhynchus ENSABRG00000020175
anas_platyrhynchos_platyrhynchos ENSAPLG00000005977
meleagris_gallopavo ENSMGAG00000015966
coturnix_japonica ENSCJPG00005020444
gallus_gallus ENSGALG00000039958
numida_meleagris ENSNMEG00000019374
lepidothrix_coronata ENSLCOG00000003744
manacus_vitellinus ENSMVIG00005001099
lonchura_striata_domestica ENSLSDG00000000213
taeniopygia_guttata ENSTGUG00000011602
parus_major ENSPMJG00000017479
cyanistes_caeruleus ENSCCEG00000023780
ficedula_albicollis ENSFALG00000008597
zonotrichia_albicollis ENSZALG00000011647
junco_hyemalis ENSJHYG00000011478
calidris_pugnax ENSCPUG00000013441
calidris_pygmaea ENSCPGG00000009356
serinus_canaria ENSSCAG00000006550
melopsittacus_undulatus ENSMUNG00000005101
apteryx_haastii ENSAHAG00000003558
apteryx_owenii ENSAOWG00000009345
apteryx_rowi ENSARWG00000008994
dromaius_novaehollandiae ENSDNVG00000005151
nothoprocta_perdicaria ENSNPEG00000010121
crocodylus_porosus ENSCPRG00005012363
chelonoidis_abingdonii ENSCABG00000001360
gopherus_agassizii ENSGAGG00000006952
chrysemys_picta_bellii ENSCPBG00000020470
pelodiscus_sinensis ENSPSIG00000011964
notamacropus_eugenii ENSMEUG00000004757
phascolarctos_cinereus ENSPCIG00000022208
sarcophilus_harrisii ENSSHAG00000017400
monodelphis_domestica ENSMODG00000009001
ursus_maritimus ENSUMAG00000016971
ailuropoda_melanoleuca ENSAMEG00000015863
vulpes_vulpes ENSVVUG00000009220
neovison_vison ENSNVIG00000002786
mustela_putorius_furo ENSMPUG00000005164
panthera_tigris_altaica ENSPTIG00000017320
pteropus_vampyrus ENSPVAG00000004441
vicugna_pacos ENSVPAG00000010271
sus_scrofa ENSSSCG00000009309
tursiops_truncatus ENSTTRG00000008554
capra_hircus ENSCHIG00000009495
capra_hircus ENSCHIG00000027191
capra_hircus ENSCHIG00000014902
ovis_aries ENSOARG00000012486
bos_mutus ENSBMUG00000023232
bos_taurus ENSBTAG00000048386
bison_bison_bison ENSBBBG00000012613
equus_caballus ENSECAG00000021095
equus_asinus_asinus ENSEASG00005022485
myotis_lucifugus ENSMLUG00000025151
myotis_lucifugus ENSMLUG00000024191
cebus_capucinus_imitator ENSCCAG00000024193
cebus_capucinus_imitator ENSCCAG00000034357
callithrix_jacchus ENSCJAG00000034961
chlorocebus_sabaeus ENSCSAG00000017980
macaca_fascicularis ENSMFAG00000041995
piliocolobus_tephrosceles ENSPTEG00000018335
pongo_abelii ENSPPYG00000005238
prolemur_simus ENSPSMG00000023644
cavia_porcellus ENSCPOG00000033461
cavia_aperea ENSCAPG00000013522
chinchilla_lanigera ENSCLAG00000004320
spermophilus_dauricus ENSSDAG00000016606
rattus_norvegicus ENSRNOG00000000954
ochotona_princeps ENSOPRG00000003035
oryctolagus_cuniculus ENSOCUG00000027655
choloepus_hoffmanni ENSCHOG00000010141
loxodonta_africana ENSLAFG00000022071
procavia_capensis ENSPCAG00000002193
ornithorhynchus_anatinus ENSOANG00000009061
xenopus_tropicalis ENSXETG00000025998
latimeria_chalumnae ENSLACG00000015642
