amphiprion_ocellaris ENSAOCG00000007397
amphiprion_percula ENSAPEG00000010476
acanthochromis_polyacanthus ENSAPOG00000010333
stegastes_partitus ENSSPAG00000015209
maylandia_zebra ENSMZEG00005007600
astatotilapia_calliptera ENSACLG00000025090
pundamilia_nyererei ENSPNYG00000000139
haplochromis_burtoni ENSHBUG00000003008
neolamprologus_brichardi ENSNBRG00000019327
oreochromis_niloticus ENSONIG00000017569
amphilophus_citrinellus ENSACIG00000015040
takifugu_rubripes ENSTRUG00000002675
tetraodon_nigroviridis ENSTNIG00000015788
mola_mola ENSMMOG00000009468
labrus_bergylta ENSLBEG00000014245
gasterosteus_aculeatus ENSGACG00000018503
monopterus_albus ENSMALG00000006297
mastacembelus_armatus ENSMAMG00000013555
anabas_testudineus ENSATEG00000000047
seriola_lalandi_dorsalis ENSSLDG00000002868
seriola_lalandi_dorsalis ENSSLDG00000024421
seriola_lalandi_dorsalis ENSSLDG00000001346
seriola_dumerili ENSSDUG00000011026
scophthalmus_maximus ENSSMAG00000010281
fundulus_heteroclitus ENSFHEG00000001975
cyprinodon_variegatus ENSCVAG00000021278
xiphophorus_couchianus ENSXCOG00000011171
xiphophorus_maculatus ENSXMAG00000006825
gambusia_affinis ENSGAFG00000002757
poecilia_formosa ENSPFOG00000007508
poecilia_latipinna ENSPLAG00000002066
poecilia_mexicana ENSPMEG00000008355
poecilia_reticulata ENSPREG00000020925
kryptolebias_marmoratus ENSKMAG00000016643
oryzias_latipes_asm223467v1 ENSORLG00000008040
oryzias_latipes_asm223471v1 ENSORLG00020004742
oryzias_latipes_asm223469v1 ENSORLG00015008119
oryzias_melastigma ENSOMEG00000013384
hippocampus_comes ENSHCOG00000003957
cynoglossus_semilaevis ENSCSEG00000018686
periophthalmus_magnuspinnatus ENSPMGG00000000646
gadus_morhua ENSGMOG00000003130
esox_lucius ENSELUG00000005166
pygocentrus_nattereri ENSPNAG00000025747
astyanax_mexicanus ENSAMXG00000005608
ictalurus_punctatus ENSIPUG00000000524
danio_rerio ENSDARG00000004078
paramormyrops_kingsleyae ENSPKIG00000022106
scleropages_formosus ENSSFOG00015009828
scleropages_formosus ENSSFOG00015004988
paramormyrops_kingsleyae ENSPKIG00000014996
esox_lucius ENSELUG00000007875
lepisosteus_oculatus ENSLOCG00000014514
apteryx_owenii ENSAOWG00000000862
apteryx_rowi ENSARWG00000007010
apteryx_haastii ENSAHAG00000013472
dromaius_novaehollandiae ENSDNVG00000018900
nothoprocta_perdicaria ENSNPEG00000006908
calidris_pygmaea ENSCPGG00000004657
calidris_pugnax ENSCPUG00000002467
melopsittacus_undulatus ENSMUNG00000009318
junco_hyemalis ENSJHYG00000012975
zonotrichia_albicollis ENSZALG00000000437
serinus_canaria ENSSCAG00000016689
taeniopygia_guttata ENSTGUG00000004291
lonchura_striata_domestica ENSLSDG00000001168
parus_major ENSPMJG00000011416
cyanistes_caeruleus ENSCCEG00000021072
ficedula_albicollis ENSFALG00000000173
manacus_vitellinus ENSMVIG00005005261
lepidothrix_coronata ENSLCOG00000015459
anser_brachyrhynchus ENSABRG00000015265
anas_platyrhynchos_platyrhynchos ENSAPLG00000012394
gallus_gallus ENSGALG00000008088
coturnix_japonica ENSCJPG00005017219
meleagris_gallopavo ENSMGAG00000006550
numida_meleagris ENSNMEG00000020862
crocodylus_porosus ENSCPRG00005008800
chelonoidis_abingdonii ENSCABG00000019973
gopherus_agassizii ENSGAGG00000017041
chrysemys_picta_bellii ENSCPBG00000000569
pelodiscus_sinensis ENSPSIG00000017378
pogona_vitticeps ENSPVIG00000005560
anolis_carolinensis ENSACAG00000012669
notechis_scutatus ENSNSUG00000020592
salvator_merianae ENSSMRG00000012199
sphenodon_punctatus ENSSPUG00000000324
phascolarctos_cinereus ENSPCIG00000007091
notamacropus_eugenii ENSMEUG00000010350
sarcophilus_harrisii ENSSHAG00000001713
monodelphis_domestica ENSMODG00000011470
loxodonta_africana ENSLAFG00000022429
procavia_capensis ENSPCAG00000011807
echinops_telfairi ENSETEG00000000621
myotis_lucifugus ENSMLUG00000006482
pteropus_vampyrus ENSPVAG00000013574
capra_hircus ENSCHIG00000000100
ovis_aries ENSOARG00000017954
bos_mutus ENSBMUG00000014338
bos_taurus ENSBTAG00000018986
tursiops_truncatus ENSTTRG00000001589
sus_scrofa ENSSSCG00000012583
vicugna_pacos ENSVPAG00000000504
neovison_vison ENSNVIG00000020168
mustela_putorius_furo ENSMPUG00000003978
ursus_maritimus ENSUMAG00000023090
ursus_americanus ENSUAMG00000027110
ailuropoda_melanoleuca ENSAMEG00000018001
canis_lupus_dingo ENSCAFG00020005707
canis_lupus_familiaris ENSCAFG00000018063
vulpes_vulpes ENSVVUG00000010590
panthera_pardus ENSPPRG00000021454
panthera_tigris_altaica ENSPTIG00000013193
felis_catus ENSFCAG00000006754
equus_caballus ENSECAG00000016854
equus_asinus_asinus ENSEASG00005008221
erinaceus_europaeus ENSEEUG00000000202
sorex_araneus ENSSARG00000000659
spermophilus_dauricus ENSSDAG00000001813
urocitellus_parryii ENSUPAG00010013746
ictidomys_tridecemlineatus ENSSTOG00000005275
marmota_marmota_marmota ENSMMMG00000010893
dipodomys_ordii ENSDORG00000014705
octodon_degus ENSODEG00000013319
chinchilla_lanigera ENSCLAG00000006635
cavia_porcellus ENSCPOG00000001545
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002000
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007041
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001398
fukomys_damarensis ENSFDAG00000017315
