tetraodon_nigroviridis ENSTNIG00000004443
takifugu_rubripes ENSTRUG00000002818
mola_mola ENSMMOG00000003227
cynoglossus_semilaevis ENSCSEG00000010939
xiphophorus_maculatus ENSXMAG00000008730
xiphophorus_couchianus ENSXCOG00000003360
gambusia_affinis ENSGAFG00000008525
poecilia_formosa ENSPFOG00000006291
poecilia_latipinna ENSPLAG00000008266
poecilia_mexicana ENSPMEG00000009091
poecilia_reticulata ENSPREG00000003713
cyprinodon_variegatus ENSCVAG00000010538
fundulus_heteroclitus ENSFHEG00000013756
kryptolebias_marmoratus ENSKMAG00000004640
oryzias_latipes_asm223467v1 ENSORLG00000005059
oryzias_latipes_asm223469v1 ENSORLG00015022658
oryzias_latipes_asm223471v1 ENSORLG00020012784
oryzias_melastigma ENSOMEG00000005295
mastacembelus_armatus ENSMAMG00000007515
monopterus_albus ENSMALG00000014251
anabas_testudineus ENSATEG00000007862
seriola_dumerili ENSSDUG00000004151
seriola_lalandi_dorsalis ENSSLDG00000004448
scophthalmus_maximus ENSSMAG00000003084
amphiprion_ocellaris ENSAOCG00000006893
amphiprion_percula ENSAPEG00000016949
acanthochromis_polyacanthus ENSAPOG00000009994
stegastes_partitus ENSSPAG00000000149
maylandia_zebra ENSMZEG00005012899
astatotilapia_calliptera ENSACLG00000008279
pundamilia_nyererei ENSPNYG00000000321
haplochromis_burtoni ENSHBUG00000002819
neolamprologus_brichardi ENSNBRG00000010798
oreochromis_niloticus ENSONIG00000013027
amphilophus_citrinellus ENSACIG00000016566
labrus_bergylta ENSLBEG00000027917
gasterosteus_aculeatus ENSGACG00000018046
hippocampus_comes ENSHCOG00000016176
periophthalmus_magnuspinnatus ENSPMGG00000011238
gadus_morhua ENSGMOG00000009767
esox_lucius ENSELUG00000015981
pygocentrus_nattereri ENSPNAG00000028816
astyanax_mexicanus ENSAMXG00000034694
ictalurus_punctatus ENSIPUG00000017482
danio_rerio ENSDARG00000101072
pygocentrus_nattereri ENSPNAG00000029586
astyanax_mexicanus ENSAMXG00000019140
ictalurus_punctatus ENSIPUG00000019831
danio_rerio ENSDARG00000008255
esox_lucius ENSELUG00000024580
scleropages_formosus ENSSFOG00015022383
paramormyrops_kingsleyae ENSPKIG00000021368
scleropages_formosus ENSSFOG00015015133
lepisosteus_oculatus ENSLOCG00000010102
tupaia_belangeri ENSTBEG00000017094
sorex_araneus ENSSARG00000012650
notamacropus_eugenii ENSMEUG00000000025
phascolarctos_cinereus ENSPCIG00000020319
sarcophilus_harrisii ENSSHAG00000017436
monodelphis_domestica ENSMODG00000003979
mus_spicilegus ENSMSIG00000004435
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017122
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016277
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020362
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017413
rattus_norvegicus ENSRNOG00000054891
meriones_unguiculatus ENSMUGG00000026407
microtus_ochrogaster ENSMOCG00000021662
peromyscus_maniculatus_bairdii ENSPEMG00000000627
cricetulus_griseus_crigri-picr ENSCGRG00015026412
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011452
