seriola_lalandi_dorsalis ENSSLDG00000004582
seriola_dumerili ENSSDUG00000010930
scophthalmus_maximus ENSSMAG00000005842
amphiprion_ocellaris ENSAOCG00000001649
amphiprion_percula ENSAPEG00000009135
acanthochromis_polyacanthus ENSAPOG00000022026
stegastes_partitus ENSSPAG00000013843
pundamilia_nyererei ENSPNYG00000001203
maylandia_zebra ENSMZEG00005010100
astatotilapia_calliptera ENSACLG00000001253
haplochromis_burtoni ENSHBUG00000015773
neolamprologus_brichardi ENSNBRG00000023578
oryzias_latipes_asm223471v1 ENSORLG00020012291
oryzias_latipes_asm223467v1 ENSORLG00000027317
oryzias_melastigma ENSOMEG00000014835
oryzias_latipes_asm223471v1 ENSORLG00020012281
oryzias_latipes_asm223469v1 ENSORLG00015016212
oryzias_melastigma ENSOMEG00000002665
oryzias_melastigma ENSOMEG00000002656
xiphophorus_couchianus ENSXCOG00000005423
xiphophorus_maculatus ENSXMAG00000020221
gambusia_affinis ENSGAFG00000020772
poecilia_mexicana ENSPMEG00000019562
poecilia_formosa ENSPFOG00000004620
poecilia_latipinna ENSPLAG00000019203
poecilia_reticulata ENSPREG00000011839
fundulus_heteroclitus ENSFHEG00000022548
cyprinodon_variegatus ENSCVAG00000012781
cyprinodon_variegatus ENSCVAG00000012774
gasterosteus_aculeatus ENSGACG00000011432
monopterus_albus ENSMALG00000015039
mastacembelus_armatus ENSMAMG00000010227
anabas_testudineus ENSATEG00000013570
tetraodon_nigroviridis ENSTNIG00000016218
tetraodon_nigroviridis ENSTNIG00000016217
takifugu_rubripes ENSTRUG00000004381
mola_mola ENSMMOG00000015814
labrus_bergylta ENSLBEG00000001421
cynoglossus_semilaevis ENSCSEG00000007534
cynoglossus_semilaevis ENSCSEG00000007549
periophthalmus_magnuspinnatus ENSPMGG00000010190
gadus_morhua ENSGMOG00000020355
gadus_morhua ENSGMOG00000020352
gadus_morhua ENSGMOG00000007308
gadus_morhua ENSGMOG00000020417
gadus_morhua ENSGMOG00000020375
esox_lucius ENSELUG00000012375
esox_lucius ENSELUG00000012343
esox_lucius ENSELUG00000012381
esox_lucius ENSELUG00000012360
esox_lucius ENSELUG00000012401
pygocentrus_nattereri ENSPNAG00000003281
pygocentrus_nattereri ENSPNAG00000014849
pygocentrus_nattereri ENSPNAG00000014859
pygocentrus_nattereri ENSPNAG00000014825
pygocentrus_nattereri ENSPNAG00000014803
pygocentrus_nattereri ENSPNAG00000013939
pygocentrus_nattereri ENSPNAG00000014835
astyanax_mexicanus ENSAMXG00000011182
astyanax_mexicanus ENSAMXG00000011173
ictalurus_punctatus ENSIPUG00000015304
ictalurus_punctatus ENSIPUG00000015268
ictalurus_punctatus ENSIPUG00000015284
ictalurus_punctatus ENSIPUG00000015276
ictalurus_punctatus ENSIPUG00000015316
ictalurus_punctatus ENSIPUG00000015338
ictalurus_punctatus ENSIPUG00000015385
danio_rerio ENSDARG00000054718
danio_rerio ENSDARG00000054720
danio_rerio ENSDARG00000054719
scleropages_formosus ENSSFOG00015003144
paramormyrops_kingsleyae ENSPKIG00000015636
paramormyrops_kingsleyae ENSPKIG00000015617
scleropages_formosus ENSSFOG00015022626
scleropages_formosus ENSSFOG00015022619
pygocentrus_nattereri ENSPNAG00000014185
astyanax_mexicanus ENSAMXG00000041999
