scophthalmus_maximus ENSSMAG00000012214
cynoglossus_semilaevis ENSCSEG00000010810
poecilia_formosa ENSPFOG00000007564
poecilia_mexicana ENSPMEG00000023033
poecilia_latipinna ENSPLAG00000018731
poecilia_reticulata ENSPREG00000010789
xiphophorus_maculatus ENSXMAG00000001622
xiphophorus_couchianus ENSXCOG00000017017
gambusia_affinis ENSGAFG00000008934
fundulus_heteroclitus ENSFHEG00000007501
cyprinodon_variegatus ENSCVAG00000000646
kryptolebias_marmoratus ENSKMAG00000020071
oryzias_latipes_asm223471v1 ENSORLG00020022544
oryzias_latipes_asm223469v1 ENSORLG00015010871
oryzias_latipes_asm223467v1 ENSORLG00000003701
oryzias_melastigma ENSOMEG00000020720
haplochromis_burtoni ENSHBUG00000020730
pundamilia_nyererei ENSPNYG00000024233
haplochromis_burtoni ENSHBUG00000020040
maylandia_zebra ENSMZEG00005025273
astatotilapia_calliptera ENSACLG00000007635
neolamprologus_brichardi ENSNBRG00000004363
oreochromis_niloticus ENSONIG00000007962
amphilophus_citrinellus ENSACIG00000009929
amphiprion_ocellaris ENSAOCG00000004447
amphiprion_percula ENSAPEG00000008715
acanthochromis_polyacanthus ENSAPOG00000017188
stegastes_partitus ENSSPAG00000019976
seriola_dumerili ENSSDUG00000010219
seriola_lalandi_dorsalis ENSSLDG00000022407
monopterus_albus ENSMALG00000008196
mastacembelus_armatus ENSMAMG00000005302
anabas_testudineus ENSATEG00000024973
labrus_bergylta ENSLBEG00000015718
labrus_bergylta ENSLBEG00000022875
gasterosteus_aculeatus ENSGACG00000003836
tetraodon_nigroviridis ENSTNIG00000006467
tetraodon_nigroviridis ENSTNIG00000000947
takifugu_rubripes ENSTRUG00000013520
mola_mola ENSMMOG00000003135
hippocampus_comes ENSHCOG00000021112
periophthalmus_magnuspinnatus ENSPMGG00000011419
gadus_morhua ENSGMOG00000000555
esox_lucius ENSELUG00000005191
pygocentrus_nattereri ENSPNAG00000028208
astyanax_mexicanus ENSAMXG00000007879
ictalurus_punctatus ENSIPUG00000006098
danio_rerio ENSDARG00000069583
scleropages_formosus ENSSFOG00015012480
paramormyrops_kingsleyae ENSPKIG00000013619
lepisosteus_oculatus ENSLOCG00000004094
gopherus_agassizii ENSGAGG00000022568
chelonoidis_abingdonii ENSCABG00000011778
chrysemys_picta_bellii ENSCPBG00000002680
pelodiscus_sinensis ENSPSIG00000002898
sphenodon_punctatus ENSSPUG00000000546
pogona_vitticeps ENSPVIG00000017464
anolis_carolinensis ENSACAG00000003636
xenopus_tropicalis ENSXETG00000026681
latimeria_chalumnae ENSLACG00000017272
