anser_brachyrhynchus ENSABRG00000017915
anas_platyrhynchos_platyrhynchos ENSAPLG00000015826
gallus_gallus ENSGALG00000010094
coturnix_japonica ENSCJPG00005009725
meleagris_gallopavo ENSMGAG00000009980
numida_meleagris ENSNMEG00000021283
taeniopygia_guttata ENSTGUG00000007553
lonchura_striata_domestica ENSLSDG00000012165
serinus_canaria ENSSCAG00000000352
junco_hyemalis ENSJHYG00000005317
zonotrichia_albicollis ENSZALG00000007689
cyanistes_caeruleus ENSCCEG00000015888
parus_major ENSPMJG00000019507
ficedula_albicollis ENSFALG00000005306
lepidothrix_coronata ENSLCOG00000000976
manacus_vitellinus ENSMVIG00005012551
melopsittacus_undulatus ENSMUNG00000009359
calidris_pygmaea ENSCPGG00000011967
calidris_pugnax ENSCPUG00000002510
apteryx_owenii ENSAOWG00000009715
apteryx_haastii ENSAHAG00000014576
apteryx_rowi ENSARWG00000001302
dromaius_novaehollandiae ENSDNVG00000002458
nothoprocta_perdicaria ENSNPEG00000013709
gopherus_agassizii ENSGAGG00000007997
chelonoidis_abingdonii ENSCABG00000006452
chrysemys_picta_bellii ENSCPBG00000003534
crocodylus_porosus ENSCPRG00005017401
pogona_vitticeps ENSPVIG00000022652
anolis_carolinensis ENSACAG00000014406
notechis_scutatus ENSNSUG00000015513
salvator_merianae ENSSMRG00000018403
sphenodon_punctatus ENSSPUG00000003150
phascolarctos_cinereus ENSPCIG00000030742
notamacropus_eugenii ENSMEUG00000014225
sarcophilus_harrisii ENSSHAG00000006964
monodelphis_domestica ENSMODG00000002949
chlorocebus_sabaeus ENSCSAG00000001193
piliocolobus_tephrosceles ENSPTEG00000035122
nomascus_leucogenys ENSNLEG00000033611
pan_troglodytes ENSPTRG00000000649
pan_paniscus ENSPPAG00000039923
homo_sapiens ENSG00000117411
gorilla_gorilla ENSGGOG00000003641
pongo_abelii ENSPPYG00000001437
rhinopithecus_roxellana ENSRROG00000017412
rhinopithecus_bieti ENSRBIG00000043689
colobus_angolensis_palliatus ENSCANG00000035785
macaca_mulatta ENSMMUG00000015155
macaca_fascicularis ENSMFAG00000042908
macaca_nemestrina ENSMNEG00000031402
mandrillus_leucophaeus ENSMLEG00000036335
theropithecus_gelada ENSTGEG00000027950
papio_anubis ENSPANG00000023944
cercocebus_atys ENSCATG00000042508
cebus_capucinus_imitator ENSCCAG00000022461
callithrix_jacchus ENSCJAG00000009313
saimiri_boliviensis_boliviensis ENSSBOG00000008747
aotus_nancymaae ENSANAG00000028407
carlito_syrichta ENSTSYG00000035970
propithecus_coquereli ENSPCOG00000023700
prolemur_simus ENSPSMG00000004235
microcebus_murinus ENSMICG00000029762
otolemur_garnettii ENSOGAG00000001179
castor_canadensis ENSCCNG00000004611
dipodomys_ordii ENSDORG00000005473
cricetulus_griseus_crigri-picr ENSCGRG00015000502
cricetulus_griseus_crigri_1.0 ENSCGRG00000007365
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014544
mesocricetus_auratus ENSMAUG00000011263
microtus_ochrogaster ENSMOCG00000015900
peromyscus_maniculatus_bairdii ENSPEMG00000008605
mus_spicilegus ENSMSIG00000014985
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027336
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028541
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026364
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028695
rattus_norvegicus ENSRNOG00000019609
