microcebus_murinus ENSMICG00000046959
propithecus_coquereli ENSPCOG00000025118
prolemur_simus ENSPSMG00000009378
otolemur_garnettii ENSOGAG00000009821
callithrix_jacchus ENSCJAG00000020860
saimiri_boliviensis_boliviensis ENSSBOG00000026057
cebus_capucinus_imitator ENSCCAG00000024258
aotus_nancymaae ENSANAG00000030659
pan_troglodytes ENSPTRG00000046763
homo_sapiens ENSG00000233041
gorilla_gorilla ENSGGOG00000027216
nomascus_leucogenys ENSNLEG00000002841
rhinopithecus_bieti ENSRBIG00000029588
colobus_angolensis_palliatus ENSCANG00000043181
macaca_mulatta ENSMMUG00000049203
macaca_fascicularis ENSMFAG00000039125
macaca_nemestrina ENSMNEG00000031788
cercocebus_atys ENSCATG00000033910
papio_anubis ENSPANG00000017397
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021393
cricetulus_griseus_crigri_1.0 ENSCGRG00000002221
mesocricetus_auratus ENSMAUG00000020452
