pteropus_vampyrus ENSPVAG00000012718
myotis_lucifugus ENSMLUG00000017604
ursus_maritimus ENSUMAG00000012291
ursus_americanus ENSUAMG00000012894
ailuropoda_melanoleuca ENSAMEG00000007851
mustela_putorius_furo ENSMPUG00000004342
neovison_vison ENSNVIG00000015157
canis_lupus_dingo ENSCAFG00020010029
canis_lupus_familiaris ENSCAFG00000031623
canis_lupus_dingo ENSCAFG00020002717
vulpes_vulpes ENSVVUG00000013908
panthera_tigris_altaica ENSPTIG00000017842
felis_catus ENSFCAG00000031631
bos_taurus ENSBTAG00000021814
bison_bison_bison ENSBBBG00000012231
capra_hircus ENSCHIG00000017351
ovis_aries ENSOARG00000010873
tursiops_truncatus ENSTTRG00000001488
sus_scrofa ENSSSCG00000004287
vicugna_pacos ENSVPAG00000004969
equus_asinus_asinus ENSEASG00005004346
equus_caballus ENSECAG00000017971
sorex_araneus ENSSARG00000013493
castor_canadensis ENSCCNG00000004910
dipodomys_ordii ENSDORG00000030010
cricetulus_griseus_crigri-picr ENSCGRG00015013646
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001145
cricetulus_griseus_crigri_1.0 ENSCGRG00000010217
mesocricetus_auratus ENSMAUG00000001441
microtus_ochrogaster ENSMOCG00000012956
peromyscus_maniculatus_bairdii ENSPEMG00000023986
mus_spicilegus ENSMSIG00000004310
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033607
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070291
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032467
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015333
rattus_norvegicus ENSRNOG00000050868
meriones_unguiculatus ENSMUGG00000018316
nannospalax_galili ENSNGAG00000015102
jaculus_jaculus ENSJJAG00000014184
cavia_porcellus ENSCPOG00000003991
cavia_aperea ENSCAPG00000004247
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011895
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001118
chinchilla_lanigera ENSCLAG00000010261
octodon_degus ENSODEG00000016207
ictidomys_tridecemlineatus ENSSTOG00000032538
marmota_marmota_marmota ENSMMMG00000002997
urocitellus_parryii ENSUPAG00010012946
spermophilus_dauricus ENSSDAG00000006986
oryctolagus_cuniculus ENSOCUG00000006338
oryctolagus_cuniculus ENSOCUG00000025811
ochotona_princeps ENSOPRG00000013523
tupaia_belangeri ENSTBEG00000001984
choloepus_hoffmanni ENSCHOG00000003450
dasypus_novemcinctus ENSDNOG00000017589
loxodonta_africana ENSLAFG00000012755
procavia_capensis ENSPCAG00000005962
echinops_telfairi ENSETEG00000001887
