scophthalmus_maximus ENSSMAG00000018880
oryzias_latipes_asm223467v1 ENSORLG00000029183
mola_mola ENSMMOG00000016645
hippocampus_comes ENSHCOG00000020104
pygocentrus_nattereri ENSPNAG00000018514
acanthochromis_polyacanthus ENSAPOG00000014830
poecilia_reticulata ENSPREG00000007891
astatotilapia_calliptera ENSACLG00000017562
neolamprologus_brichardi ENSNBRG00000011285
hippocampus_comes ENSHCOG00000020118
maylandia_zebra ENSMZEG00005002727
paramormyrops_kingsleyae ENSPKIG00000005336
crocodylus_porosus ENSCPRG00005002440
