seriola_lalandi_dorsalis ENSSLDG00000025063
seriola_dumerili ENSSDUG00000010416
scophthalmus_maximus ENSSMAG00000016593
monopterus_albus ENSMALG00000006632
mastacembelus_armatus ENSMAMG00000010610
anabas_testudineus ENSATEG00000000533
xiphophorus_maculatus ENSXMAG00000001818
xiphophorus_couchianus ENSXCOG00000012377
gambusia_affinis ENSGAFG00000021036
poecilia_latipinna ENSPLAG00000008928
poecilia_formosa ENSPFOG00000019240
poecilia_mexicana ENSPMEG00000022806
poecilia_reticulata ENSPREG00000005251
fundulus_heteroclitus ENSFHEG00000004923
cyprinodon_variegatus ENSCVAG00000009423
kryptolebias_marmoratus ENSKMAG00000017034
oryzias_latipes_asm223471v1 ENSORLG00020006804
oryzias_latipes_asm223469v1 ENSORLG00015007585
oryzias_latipes_asm223467v1 ENSORLG00000012344
oryzias_melastigma ENSOMEG00000001551
haplochromis_burtoni ENSHBUG00000000437
pundamilia_nyererei ENSPNYG00000003212
maylandia_zebra ENSMZEG00005018553
astatotilapia_calliptera ENSACLG00000004761
neolamprologus_brichardi ENSNBRG00000012862
oreochromis_niloticus ENSONIG00000006267
amphilophus_citrinellus ENSACIG00000021817
amphiprion_percula ENSAPEG00000011623
amphiprion_ocellaris ENSAOCG00000005530
acanthochromis_polyacanthus ENSAPOG00000001617
stegastes_partitus ENSSPAG00000008707
takifugu_rubripes ENSTRUG00000006528
tetraodon_nigroviridis ENSTNIG00000013672
mola_mola ENSMMOG00000004233
labrus_bergylta ENSLBEG00000011978
gasterosteus_aculeatus ENSGACG00000004755
cynoglossus_semilaevis ENSCSEG00000019484
periophthalmus_magnuspinnatus ENSPMGG00000011110
hippocampus_comes ENSHCOG00000002411
gadus_morhua ENSGMOG00000006604
esox_lucius ENSELUG00000008446
pygocentrus_nattereri ENSPNAG00000009700
astyanax_mexicanus ENSAMXG00000002911
ictalurus_punctatus ENSIPUG00000004602
danio_rerio ENSDARG00000059322
paramormyrops_kingsleyae ENSPKIG00000011486
scleropages_formosus ENSSFOG00015020018
lepisosteus_oculatus ENSLOCG00000012044
cyanistes_caeruleus ENSCCEG00000012541
parus_major ENSPMJG00000010184
ficedula_albicollis ENSFALG00000012393
zonotrichia_albicollis ENSZALG00000003966
junco_hyemalis ENSJHYG00000010073
serinus_canaria ENSSCAG00000001867
taeniopygia_guttata ENSTGUG00000004502
lonchura_striata_domestica ENSLSDG00000005944
lepidothrix_coronata ENSLCOG00000007844
manacus_vitellinus ENSMVIG00005012926
melopsittacus_undulatus ENSMUNG00000004492
calidris_pygmaea ENSCPGG00000013546
calidris_pugnax ENSCPUG00000004931
gallus_gallus ENSGALG00000034461
coturnix_japonica ENSCJPG00005004316
meleagris_gallopavo ENSMGAG00000011549
numida_meleagris ENSNMEG00000010476
anser_brachyrhynchus ENSABRG00000008767
anas_platyrhynchos_platyrhynchos ENSAPLG00000010008
apteryx_owenii ENSAOWG00000005765
apteryx_haastii ENSAHAG00000008180
apteryx_rowi ENSARWG00000011086
dromaius_novaehollandiae ENSDNVG00000001670
nothoprocta_perdicaria ENSNPEG00000002767
crocodylus_porosus ENSCPRG00005007493
gopherus_agassizii ENSGAGG00000011744
chelonoidis_abingdonii ENSCABG00000011611
chrysemys_picta_bellii ENSCPBG00000023066
pelodiscus_sinensis ENSPSIG00000008970
anolis_carolinensis ENSACAG00000023274
anolis_carolinensis ENSACAG00000004246
pogona_vitticeps ENSPVIG00000002065
notechis_scutatus ENSNSUG00000007313
salvator_merianae ENSSMRG00000010151
sphenodon_punctatus ENSSPUG00000015153
phascolarctos_cinereus ENSPCIG00000031069
notamacropus_eugenii ENSMEUG00000009069
sarcophilus_harrisii ENSSHAG00000011795
monodelphis_domestica ENSMODG00000011537
sarcophilus_harrisii ENSSHAG00000011578
monodelphis_domestica ENSMODG00000029065
ursus_maritimus ENSUMAG00000015854
ursus_americanus ENSUAMG00000020744
ailuropoda_melanoleuca ENSAMEG00000000352
mustela_putorius_furo ENSMPUG00000009754
neovison_vison ENSNVIG00000023037
canis_lupus_familiaris ENSCAFG00000006447
canis_lupus_dingo ENSCAFG00020027565
vulpes_vulpes ENSVVUG00000005648
panthera_tigris_altaica ENSPTIG00000011842
panthera_pardus ENSPPRG00000024306
felis_catus ENSFCAG00000005146
equus_caballus ENSECAG00000015739
equus_asinus_asinus ENSEASG00005004238
pteropus_vampyrus ENSPVAG00000003499
myotis_lucifugus ENSMLUG00000005320
ovis_aries ENSOARG00000008582
capra_hircus ENSCHIG00000026652
bos_taurus ENSBTAG00000000526
bos_mutus ENSBMUG00000005510
bison_bison_bison ENSBBBG00000006003
tursiops_truncatus ENSTTRG00000012800
sus_scrofa ENSSSCG00000021966
vicugna_pacos ENSVPAG00000002971
erinaceus_europaeus ENSEEUG00000007074
sorex_araneus ENSSARG00000001817
chinchilla_lanigera ENSCLAG00000003536
octodon_degus ENSODEG00000018175
cavia_porcellus ENSCPOG00000000921
cavia_aperea ENSCAPG00000015651
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016882
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014019
fukomys_damarensis ENSFDAG00000011751
spermophilus_dauricus ENSSDAG00000010966
ictidomys_tridecemlineatus ENSSTOG00000030500
marmota_marmota_marmota ENSMMMG00000018894
urocitellus_parryii ENSUPAG00010021615
castor_canadensis ENSCCNG00000029298
dipodomys_ordii ENSDORG00000009820
mus_spicilegus ENSMSIG00000012792
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032555
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033735
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032589
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015457
rattus_norvegicus ENSRNOG00000009789
meriones_unguiculatus ENSMUGG00000018545
cricetulus_griseus_crigri_1.0 ENSCGRG00000015346
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008992
cricetulus_griseus_crigri-picr ENSCGRG00015007093
mesocricetus_auratus ENSMAUG00000012891
peromyscus_maniculatus_bairdii ENSPEMG00000009481
microtus_ochrogaster ENSMOCG00000012828
nannospalax_galili ENSNGAG00000000212
jaculus_jaculus ENSJJAG00000015892
tupaia_belangeri ENSTBEG00000015534
pan_troglodytes ENSPTRG00000015410
pan_paniscus ENSPPAG00000024667
homo_sapiens ENSG00000163781
gorilla_gorilla ENSGGOG00000007648
pongo_abelii ENSPPYG00000014112
nomascus_leucogenys ENSNLEG00000003485
papio_anubis ENSPANG00000008323
theropithecus_gelada ENSTGEG00000013860
cercocebus_atys ENSCATG00000045268
mandrillus_leucophaeus ENSMLEG00000040149
macaca_fascicularis ENSMFAG00000001441
macaca_mulatta ENSMMUG00000000059
macaca_nemestrina ENSMNEG00000027744
chlorocebus_sabaeus ENSCSAG00000010669
colobus_angolensis_palliatus ENSCANG00000042151
piliocolobus_tephrosceles ENSPTEG00000038032
rhinopithecus_bieti ENSRBIG00000043141
rhinopithecus_roxellana ENSRROG00000031969
cebus_capucinus_imitator ENSCCAG00000033242
saimiri_boliviensis_boliviensis ENSSBOG00000024009
callithrix_jacchus ENSCJAG00000002927
aotus_nancymaae ENSANAG00000029863
carlito_syrichta ENSTSYG00000004294
propithecus_coquereli ENSPCOG00000022789
prolemur_simus ENSPSMG00000025955
