gallus_gallus ENSGALG00000001048
coturnix_japonica ENSCJPG00005010890
meleagris_gallopavo ENSMGAG00000008339
numida_meleagris ENSNMEG00000013197
anser_brachyrhynchus ENSABRG00000022363
calidris_pugnax ENSCPUG00000016108
calidris_pygmaea ENSCPGG00000012787
melopsittacus_undulatus ENSMUNG00000009620
lonchura_striata_domestica ENSLSDG00000004232
taeniopygia_guttata ENSTGUG00000007193
serinus_canaria ENSSCAG00000016141
junco_hyemalis ENSJHYG00000003252
cyanistes_caeruleus ENSCCEG00000010570
parus_major ENSPMJG00000019170
ficedula_albicollis ENSFALG00000002145
manacus_vitellinus ENSMVIG00005009866
lepidothrix_coronata ENSLCOG00000014305
apteryx_haastii ENSAHAG00000013116
apteryx_rowi ENSARWG00000005598
apteryx_owenii ENSAOWG00000002727
nothoprocta_perdicaria ENSNPEG00000012948
crocodylus_porosus ENSCPRG00005010769
gopherus_agassizii ENSGAGG00000010355
chelonoidis_abingdonii ENSCABG00000000874
chrysemys_picta_bellii ENSCPBG00000028134
pelodiscus_sinensis ENSPSIG00000008227
anolis_carolinensis ENSACAG00000000012
pogona_vitticeps ENSPVIG00000025717
notechis_scutatus ENSNSUG00000015453
salvator_merianae ENSSMRG00000011397
sphenodon_punctatus ENSSPUG00000000841
notamacropus_eugenii ENSMEUG00000015345
phascolarctos_cinereus ENSPCIG00000020590
monodelphis_domestica ENSMODG00000019750
sarcophilus_harrisii ENSSHAG00000017206
pan_troglodytes ENSPTRG00000021359
pan_paniscus ENSPPAG00000036204
gorilla_gorilla ENSGGOG00000004100
homo_sapiens ENSG00000185585
pongo_abelii ENSPPYG00000019601
nomascus_leucogenys ENSNLEG00000017289
rhinopithecus_roxellana ENSRROG00000035091
rhinopithecus_bieti ENSRBIG00000029375
piliocolobus_tephrosceles ENSPTEG00000015637
colobus_angolensis_palliatus ENSCANG00000043492
papio_anubis ENSPANG00000025860
theropithecus_gelada ENSTGEG00000024406
mandrillus_leucophaeus ENSMLEG00000042186
cercocebus_atys ENSCATG00000026827
macaca_mulatta ENSMMUG00000011183
macaca_fascicularis ENSMFAG00000002383
macaca_nemestrina ENSMNEG00000013543
chlorocebus_sabaeus ENSCSAG00000013568
cebus_capucinus_imitator ENSCCAG00000023075
callithrix_jacchus ENSCJAG00000006668
saimiri_boliviensis_boliviensis ENSSBOG00000032661
aotus_nancymaae ENSANAG00000028567
carlito_syrichta ENSTSYG00000004316
microcebus_murinus ENSMICG00000002915
prolemur_simus ENSPSMG00000022484
propithecus_coquereli ENSPCOG00000020707
otolemur_garnettii ENSOGAG00000008504
castor_canadensis ENSCCNG00000010946
dipodomys_ordii ENSDORG00000013607
mus_spicilegus ENSMSIG00000026578
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023529
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024449
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000046618
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024982
rattus_norvegicus ENSRNOG00000014034
meriones_unguiculatus ENSMUGG00000022929
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016979
cricetulus_griseus_crigri_1.0 ENSCGRG00000007615
cricetulus_griseus_crigri-picr ENSCGRG00015024437
mesocricetus_auratus ENSMAUG00000014419
microtus_ochrogaster ENSMOCG00000006167
peromyscus_maniculatus_bairdii ENSPEMG00000029944
nannospalax_galili ENSNGAG00000006763
jaculus_jaculus ENSJJAG00000017354
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012516
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005905
fukomys_damarensis ENSFDAG00000021385
chinchilla_lanigera ENSCLAG00000014121
octodon_degus ENSODEG00000004138
cavia_aperea ENSCAPG00000012496
cavia_porcellus ENSCPOG00000003516
urocitellus_parryii ENSUPAG00010013389
ictidomys_tridecemlineatus ENSSTOG00000007852
spermophilus_dauricus ENSSDAG00000013192
marmota_marmota_marmota ENSMMMG00000018107
oryctolagus_cuniculus ENSOCUG00000002473
ochotona_princeps ENSOPRG00000000397
echinops_telfairi ENSETEG00000012018
bos_mutus ENSBMUG00000020472
bos_taurus ENSBTAG00000004848
bison_bison_bison ENSBBBG00000000806
capra_hircus ENSCHIG00000023813
ovis_aries ENSOARG00000013298
tursiops_truncatus ENSTTRG00000017392
sus_scrofa ENSSSCG00000005593
equus_asinus_asinus ENSEASG00005020762
equus_caballus ENSECAG00000023908
pteropus_vampyrus ENSPVAG00000009092
myotis_lucifugus ENSMLUG00000017669
ursus_maritimus ENSUMAG00000002991
ursus_americanus ENSUAMG00000014462
ailuropoda_melanoleuca ENSAMEG00000016521
mustela_putorius_furo ENSMPUG00000013962
neovison_vison ENSNVIG00000005683
canis_lupus_familiaris ENSCAFG00000028621
canis_lupus_dingo ENSCAFG00020015588
vulpes_vulpes ENSVVUG00000009902
panthera_tigris_altaica ENSPTIG00000000256
panthera_pardus ENSPPRG00000008528
felis_catus ENSFCAG00000003257
erinaceus_europaeus ENSEEUG00000000273
vicugna_pacos ENSVPAG00000009262
sorex_araneus ENSSARG00000008801
tupaia_belangeri ENSTBEG00000007469
loxodonta_africana ENSLAFG00000013500
procavia_capensis ENSPCAG00000014925
dasypus_novemcinctus ENSDNOG00000040474
choloepus_hoffmanni ENSCHOG00000006530
ornithorhynchus_anatinus ENSOANG00000013302
xenopus_tropicalis ENSXETG00000008581
latimeria_chalumnae ENSLACG00000018514
seriola_lalandi_dorsalis ENSSLDG00000008632
seriola_dumerili ENSSDUG00000014280
gasterosteus_aculeatus ENSGACG00000003569
mastacembelus_armatus ENSMAMG00000019044
monopterus_albus ENSMALG00000004116
anabas_testudineus ENSATEG00000009973
amphiprion_ocellaris ENSAOCG00000003661
amphiprion_percula ENSAPEG00000014334
acanthochromis_polyacanthus ENSAPOG00000016710
stegastes_partitus ENSSPAG00000020931
maylandia_zebra ENSMZEG00005017754
astatotilapia_calliptera ENSACLG00000018754
haplochromis_burtoni ENSHBUG00000003124
pundamilia_nyererei ENSPNYG00000005649
oreochromis_niloticus ENSONIG00000020216
neolamprologus_brichardi ENSNBRG00000010522
amphilophus_citrinellus ENSACIG00000011135
xiphophorus_maculatus ENSXMAG00000026342
