scophthalmus_maximus ENSSMAG00000008216
cynoglossus_semilaevis ENSCSEG00000017124
seriola_dumerili ENSSDUG00000010261
seriola_lalandi_dorsalis ENSSLDG00000015366
mola_mola ENSMMOG00000018133
gasterosteus_aculeatus ENSGACG00000016031
labrus_bergylta ENSLBEG00000008461
monopterus_albus ENSMALG00000006722
mastacembelus_armatus ENSMAMG00000002943
anabas_testudineus ENSATEG00000020303
xiphophorus_maculatus ENSXMAG00000004550
xiphophorus_couchianus ENSXCOG00000007407
gambusia_affinis ENSGAFG00000007501
poecilia_formosa ENSPFOG00000003781
poecilia_mexicana ENSPMEG00000018707
poecilia_latipinna ENSPLAG00000007933
poecilia_reticulata ENSPREG00000006679
fundulus_heteroclitus ENSFHEG00000016845
cyprinodon_variegatus ENSCVAG00000009665
kryptolebias_marmoratus ENSKMAG00000003936
oryzias_latipes_asm223467v1 ENSORLG00000008507
oryzias_latipes_asm223471v1 ENSORLG00020013445
oryzias_latipes_asm223469v1 ENSORLG00015009355
oryzias_melastigma ENSOMEG00000005260
astatotilapia_calliptera ENSACLG00000010471
haplochromis_burtoni ENSHBUG00000018126
maylandia_zebra ENSMZEG00005006687
pundamilia_nyererei ENSPNYG00000001639
neolamprologus_brichardi ENSNBRG00000004342
oreochromis_niloticus ENSONIG00000010677
amphilophus_citrinellus ENSACIG00000000414
amphiprion_ocellaris ENSAOCG00000001777
amphiprion_percula ENSAPEG00000004504
acanthochromis_polyacanthus ENSAPOG00000014942
stegastes_partitus ENSSPAG00000002274
hippocampus_comes ENSHCOG00000020597
takifugu_rubripes ENSTRUG00000004350
tetraodon_nigroviridis ENSTNIG00000007825
periophthalmus_magnuspinnatus ENSPMGG00000009354
gadus_morhua ENSGMOG00000016317
esox_lucius ENSELUG00000023558
astyanax_mexicanus ENSAMXG00000043010
pygocentrus_nattereri ENSPNAG00000016942
ictalurus_punctatus ENSIPUG00000009348
paramormyrops_kingsleyae ENSPKIG00000007534
scleropages_formosus ENSSFOG00015004332
lepisosteus_oculatus ENSLOCG00000010435
pogona_vitticeps ENSPVIG00000016983
notechis_scutatus ENSNSUG00000013548
salvator_merianae ENSSMRG00000010552
anolis_carolinensis ENSACAG00000010295
sphenodon_punctatus ENSSPUG00000004498
crocodylus_porosus ENSCPRG00005001459
crocodylus_porosus ENSCPRG00005001441
coturnix_japonica ENSCJPG00005000343
meleagris_gallopavo ENSMGAG00000011846
gallus_gallus ENSGALG00000034806
numida_meleagris ENSNMEG00000004049
anser_brachyrhynchus ENSABRG00000016306
anas_platyrhynchos_platyrhynchos ENSAPLG00000006772
cyanistes_caeruleus ENSCCEG00000009603
parus_major ENSPMJG00000005574
ficedula_albicollis ENSFALG00000005165
zonotrichia_albicollis ENSZALG00000013220
serinus_canaria ENSSCAG00000002767
junco_hyemalis ENSJHYG00000006307
junco_hyemalis ENSJHYG00000006312
taeniopygia_guttata ENSTGUG00000011796
taeniopygia_guttata ENSTGUG00000016880
lonchura_striata_domestica ENSLSDG00000002039
lepidothrix_coronata ENSLCOG00000008429
lepidothrix_coronata ENSLCOG00000010292
manacus_vitellinus ENSMVIG00005015651
calidris_pygmaea ENSCPGG00000012117
calidris_pugnax ENSCPUG00000000186
melopsittacus_undulatus ENSMUNG00000006330
apteryx_haastii ENSAHAG00000013070
apteryx_owenii ENSAOWG00000017916
apteryx_rowi ENSARWG00000009363
dromaius_novaehollandiae ENSDNVG00000005216
nothoprocta_perdicaria ENSNPEG00000013569
gopherus_agassizii ENSGAGG00000014221
chelonoidis_abingdonii ENSCABG00000020646
chrysemys_picta_bellii ENSCPBG00000009465
pelodiscus_sinensis ENSPSIG00000010195
monodelphis_domestica ENSMODG00000007706
xenopus_tropicalis ENSXETG00000014619
latimeria_chalumnae ENSLACG00000005564
