anas_platyrhynchos_platyrhynchos ENSAPLG00000027540
anser_brachyrhynchus ENSABRG00000008801
junco_hyemalis ENSJHYG00000004928
lonchura_striata_domestica ENSLSDG00000014652
serinus_canaria ENSSCAG00000014822
calidris_pugnax ENSCPUG00000014218
calidris_pygmaea ENSCPGG00000001767
gallus_gallus ENSGALG00000038672
numida_meleagris ENSNMEG00000003787
nothoprocta_perdicaria ENSNPEG00000003417
crocodylus_porosus ENSCPRG00005017639
chelonoidis_abingdonii ENSCABG00000016790
gopherus_agassizii ENSGAGG00000005434
chrysemys_picta_bellii ENSCPBG00000015531
notechis_scutatus ENSNSUG00000013246
salvator_merianae ENSSMRG00000003548
sphenodon_punctatus ENSSPUG00000004564
sphenodon_punctatus ENSSPUG00000003815
xenopus_tropicalis ENSXETG00000007103
latimeria_chalumnae ENSLACG00000004153
fundulus_heteroclitus ENSFHEG00000012618
cyprinodon_variegatus ENSCVAG00000018316
xiphophorus_couchianus ENSXCOG00000019670
xiphophorus_maculatus ENSXMAG00000020284
gambusia_affinis ENSGAFG00000003908
poecilia_mexicana ENSPMEG00000009673
poecilia_latipinna ENSPLAG00000008673
poecilia_reticulata ENSPREG00000018645
tetraodon_nigroviridis ENSTNIG00000017577
takifugu_rubripes ENSTRUG00000008805
monopterus_albus ENSMALG00000008685
mastacembelus_armatus ENSMAMG00000001697
hippocampus_comes ENSHCOG00000001593
stegastes_partitus ENSSPAG00000003800
amphilophus_citrinellus ENSACIG00000010696
mola_mola ENSMMOG00000015122
cynoglossus_semilaevis ENSCSEG00000008062
labrus_bergylta ENSLBEG00000027073
anabas_testudineus ENSATEG00000008686
seriola_dumerili ENSSDUG00000018906
seriola_lalandi_dorsalis ENSSLDG00000013723
scophthalmus_maximus ENSSMAG00000002254
haplochromis_burtoni ENSHBUG00000019981
pundamilia_nyererei ENSPNYG00000012202
astatotilapia_calliptera ENSACLG00000009509
maylandia_zebra ENSMZEG00005026488
neolamprologus_brichardi ENSNBRG00000017899
oreochromis_niloticus ENSONIG00000019691
amphilophus_citrinellus ENSACIG00000005623
oryzias_latipes_asm223467v1 ENSORLG00000027209
oryzias_latipes_asm223471v1 ENSORLG00020008110
oryzias_melastigma ENSOMEG00000007260
amphiprion_ocellaris ENSAOCG00000001752
amphiprion_percula ENSAPEG00000009230
acanthochromis_polyacanthus ENSAPOG00000006386
periophthalmus_magnuspinnatus ENSPMGG00000001346
esox_lucius ENSELUG00000006481
danio_rerio ENSDARG00000067975
paramormyrops_kingsleyae ENSPKIG00000000705
scleropages_formosus ENSSFOG00015001986
pygocentrus_nattereri ENSPNAG00000026908
ictalurus_punctatus ENSIPUG00000014156
danio_rerio ENSDARG00000044092
poecilia_latipinna ENSPLAG00000016060
poecilia_reticulata ENSPREG00000020104
poecilia_formosa ENSPFOG00000013549
poecilia_mexicana ENSPMEG00000018355
xiphophorus_maculatus ENSXMAG00000007767
xiphophorus_couchianus ENSXCOG00000004651
gambusia_affinis ENSGAFG00000007615
fundulus_heteroclitus ENSFHEG00000004174
cyprinodon_variegatus ENSCVAG00000021172
kryptolebias_marmoratus ENSKMAG00000009018
oryzias_latipes_asm223469v1 ENSORLG00015011581
oryzias_latipes_asm223471v1 ENSORLG00020013052
oryzias_latipes_asm223467v1 ENSORLG00000014607
oryzias_melastigma ENSOMEG00000010199
periophthalmus_magnuspinnatus ENSPMGG00000010556
astatotilapia_calliptera ENSACLG00000016596
maylandia_zebra ENSMZEG00005005004
haplochromis_burtoni ENSHBUG00000023518
pundamilia_nyererei ENSPNYG00000019823
neolamprologus_brichardi ENSNBRG00000000247
oreochromis_niloticus ENSONIG00000003565
amphilophus_citrinellus ENSACIG00000005117
cynoglossus_semilaevis ENSCSEG00000002634
labrus_bergylta ENSLBEG00000005548
takifugu_rubripes ENSTRUG00000025044
gasterosteus_aculeatus ENSGACG00000009305
scophthalmus_maximus ENSSMAG00000020093
mola_mola ENSMMOG00000010260
hippocampus_comes ENSHCOG00000007885
amphiprion_percula ENSAPEG00000018820
amphiprion_ocellaris ENSAOCG00000013955
acanthochromis_polyacanthus ENSAPOG00000014069
stegastes_partitus ENSSPAG00000022320
seriola_lalandi_dorsalis ENSSLDG00000002635
seriola_dumerili ENSSDUG00000017228
mastacembelus_armatus ENSMAMG00000007444
monopterus_albus ENSMALG00000012768
anabas_testudineus ENSATEG00000012846
gadus_morhua ENSGMOG00000010784
esox_lucius ENSELUG00000014544
paramormyrops_kingsleyae ENSPKIG00000007385
scleropages_formosus ENSSFOG00015007920
ictalurus_punctatus ENSIPUG00000008319
pygocentrus_nattereri ENSPNAG00000022875
eptatretus_burgeri ENSEBUG00000014875
