bos_mutus ENSBMUG00000026920
bos_taurus ENSBTAG00000000772
bison_bison_bison ENSBBBG00000022020
ovis_aries ENSOARG00000018776
capra_hircus ENSCHIG00000014073
sus_scrofa ENSSSCG00000015547
myotis_lucifugus ENSMLUG00000022566
ursus_americanus ENSUAMG00000025015
ursus_maritimus ENSUMAG00000016537
ailuropoda_melanoleuca ENSAMEG00000007727
neovison_vison ENSNVIG00000018271
mustela_putorius_furo ENSMPUG00000020025
canis_lupus_dingo ENSCAFG00020014842
canis_lupus_familiaris ENSCAFG00000013107
vulpes_vulpes ENSVVUG00000008877
felis_catus ENSFCAG00000022402
equus_asinus_asinus ENSEASG00005006608
equus_caballus ENSECAG00000002769
prolemur_simus ENSPSMG00000002635
otolemur_garnettii ENSOGAG00000033483
theropithecus_gelada ENSTGEG00000026391
piliocolobus_tephrosceles ENSPTEG00000003578
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015522
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045968
mus_spicilegus ENSMSIG00000013006
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014715
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027951
rattus_norvegicus ENSRNOG00000026940
meriones_unguiculatus ENSMUGG00000003161
cricetulus_griseus_crigri_1.0 ENSCGRG00000019488
cricetulus_griseus_crigri-picr ENSCGRG00015016928
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004431
peromyscus_maniculatus_bairdii ENSPEMG00000031130
castor_canadensis ENSCCNG00000008873
spermophilus_dauricus ENSSDAG00000003736
urocitellus_parryii ENSUPAG00010005685
marmota_marmota_marmota ENSMMMG00000015350
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003070
dasypus_novemcinctus ENSDNOG00000038338
loxodonta_africana ENSLAFG00000028730
sarcophilus_harrisii ENSSHAG00000000729
