mola_mola ENSMMOG00000003463
takifugu_rubripes ENSTRUG00000025808
labrus_bergylta ENSLBEG00000008961
monopterus_albus ENSMALG00000017424
mastacembelus_armatus ENSMAMG00000008240
anabas_testudineus ENSATEG00000009932
seriola_lalandi_dorsalis ENSSLDG00000021506
seriola_dumerili ENSSDUG00000005625
scophthalmus_maximus ENSSMAG00000010901
cynoglossus_semilaevis ENSCSEG00000002464
xiphophorus_maculatus ENSXMAG00000023326
xiphophorus_couchianus ENSXCOG00000004143
gambusia_affinis ENSGAFG00000010701
poecilia_formosa ENSPFOG00000012809
poecilia_mexicana ENSPMEG00000023018
poecilia_reticulata ENSPREG00000008505
poecilia_latipinna ENSPLAG00000007806
cyprinodon_variegatus ENSCVAG00000011756
kryptolebias_marmoratus ENSKMAG00000019316
oryzias_latipes_asm223467v1 ENSORLG00000021967
oryzias_latipes_asm223471v1 ENSORLG00020018059
oryzias_latipes_asm223469v1 ENSORLG00015015791
oryzias_melastigma ENSOMEG00000020294
amphiprion_ocellaris ENSAOCG00000000387
amphiprion_percula ENSAPEG00000013947
acanthochromis_polyacanthus ENSAPOG00000023355
stegastes_partitus ENSSPAG00000010948
maylandia_zebra ENSMZEG00005009207
astatotilapia_calliptera ENSACLG00000021823
pundamilia_nyererei ENSPNYG00000020379
haplochromis_burtoni ENSHBUG00000003463
neolamprologus_brichardi ENSNBRG00000023835
oreochromis_niloticus ENSONIG00000018101
amphilophus_citrinellus ENSACIG00000012749
hippocampus_comes ENSHCOG00000018211
periophthalmus_magnuspinnatus ENSPMGG00000001161
gadus_morhua ENSGMOG00000003857
esox_lucius ENSELUG00000006173
ictalurus_punctatus ENSIPUG00000000291
danio_rerio ENSDARG00000087020
scleropages_formosus ENSSFOG00015004779
lepisosteus_oculatus ENSLOCG00000012389
