astyanax_mexicanus ENSAMXG00000008687
pygocentrus_nattereri ENSPNAG00000002658
ictalurus_punctatus ENSIPUG00000014963
danio_rerio ENSDARG00000056591
esox_lucius ENSELUG00000001490
paramormyrops_kingsleyae ENSPKIG00000012415
scleropages_formosus ENSSFOG00015001385
anolis_carolinensis ENSACAG00000011752
notechis_scutatus ENSNSUG00000003270
salvator_merianae ENSSMRG00000004966
sphenodon_punctatus ENSSPUG00000006724
apteryx_haastii ENSAHAG00000006222
apteryx_owenii ENSAOWG00000006887
dromaius_novaehollandiae ENSDNVG00000013700
crocodylus_porosus ENSCPRG00005002336
chelonoidis_abingdonii ENSCABG00000022309
gopherus_agassizii ENSGAGG00000014707
chrysemys_picta_bellii ENSCPBG00000008715
pelodiscus_sinensis ENSPSIG00000003324
pan_troglodytes ENSPTRG00000043325
pan_paniscus ENSPPAG00000029132
pongo_abelii ENSPPYG00000005379
nomascus_leucogenys ENSNLEG00000003855
macaca_mulatta ENSMMUG00000045517
macaca_nemestrina ENSMNEG00000033733
theropithecus_gelada ENSTGEG00000005486
aotus_nancymaae ENSANAG00000028871
carlito_syrichta ENSTSYG00000012177
prolemur_simus ENSPSMG00000016054
microcebus_murinus ENSMICG00000008092
propithecus_coquereli ENSPCOG00000027037
otolemur_garnettii ENSOGAG00000016491
tupaia_belangeri ENSTBEG00000014093
mus_spicilegus ENSMSIG00000024593
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021933
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020282
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019390
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030408
rattus_norvegicus ENSRNOG00000009440
meriones_unguiculatus ENSMUGG00000022665
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013916
cricetulus_griseus_crigri_1.0 ENSCGRG00000018074
cricetulus_griseus_crigri-picr ENSCGRG00015010876
mesocricetus_auratus ENSMAUG00000021397
microtus_ochrogaster ENSMOCG00000016905
peromyscus_maniculatus_bairdii ENSPEMG00000019735
nannospalax_galili ENSNGAG00000005460
cavia_porcellus ENSCPOG00000009047
octodon_degus ENSODEG00000007411
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004840
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012948
fukomys_damarensis ENSFDAG00000021306
castor_canadensis ENSCCNG00000014328
dipodomys_ordii ENSDORG00000008410
urocitellus_parryii ENSUPAG00010003902
spermophilus_dauricus ENSSDAG00000003233
ictidomys_tridecemlineatus ENSSTOG00000007324
marmota_marmota_marmota ENSMMMG00000022990
ochotona_princeps ENSOPRG00000008799
oryctolagus_cuniculus ENSOCUG00000004920
erinaceus_europaeus ENSEEUG00000007537
sorex_araneus ENSSARG00000001957
equus_asinus_asinus ENSEASG00005017325
equus_caballus ENSECAG00000000195
ursus_maritimus ENSUMAG00000018627
ursus_americanus ENSUAMG00000022848
ailuropoda_melanoleuca ENSAMEG00000012012
mustela_putorius_furo ENSMPUG00000018009
neovison_vison ENSNVIG00000012115
canis_lupus_dingo ENSCAFG00020000263
canis_lupus_familiaris ENSCAFG00000004291
vulpes_vulpes ENSVVUG00000024017
panthera_tigris_altaica ENSPTIG00000012873
panthera_pardus ENSPPRG00000011237
felis_catus ENSFCAG00000014259
bos_mutus ENSBMUG00000022192
bison_bison_bison ENSBBBG00000003804
bos_taurus ENSBTAG00000007457
capra_hircus ENSCHIG00000014579
ovis_aries ENSOARG00000008753
tursiops_truncatus ENSTTRG00000010782
vicugna_pacos ENSVPAG00000005692
sus_scrofa ENSSSCG00000024765
pteropus_vampyrus ENSPVAG00000000510
myotis_lucifugus ENSMLUG00000016558
choloepus_hoffmanni ENSCHOG00000009589
dasypus_novemcinctus ENSDNOG00000011873
loxodonta_africana ENSLAFG00000016562
procavia_capensis ENSPCAG00000005993
echinops_telfairi ENSETEG00000000752
phascolarctos_cinereus ENSPCIG00000008794
notamacropus_eugenii ENSMEUG00000010718
sarcophilus_harrisii ENSSHAG00000015825
monodelphis_domestica ENSMODG00000010760
ornithorhynchus_anatinus ENSOANG00000015535
latimeria_chalumnae ENSLACG00000009582
lepisosteus_oculatus ENSLOCG00000009310
gasterosteus_aculeatus ENSGACG00000015355
labrus_bergylta ENSLBEG00000008648
amphiprion_ocellaris ENSAOCG00000004286
amphiprion_percula ENSAPEG00000009064
acanthochromis_polyacanthus ENSAPOG00000019638
stegastes_partitus ENSSPAG00000014546
anabas_testudineus ENSATEG00000012671
monopterus_albus ENSMALG00000012296
scophthalmus_maximus ENSSMAG00000009224
mastacembelus_armatus ENSMAMG00000003097
seriola_dumerili ENSSDUG00000022092
seriola_lalandi_dorsalis ENSSLDG00000015690
cynoglossus_semilaevis ENSCSEG00000005097
periophthalmus_magnuspinnatus ENSPMGG00000015602
gadus_morhua ENSGMOG00000014624
petromyzon_marinus ENSPMAG00000009215
eptatretus_burgeri ENSEBUG00000015634
