parus_major ENSPMJG00000001879
serinus_canaria ENSSCAG00000006848
lepidothrix_coronata ENSLCOG00000002867
melopsittacus_undulatus ENSMUNG00000006043
calidris_pygmaea ENSCPGG00000006050
calidris_pugnax ENSCPUG00000004137
apteryx_haastii ENSAHAG00000005100
apteryx_rowi ENSARWG00000012846
apteryx_owenii ENSAOWG00000019460
dromaius_novaehollandiae ENSDNVG00000005296
pogona_vitticeps ENSPVIG00000019878
anolis_carolinensis ENSACAG00000013123
notechis_scutatus ENSNSUG00000011348
salvator_merianae ENSSMRG00000002643
sphenodon_punctatus ENSSPUG00000018341
chelonoidis_abingdonii ENSCABG00000023178
gopherus_agassizii ENSGAGG00000013522
chrysemys_picta_bellii ENSCPBG00000019710
pelodiscus_sinensis ENSPSIG00000016030
phascolarctos_cinereus ENSPCIG00000019486
notamacropus_eugenii ENSMEUG00000009550
monodelphis_domestica ENSMODG00000013113
sarcophilus_harrisii ENSSHAG00000005717
ornithorhynchus_anatinus ENSOANG00000003414
chinchilla_lanigera ENSCLAG00000015062
octodon_degus ENSODEG00000016468
cavia_aperea ENSCAPG00000007678
cavia_porcellus ENSCPOG00000012585
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014474
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017928
fukomys_damarensis ENSFDAG00000015993
urocitellus_parryii ENSUPAG00010011458
ictidomys_tridecemlineatus ENSSTOG00000014427
spermophilus_dauricus ENSSDAG00000005163
marmota_marmota_marmota ENSMMMG00000004070
mus_spicilegus ENSMSIG00000023586
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030580
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030583
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012717
rattus_norvegicus ENSRNOG00000020703
meriones_unguiculatus ENSMUGG00000011298
microtus_ochrogaster ENSMOCG00000017151
peromyscus_maniculatus_bairdii ENSPEMG00000003548
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017102
cricetulus_griseus_crigri-picr ENSCGRG00015027089
cricetulus_griseus_crigri_1.0 ENSCGRG00000011391
mesocricetus_auratus ENSMAUG00000003142
nannospalax_galili ENSNGAG00000002504
jaculus_jaculus ENSJJAG00000022860
castor_canadensis ENSCCNG00000026822
dipodomys_ordii ENSDORG00000004510
oryctolagus_cuniculus ENSOCUG00000009410
ochotona_princeps ENSOPRG00000007818
tupaia_belangeri ENSTBEG00000001898
pan_troglodytes ENSPTRG00000010917
pan_paniscus ENSPPAG00000042170
homo_sapiens ENSG00000105738
gorilla_gorilla ENSGGOG00000006506
pongo_abelii ENSPPYG00000009923
nomascus_leucogenys ENSNLEG00000016944
papio_anubis ENSPANG00000006734
theropithecus_gelada ENSTGEG00000006072
cercocebus_atys ENSCATG00000037119
mandrillus_leucophaeus ENSMLEG00000027317
macaca_fascicularis ENSMFAG00000037792
macaca_mulatta ENSMMUG00000003492
macaca_nemestrina ENSMNEG00000037061
chlorocebus_sabaeus ENSCSAG00000004143
colobus_angolensis_palliatus ENSCANG00000042613
piliocolobus_tephrosceles ENSPTEG00000013387
