dasypus_novemcinctus ENSDNOG00000008229
choloepus_hoffmanni ENSCHOG00000006233
procavia_capensis ENSPCAG00000014518
echinops_telfairi ENSETEG00000010857
loxodonta_africana ENSLAFG00000010669
pteropus_vampyrus ENSPVAG00000000411
myotis_lucifugus ENSMLUG00000014704
ursus_americanus ENSUAMG00000010652
ursus_maritimus ENSUMAG00000013567
ailuropoda_melanoleuca ENSAMEG00000004126
neovison_vison ENSNVIG00000011332
mustela_putorius_furo ENSMPUG00000012625
canis_lupus_familiaris ENSCAFG00000007000
canis_lupus_dingo ENSCAFG00020010465
vulpes_vulpes ENSVVUG00000027849
panthera_pardus ENSPPRG00000002955
panthera_tigris_altaica ENSPTIG00000020957
felis_catus ENSFCAG00000006543
bos_mutus ENSBMUG00000002324
bos_taurus ENSBTAG00000001922
bison_bison_bison ENSBBBG00000012833
ovis_aries ENSOARG00000014158
capra_hircus ENSCHIG00000014273
vicugna_pacos ENSVPAG00000003907
sus_scrofa ENSSSCG00000033335
tursiops_truncatus ENSTTRG00000004713
equus_caballus ENSECAG00000007949
equus_asinus_asinus ENSEASG00005003321
erinaceus_europaeus ENSEEUG00000003081
erinaceus_europaeus ENSEEUG00000000020
sorex_araneus ENSSARG00000008112
saimiri_boliviensis_boliviensis ENSSBOG00000022457
cebus_capucinus_imitator ENSCCAG00000031257
callithrix_jacchus ENSCJAG00000011704
aotus_nancymaae ENSANAG00000020936
rhinopithecus_roxellana ENSRROG00000025705
rhinopithecus_bieti ENSRBIG00000035090
colobus_angolensis_palliatus ENSCANG00000041373
piliocolobus_tephrosceles ENSPTEG00000004027
macaca_nemestrina ENSMNEG00000045149
macaca_fascicularis ENSMFAG00000045580
macaca_mulatta ENSMMUG00000001994
cercocebus_atys ENSCATG00000036859
papio_anubis ENSPANG00000007044
theropithecus_gelada ENSTGEG00000018060
mandrillus_leucophaeus ENSMLEG00000024202
chlorocebus_sabaeus ENSCSAG00000004456
pan_paniscus ENSPPAG00000034247
pan_troglodytes ENSPTRG00000003337
homo_sapiens ENSG00000166452
gorilla_gorilla ENSGGOG00000013521
pongo_abelii ENSPPYG00000003503
nomascus_leucogenys ENSNLEG00000032259
carlito_syrichta ENSTSYG00000010227
microcebus_murinus ENSMICG00000005291
propithecus_coquereli ENSPCOG00000025450
prolemur_simus ENSPSMG00000021709
otolemur_garnettii ENSOGAG00000014006
tupaia_belangeri ENSTBEG00000004086
chinchilla_lanigera ENSCLAG00000016688
octodon_degus ENSODEG00000001680
cavia_porcellus ENSCPOG00000002212
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012403
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012475
fukomys_damarensis ENSFDAG00000018704
dipodomys_ordii ENSDORG00000013301
ictidomys_tridecemlineatus ENSSTOG00000022547
spermophilus_dauricus ENSSDAG00000022303
urocitellus_parryii ENSUPAG00010023262
marmota_marmota_marmota ENSMMMG00000016433
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031023
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031425
mus_spicilegus ENSMSIG00000027462
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030311
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013523
rattus_norvegicus ENSRNOG00000013744
meriones_unguiculatus ENSMUGG00000020121
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020829
cricetulus_griseus_crigri_1.0 ENSCGRG00000012160
cricetulus_griseus_crigri-picr ENSCGRG00015004413
mesocricetus_auratus ENSMAUG00000009908
peromyscus_maniculatus_bairdii ENSPEMG00000021003
microtus_ochrogaster ENSMOCG00000003205
nannospalax_galili ENSNGAG00000021607
jaculus_jaculus ENSJJAG00000010655
castor_canadensis ENSCCNG00000010326
oryctolagus_cuniculus ENSOCUG00000027825
ochotona_princeps ENSOPRG00000004765
monodelphis_domestica ENSMODG00000025551
ornithorhynchus_anatinus ENSOANG00000003111
calidris_pugnax ENSCPUG00000017499
coturnix_japonica ENSCJPG00005004648
crocodylus_porosus ENSCPRG00005001663
chrysemys_picta_bellii ENSCPBG00000022797
gopherus_agassizii ENSGAGG00000014645
pelodiscus_sinensis ENSPSIG00000016601
pogona_vitticeps ENSPVIG00000024202
salvator_merianae ENSSMRG00000015019
latimeria_chalumnae ENSLACG00000022522
pygocentrus_nattereri ENSPNAG00000017369
astyanax_mexicanus ENSAMXG00000003803
ictalurus_punctatus ENSIPUG00000018780
danio_rerio ENSDARG00000069037
seriola_lalandi_dorsalis ENSSLDG00000008973
seriola_dumerili ENSSDUG00000001537
scophthalmus_maximus ENSSMAG00000018617
labrus_bergylta ENSLBEG00000002987
anabas_testudineus ENSATEG00000000905
monopterus_albus ENSMALG00000011936
amphiprion_ocellaris ENSAOCG00000001223
amphiprion_percula ENSAPEG00000010204
acanthochromis_polyacanthus ENSAPOG00000012323
stegastes_partitus ENSSPAG00000000148
astatotilapia_calliptera ENSACLG00000022265
haplochromis_burtoni ENSHBUG00000016852
maylandia_zebra ENSMZEG00005012574
pundamilia_nyererei ENSPNYG00000011299
oreochromis_niloticus ENSONIG00000015527
mastacembelus_armatus ENSMAMG00000022964
cynoglossus_semilaevis ENSCSEG00000001162
poecilia_formosa ENSPFOG00000008831
poecilia_mexicana ENSPMEG00000011995
poecilia_latipinna ENSPLAG00000011466
gambusia_affinis ENSGAFG00000006596
xiphophorus_maculatus ENSXMAG00000005177
xiphophorus_couchianus ENSXCOG00000020908
cyprinodon_variegatus ENSCVAG00000015083
fundulus_heteroclitus ENSFHEG00000020168
oryzias_latipes_asm223467v1 ENSORLG00000001136
oryzias_latipes_asm223471v1 ENSORLG00020003442
oryzias_latipes_asm223469v1 ENSORLG00015017677
oryzias_melastigma ENSOMEG00000003002
mola_mola ENSMMOG00000009114
tetraodon_nigroviridis ENSTNIG00000002466
hippocampus_comes ENSHCOG00000016894
scleropages_formosus ENSSFOG00015012998
paramormyrops_kingsleyae ENSPKIG00000016481
lepisosteus_oculatus ENSLOCG00000003390
