mus_spicilegus ENSMSIG00000000347
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021123
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022987
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020227
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020230
rattus_norvegicus ENSRNOG00000032447
meriones_unguiculatus ENSMUGG00000000736
peromyscus_maniculatus_bairdii ENSPEMG00000026282
microtus_ochrogaster ENSMOCG00000019174
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008450
cricetulus_griseus_crigri_1.0 ENSCGRG00000010528
cricetulus_griseus_crigri-picr ENSCGRG00015005236
mesocricetus_auratus ENSMAUG00000010993
octodon_degus ENSODEG00000003266
chinchilla_lanigera ENSCLAG00000002291
cavia_porcellus ENSCPOG00000002770
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000142
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019468
fukomys_damarensis ENSFDAG00000007906
urocitellus_parryii ENSUPAG00010002416
marmota_marmota_marmota ENSMMMG00000022873
ictidomys_tridecemlineatus ENSSTOG00000001970
spermophilus_dauricus ENSSDAG00000015640
castor_canadensis ENSCCNG00000023942
dipodomys_ordii ENSDORG00000011810
jaculus_jaculus ENSJJAG00000023912
oryctolagus_cuniculus ENSOCUG00000005451
ochotona_princeps ENSOPRG00000014776
tupaia_belangeri ENSTBEG00000002375
pan_troglodytes ENSPTRG00000045476
pan_paniscus ENSPPAG00000043802
homo_sapiens ENSG00000167528
gorilla_gorilla ENSGGOG00000013643
pongo_abelii ENSPPYG00000004457
nomascus_leucogenys ENSNLEG00000017881
colobus_angolensis_palliatus ENSCANG00000033168
piliocolobus_tephrosceles ENSPTEG00000011889
rhinopithecus_bieti ENSRBIG00000032093
rhinopithecus_roxellana ENSRROG00000028995
macaca_fascicularis ENSMFAG00000042792
macaca_mulatta ENSMMUG00000014484
macaca_nemestrina ENSMNEG00000044922
papio_anubis ENSPANG00000014075
mandrillus_leucophaeus ENSMLEG00000044259
chlorocebus_sabaeus ENSCSAG00000006278
cercocebus_atys ENSCATG00000043835
saimiri_boliviensis_boliviensis ENSSBOG00000031895
callithrix_jacchus ENSCJAG00000020716
cebus_capucinus_imitator ENSCCAG00000036303
aotus_nancymaae ENSANAG00000036405
carlito_syrichta ENSTSYG00000027886
microcebus_murinus ENSMICG00000007360
propithecus_coquereli ENSPCOG00000001947
prolemur_simus ENSPSMG00000006343
otolemur_garnettii ENSOGAG00000005519
pteropus_vampyrus ENSPVAG00000003048
myotis_lucifugus ENSMLUG00000003695
ailuropoda_melanoleuca ENSAMEG00000008139
ursus_maritimus ENSUMAG00000006373
neovison_vison ENSNVIG00000002592
mustela_putorius_furo ENSMPUG00000000169
canis_lupus_familiaris ENSCAFG00000009010
canis_lupus_dingo ENSCAFG00020013275
vulpes_vulpes ENSVVUG00000019539
felis_catus ENSFCAG00000001972
panthera_tigris_altaica ENSPTIG00000013144
capra_hircus ENSCHIG00000023090
ovis_aries ENSOARG00000019279
bos_mutus ENSBMUG00000002281
bos_taurus ENSBTAG00000016496
bison_bison_bison ENSBBBG00000003561
tursiops_truncatus ENSTTRG00000015952
vicugna_pacos ENSVPAG00000004478
sus_scrofa ENSSSCG00000021654
equus_asinus_asinus ENSEASG00005023524
equus_caballus ENSECAG00000022720
erinaceus_europaeus ENSEEUG00000002648
sorex_araneus ENSSARG00000009301
panthera_pardus ENSPPRG00000009974
theropithecus_gelada ENSTGEG00000025051
procavia_capensis ENSPCAG00000005206
echinops_telfairi ENSETEG00000017660
loxodonta_africana ENSLAFG00000029324
dasypus_novemcinctus ENSDNOG00000014189
ornithorhynchus_anatinus ENSOANG00000001515
