monodelphis_domestica ENSMODG00000021527
phascolarctos_cinereus ENSPCIG00000022769
sarcophilus_harrisii ENSSHAG00000016916
pan_troglodytes ENSPTRG00000011175
pan_paniscus ENSPPAG00000039034
homo_sapiens ENSG00000008438
gorilla_gorilla ENSGGOG00000011126
pongo_abelii ENSPPYG00000010141
nomascus_leucogenys ENSNLEG00000002422
colobus_angolensis_palliatus ENSCANG00000032751
piliocolobus_tephrosceles ENSPTEG00000037892
rhinopithecus_roxellana ENSRROG00000035762
rhinopithecus_bieti ENSRBIG00000041217
macaca_fascicularis ENSMFAG00000032464
macaca_mulatta ENSMMUG00000008742
macaca_nemestrina ENSMNEG00000011734
cercocebus_atys ENSCATG00000018338
mandrillus_leucophaeus ENSMLEG00000039016
theropithecus_gelada ENSTGEG00000022282
papio_anubis ENSPANG00000007858
chlorocebus_sabaeus ENSCSAG00000003083
cebus_capucinus_imitator ENSCCAG00000032492
saimiri_boliviensis_boliviensis ENSSBOG00000027039
callithrix_jacchus ENSCJAG00000012095
aotus_nancymaae ENSANAG00000036439
carlito_syrichta ENSTSYG00000014712
propithecus_coquereli ENSPCOG00000027266
microcebus_murinus ENSMICG00000033644
otolemur_garnettii ENSOGAG00000007305
oryctolagus_cuniculus ENSOCUG00000007434
myotis_lucifugus ENSMLUG00000012920
pteropus_vampyrus ENSPVAG00000001777
ursus_maritimus ENSUMAG00000023702
ursus_americanus ENSUAMG00000017831
ailuropoda_melanoleuca ENSAMEG00000000626
neovison_vison ENSNVIG00000009479
mustela_putorius_furo ENSMPUG00000005395
canis_lupus_dingo ENSCAFG00020001739
canis_lupus_familiaris ENSCAFG00000029461
vulpes_vulpes ENSVVUG00000002874
panthera_pardus ENSPPRG00000006608
felis_catus ENSFCAG00000028691
equus_caballus ENSECAG00000039739
equus_caballus ENSECAG00000032321
erinaceus_europaeus ENSEEUG00000009566
ochotona_princeps ENSOPRG00000001341
ovis_aries ENSOARG00000010475
capra_hircus ENSCHIG00000013020
bos_mutus ENSBMUG00000019121
bos_taurus ENSBTAG00000002635
bison_bison_bison ENSBBBG00000006949
tursiops_truncatus ENSTTRG00000001610
sus_scrofa ENSSSCG00000038688
spermophilus_dauricus ENSSDAG00000011564
marmota_marmota_marmota ENSMMMG00000013886
ictidomys_tridecemlineatus ENSSTOG00000020188
urocitellus_parryii ENSUPAG00010021468
dasypus_novemcinctus ENSDNOG00000033764
castor_canadensis ENSCCNG00000030070
dipodomys_ordii ENSDORG00000027993
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014568
cricetulus_griseus_crigri-picr ENSCGRG00015008395
mesocricetus_auratus ENSMAUG00000009434
microtus_ochrogaster ENSMOCG00000009253
peromyscus_maniculatus_bairdii ENSPEMG00000030075
mus_spicilegus ENSMSIG00000008611
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030413
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030343
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029259
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021119
rattus_norvegicus ENSRNOG00000013395
meriones_unguiculatus ENSMUGG00000002661
nannospalax_galili ENSNGAG00000012535
cavia_aperea ENSCAPG00000009083
cavia_porcellus ENSCPOG00000032784
octodon_degus ENSODEG00000006980
chinchilla_lanigera ENSCLAG00000001072
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016483
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016042
fukomys_damarensis ENSFDAG00000008636
loxodonta_africana ENSLAFG00000022007
loxodonta_africana ENSLAFG00000011331
procavia_capensis ENSPCAG00000005567
echinops_telfairi ENSETEG00000016477
ornithorhynchus_anatinus ENSOANG00000030126
anolis_carolinensis ENSACAG00000000025
pogona_vitticeps ENSPVIG00000023792
notechis_scutatus ENSNSUG00000005818
salvator_merianae ENSSMRG00000000223
gopherus_agassizii ENSGAGG00000003959
chelonoidis_abingdonii ENSCABG00000002866
chrysemys_picta_bellii ENSCPBG00000025427
chrysemys_picta_bellii ENSCPBG00000007056
chrysemys_picta_bellii ENSCPBG00000002130
gopherus_agassizii ENSGAGG00000009508
chelonoidis_abingdonii ENSCABG00000013503
gopherus_agassizii ENSGAGG00000012507
chrysemys_picta_bellii ENSCPBG00000004638
chelonoidis_abingdonii ENSCABG00000013501
chelonoidis_abingdonii ENSCABG00000013500
gopherus_agassizii ENSGAGG00000018163
chrysemys_picta_bellii ENSCPBG00000007080
sphenodon_punctatus ENSSPUG00000002531
xenopus_tropicalis ENSXETG00000019028
xenopus_tropicalis ENSXETG00000018262
latimeria_chalumnae ENSLACG00000006458
scleropages_formosus ENSSFOG00015016110
paramormyrops_kingsleyae ENSPKIG00000012093
ictalurus_punctatus ENSIPUG00000001085
danio_rerio ENSDARG00000068382
scophthalmus_maximus ENSSMAG00000003368
cynoglossus_semilaevis ENSCSEG00000002225
takifugu_rubripes ENSTRUG00000021181
tetraodon_nigroviridis ENSTNIG00000000873
mola_mola ENSMMOG00000004940
monopterus_albus ENSMALG00000010663
mastacembelus_armatus ENSMAMG00000013962
anabas_testudineus ENSATEG00000000796
xiphophorus_couchianus ENSXCOG00000001106
xiphophorus_maculatus ENSXMAG00000029057
gambusia_affinis ENSGAFG00000001056
poecilia_reticulata ENSPREG00000004198
poecilia_latipinna ENSPLAG00000010695
poecilia_formosa ENSPFOG00000016812
poecilia_mexicana ENSPMEG00000005965
cyprinodon_variegatus ENSCVAG00000014812
fundulus_heteroclitus ENSFHEG00000015614
kryptolebias_marmoratus ENSKMAG00000001559
oryzias_latipes_asm223471v1 ENSORLG00020011293
oryzias_latipes_asm223469v1 ENSORLG00015019550
oryzias_latipes_asm223467v1 ENSORLG00000013289
oryzias_melastigma ENSOMEG00000012625
maylandia_zebra ENSMZEG00005013071
astatotilapia_calliptera ENSACLG00000001693
haplochromis_burtoni ENSHBUG00000004120
pundamilia_nyererei ENSPNYG00000011859
neolamprologus_brichardi ENSNBRG00000000748
oreochromis_niloticus ENSONIG00000005404
amphilophus_citrinellus ENSACIG00000022664
amphiprion_ocellaris ENSAOCG00000024402
amphiprion_percula ENSAPEG00000021734
acanthochromis_polyacanthus ENSAPOG00000012372
stegastes_partitus ENSSPAG00000015743
seriola_dumerili ENSSDUG00000005491
seriola_lalandi_dorsalis ENSSLDG00000009360
labrus_bergylta ENSLBEG00000001234
periophthalmus_magnuspinnatus ENSPMGG00000016152
lepisosteus_oculatus ENSLOCG00000014823
eptatretus_burgeri ENSEBUG00000009700
