xiphophorus_maculatus ENSXMAG00000025210
xiphophorus_couchianus ENSXCOG00000015427
gambusia_affinis ENSGAFG00000008003
poecilia_formosa ENSPFOG00000016746
poecilia_formosa ENSPFOG00000017749
poecilia_mexicana ENSPMEG00000010987
poecilia_mexicana ENSPMEG00000011030
poecilia_latipinna ENSPLAG00000010102
poecilia_latipinna ENSPLAG00000021498
poecilia_reticulata ENSPREG00000011820
fundulus_heteroclitus ENSFHEG00000001469
kryptolebias_marmoratus ENSKMAG00000001240
oryzias_latipes_asm223471v1 ENSORLG00020002496
oryzias_latipes_asm223469v1 ENSORLG00015016242
oryzias_latipes_asm223467v1 ENSORLG00000013498
oryzias_melastigma ENSOMEG00000015076
maylandia_zebra ENSMZEG00005008813
astatotilapia_calliptera ENSACLG00000014313
pundamilia_nyererei ENSPNYG00000019518
haplochromis_burtoni ENSHBUG00000014583
neolamprologus_brichardi ENSNBRG00000008613
oreochromis_niloticus ENSONIG00000010935
amphilophus_citrinellus ENSACIG00000021377
acanthochromis_polyacanthus ENSAPOG00000004464
amphiprion_ocellaris ENSAOCG00000020785
stegastes_partitus ENSSPAG00000013227
seriola_dumerili ENSSDUG00000022572
seriola_lalandi_dorsalis ENSSLDG00000013631
scophthalmus_maximus ENSSMAG00000003484
takifugu_rubripes ENSTRUG00000010266
tetraodon_nigroviridis ENSTNIG00000013408
mola_mola ENSMMOG00000001892
labrus_bergylta ENSLBEG00000023980
gasterosteus_aculeatus ENSGACG00000012153
mastacembelus_armatus ENSMAMG00000005368
monopterus_albus ENSMALG00000019592
anabas_testudineus ENSATEG00000020038
hippocampus_comes ENSHCOG00000014653
hippocampus_comes ENSHCOG00000014605
cynoglossus_semilaevis ENSCSEG00000017318
gadus_morhua ENSGMOG00000006644
esox_lucius ENSELUG00000019687
pygocentrus_nattereri ENSPNAG00000010436
astyanax_mexicanus ENSAMXG00000038649
danio_rerio ENSDARG00000007125
scleropages_formosus ENSSFOG00015016641
paramormyrops_kingsleyae ENSPKIG00000024415
lepisosteus_oculatus ENSLOCG00000002248
poecilia_latipinna ENSPLAG00000002582
poecilia_mexicana ENSPMEG00000011021
cyprinodon_variegatus ENSCVAG00000011299
amphiprion_percula ENSAPEG00000009401
periophthalmus_magnuspinnatus ENSPMGG00000009099
pogona_vitticeps ENSPVIG00000018094
notechis_scutatus ENSNSUG00000008279
salvator_merianae ENSSMRG00000021354
sphenodon_punctatus ENSSPUG00000013687
calidris_pugnax ENSCPUG00000011116
calidris_pygmaea ENSCPGG00000000820
manacus_vitellinus ENSMVIG00005001135
lepidothrix_coronata ENSLCOG00000012571
lonchura_striata_domestica ENSLSDG00000003217
taeniopygia_guttata ENSTGUG00000004412
serinus_canaria ENSSCAG00000004989
junco_hyemalis ENSJHYG00000007317
zonotrichia_albicollis ENSZALG00000005484
ficedula_albicollis ENSFALG00000001431
parus_major ENSPMJG00000006940
cyanistes_caeruleus ENSCCEG00000004763
melopsittacus_undulatus ENSMUNG00000008770
anser_brachyrhynchus ENSABRG00000020765
anas_platyrhynchos_platyrhynchos ENSAPLG00000029087
gallus_gallus ENSGALG00000004378
meleagris_gallopavo ENSMGAG00000005026
coturnix_japonica ENSCJPG00005020376
numida_meleagris ENSNMEG00000007795
apteryx_haastii ENSAHAG00000015293
apteryx_owenii ENSAOWG00000007107
apteryx_rowi ENSARWG00000006980
dromaius_novaehollandiae ENSDNVG00000008928
nothoprocta_perdicaria ENSNPEG00000001297
crocodylus_porosus ENSCPRG00005003836
gopherus_agassizii ENSGAGG00000024626
chelonoidis_abingdonii ENSCABG00000004702
chrysemys_picta_bellii ENSCPBG00000022744
pelodiscus_sinensis ENSPSIG00000005511
cricetulus_griseus_crigri_1.0 ENSCGRG00000017380
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005975
cricetulus_griseus_crigri-picr ENSCGRG00015016529
mesocricetus_auratus ENSMAUG00000002864
microtus_ochrogaster ENSMOCG00000020410
peromyscus_maniculatus_bairdii ENSPEMG00000018965
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024318
mus_spicilegus ENSMSIG00000021274
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039483
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023401
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024858
rattus_norvegicus ENSRNOG00000024786
meriones_unguiculatus ENSMUGG00000010115
nannospalax_galili ENSNGAG00000018657
jaculus_jaculus ENSJJAG00000005860
castor_canadensis ENSCCNG00000029081
spermophilus_dauricus ENSSDAG00000001115
ictidomys_tridecemlineatus ENSSTOG00000025302
urocitellus_parryii ENSUPAG00010018209
marmota_marmota_marmota ENSMMMG00000012990
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012780
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012158
fukomys_damarensis ENSFDAG00000019425
chinchilla_lanigera ENSCLAG00000002288
octodon_degus ENSODEG00000016637
