hippocampus_comes ENSHCOG00000021152
cynoglossus_semilaevis ENSCSEG00000012173
monopterus_albus ENSMALG00000019227
pundamilia_nyererei ENSPNYG00000007722
haplochromis_burtoni ENSHBUG00000005047
neolamprologus_brichardi ENSNBRG00000006764
oryzias_melastigma ENSOMEG00000020036
kryptolebias_marmoratus ENSKMAG00000018382
labrus_bergylta ENSLBEG00000018246
mola_mola ENSMMOG00000020278
gasterosteus_aculeatus ENSGACG00000004005
poecilia_mexicana ENSPMEG00000010503
poecilia_latipinna ENSPLAG00000003320
gambusia_affinis ENSGAFG00000011465
xiphophorus_maculatus ENSXMAG00000021096
xiphophorus_couchianus ENSXCOG00000005495
fundulus_heteroclitus ENSFHEG00000004684
cyprinodon_variegatus ENSCVAG00000010137
scophthalmus_maximus ENSSMAG00000012255
anabas_testudineus ENSATEG00000014360
mastacembelus_armatus ENSMAMG00000006600
amphiprion_ocellaris ENSAOCG00000004687
amphiprion_percula ENSAPEG00000001359
stegastes_partitus ENSSPAG00000004425
seriola_lalandi_dorsalis ENSSLDG00000012043
seriola_dumerili ENSSDUG00000000251
amphilophus_citrinellus ENSACIG00000023066
astyanax_mexicanus ENSAMXG00000035489
pygocentrus_nattereri ENSPNAG00000000727
prolemur_simus ENSPSMG00000010899
otolemur_garnettii ENSOGAG00000034922
macaca_fascicularis ENSMFAG00000000638
macaca_mulatta ENSMMUG00000009927
theropithecus_gelada ENSTGEG00000025821
chlorocebus_sabaeus ENSCSAG00000019574
piliocolobus_tephrosceles ENSPTEG00000003493
colobus_angolensis_palliatus ENSCANG00000029669
rhinopithecus_bieti ENSRBIG00000034968
pongo_abelii ENSPPYG00000029641
pan_paniscus ENSPPAG00000035248
homo_sapiens ENSG00000119669
gorilla_gorilla ENSGGOG00000002839
aotus_nancymaae ENSANAG00000035506
saimiri_boliviensis_boliviensis ENSSBOG00000034123
callithrix_jacchus ENSCJAG00000016689
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002624
fukomys_damarensis ENSFDAG00000011487
cavia_porcellus ENSCPOG00000026021
urocitellus_parryii ENSUPAG00010013317
ictidomys_tridecemlineatus ENSSTOG00000026594
castor_canadensis ENSCCNG00000018242
dipodomys_ordii ENSDORG00000001062
mus_spicilegus ENSMSIG00000011957
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034168
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017980
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029739
rattus_norvegicus ENSRNOG00000011026
meriones_unguiculatus ENSMUGG00000021127
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024769
cricetulus_griseus_crigri_1.0 ENSCGRG00000019383
cricetulus_griseus_crigri-picr ENSCGRG00015002248
mesocricetus_auratus ENSMAUG00000002452
peromyscus_maniculatus_bairdii ENSPEMG00000008312
microtus_ochrogaster ENSMOCG00000007745
nannospalax_galili ENSNGAG00000015769
pteropus_vampyrus ENSPVAG00000000406
myotis_lucifugus ENSMLUG00000017538
ursus_americanus ENSUAMG00000011783
ailuropoda_melanoleuca ENSAMEG00000018362
neovison_vison ENSNVIG00000014603
mustela_putorius_furo ENSMPUG00000008947
canis_lupus_dingo ENSCAFG00020001610
canis_lupus_familiaris ENSCAFG00000017158
vulpes_vulpes ENSVVUG00000003200
felis_catus ENSFCAG00000043515
panthera_pardus ENSPPRG00000018030
tursiops_truncatus ENSTTRG00000012149
sus_scrofa ENSSSCG00000002392
bos_taurus ENSBTAG00000025329
bos_mutus ENSBMUG00000003793
bison_bison_bison ENSBBBG00000021163
capra_hircus ENSCHIG00000010927
ovis_aries ENSOARG00000002269
equus_asinus_asinus ENSEASG00005020031
equus_caballus ENSECAG00000009757
dasypus_novemcinctus ENSDNOG00000043798
dasypus_novemcinctus ENSDNOG00000047368
oryctolagus_cuniculus ENSOCUG00000026623
procavia_capensis ENSPCAG00000007621
loxodonta_africana ENSLAFG00000027181
phascolarctos_cinereus ENSPCIG00000036236
monodelphis_domestica ENSMODG00000005530
sarcophilus_harrisii ENSSHAG00000010602
gopherus_agassizii ENSGAGG00000020475
chelonoidis_abingdonii ENSCABG00000022794
pelodiscus_sinensis ENSPSIG00000000390
sphenodon_punctatus ENSSPUG00000009748
nothoprocta_perdicaria ENSNPEG00000011613
dromaius_novaehollandiae ENSDNVG00000002887
apteryx_haastii ENSAHAG00000009508
apteryx_rowi ENSARWG00000011986
apteryx_owenii ENSAOWG00000003745
lepidothrix_coronata ENSLCOG00000005711
manacus_vitellinus ENSMVIG00005003816
taeniopygia_guttata ENSTGUG00000012271
lonchura_striata_domestica ENSLSDG00000002860
junco_hyemalis ENSJHYG00000011840
ficedula_albicollis ENSFALG00000006454
melopsittacus_undulatus ENSMUNG00000009353
calidris_pygmaea ENSCPGG00000002919
calidris_pugnax ENSCPUG00000019449
anser_brachyrhynchus ENSABRG00000002202
anas_platyrhynchos_platyrhynchos ENSAPLG00000029704
gallus_gallus ENSGALG00000041616
meleagris_gallopavo ENSMGAG00000012832
coturnix_japonica ENSCJPG00005019274
numida_meleagris ENSNMEG00000022393
notechis_scutatus ENSNSUG00000001818
pogona_vitticeps ENSPVIG00000020154
salvator_merianae ENSSMRG00000012494
xenopus_tropicalis ENSXETG00000011067
latimeria_chalumnae ENSLACG00000018858
esox_lucius ENSELUG00000003017
danio_rerio ENSDARG00000004297
paramormyrops_kingsleyae ENSPKIG00000015527
scleropages_formosus ENSSFOG00015019340
eptatretus_burgeri ENSEBUG00000000627
eptatretus_burgeri ENSEBUG00000016035
