xiphophorus_couchianus ENSXCOG00000014544
xiphophorus_maculatus ENSXMAG00000012295
gambusia_affinis ENSGAFG00000017384
gambusia_affinis ENSGAFG00000017392
poecilia_formosa ENSPFOG00000004196
poecilia_latipinna ENSPLAG00000002690
poecilia_mexicana ENSPMEG00000005398
poecilia_reticulata ENSPREG00000000335
fundulus_heteroclitus ENSFHEG00000010876
cyprinodon_variegatus ENSCVAG00000009125
kryptolebias_marmoratus ENSKMAG00000018683
pundamilia_nyererei ENSPNYG00000004228
haplochromis_burtoni ENSHBUG00000015215
astatotilapia_calliptera ENSACLG00000024101
maylandia_zebra ENSMZEG00005004496
neolamprologus_brichardi ENSNBRG00000001227
oreochromis_niloticus ENSONIG00000016404
amphilophus_citrinellus ENSACIG00000014491
amphiprion_percula ENSAPEG00000007465
amphiprion_ocellaris ENSAOCG00000001385
acanthochromis_polyacanthus ENSAPOG00000010155
stegastes_partitus ENSSPAG00000021051
monopterus_albus ENSMALG00000003678
mastacembelus_armatus ENSMAMG00000013020
anabas_testudineus ENSATEG00000010580
seriola_lalandi_dorsalis ENSSLDG00000015643
seriola_dumerili ENSSDUG00000008584
scophthalmus_maximus ENSSMAG00000002908
labrus_bergylta ENSLBEG00000017700
gasterosteus_aculeatus ENSGACG00000018832
mola_mola ENSMMOG00000021522
periophthalmus_magnuspinnatus ENSPMGG00000023590
esox_lucius ENSELUG00000014579
pygocentrus_nattereri ENSPNAG00000024738
astyanax_mexicanus ENSAMXG00000019442
danio_rerio ENSDARG00000011983
scleropages_formosus ENSSFOG00015019592
paramormyrops_kingsleyae ENSPKIG00000015273
lepisosteus_oculatus ENSLOCG00000009961
pogona_vitticeps ENSPVIG00000005957
anolis_carolinensis ENSACAG00000016953
notechis_scutatus ENSNSUG00000017837
salvator_merianae ENSSMRG00000004951
gopherus_agassizii ENSGAGG00000011980
chrysemys_picta_bellii ENSCPBG00000011817
pelodiscus_sinensis ENSPSIG00000008343
latimeria_chalumnae ENSLACG00000015950
