myotis_lucifugus ENSMLUG00000007022
ursus_americanus ENSUAMG00000010300
ochotona_princeps ENSOPRG00000016107
oryctolagus_cuniculus ENSOCUG00000021416
dasypus_novemcinctus ENSDNOG00000041134
loxodonta_africana ENSLAFG00000004303
procavia_capensis ENSPCAG00000002985
echinops_telfairi ENSETEG00000019376
dasypus_novemcinctus ENSDNOG00000002919
choloepus_hoffmanni ENSCHOG00000010578
equus_asinus_asinus ENSEASG00005023291
equus_caballus ENSECAG00000020949
pteropus_vampyrus ENSPVAG00000003629
capra_hircus ENSCHIG00000017687
ovis_aries ENSOARG00000014351
bos_taurus ENSBTAG00000007962
bos_mutus ENSBMUG00000009140
sus_scrofa ENSSSCG00000007478
tursiops_truncatus ENSTTRG00000007742
ailuropoda_melanoleuca ENSAMEG00000013268
ursus_maritimus ENSUMAG00000024314
mustela_putorius_furo ENSMPUG00000017544
neovison_vison ENSNVIG00000006242
canis_lupus_dingo ENSCAFG00020017722
canis_lupus_familiaris ENSCAFG00000011659
vulpes_vulpes ENSVVUG00000022659
panthera_pardus ENSPPRG00000008193
panthera_tigris_altaica ENSPTIG00000010238
felis_catus ENSFCAG00000022069
erinaceus_europaeus ENSEEUG00000003931
propithecus_coquereli ENSPCOG00000024229
prolemur_simus ENSPSMG00000013024
microcebus_murinus ENSMICG00000000026
otolemur_garnettii ENSOGAG00000013793
pan_troglodytes ENSPTRG00000013629
pan_paniscus ENSPPAG00000030836
homo_sapiens ENSG00000054793
gorilla_gorilla ENSGGOG00000016586
pongo_abelii ENSPPYG00000011136
nomascus_leucogenys ENSNLEG00000007005
macaca_mulatta ENSMMUG00000000918
macaca_nemestrina ENSMNEG00000023182
macaca_fascicularis ENSMFAG00000001634
theropithecus_gelada ENSTGEG00000014681
papio_anubis ENSPANG00000023209
mandrillus_leucophaeus ENSMLEG00000031475
cercocebus_atys ENSCATG00000044505
chlorocebus_sabaeus ENSCSAG00000015260
rhinopithecus_roxellana ENSRROG00000041159
rhinopithecus_bieti ENSRBIG00000028855
piliocolobus_tephrosceles ENSPTEG00000011940
colobus_angolensis_palliatus ENSCANG00000029461
saimiri_boliviensis_boliviensis ENSSBOG00000018293
cebus_capucinus_imitator ENSCCAG00000027234
callithrix_jacchus ENSCJAG00000000586
aotus_nancymaae ENSANAG00000032631
castor_canadensis ENSCCNG00000030702
dipodomys_ordii ENSDORG00000008732
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027546
mus_spicilegus ENSMSIG00000028391
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025642
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024722
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026163
rattus_norvegicus ENSRNOG00000049484
meriones_unguiculatus ENSMUGG00000026382
cricetulus_griseus_crigri-picr ENSCGRG00015017820
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017172
cricetulus_griseus_crigri_1.0 ENSCGRG00000016667
mesocricetus_auratus ENSMAUG00000004916
microtus_ochrogaster ENSMOCG00000016994
peromyscus_maniculatus_bairdii ENSPEMG00000022700
nannospalax_galili ENSNGAG00000000818
jaculus_jaculus ENSJJAG00000014602
chinchilla_lanigera ENSCLAG00000010633
octodon_degus ENSODEG00000006908
cavia_aperea ENSCAPG00000013053
cavia_porcellus ENSCPOG00000012747
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009412
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003536
fukomys_damarensis ENSFDAG00000008773
urocitellus_parryii ENSUPAG00010000794
ictidomys_tridecemlineatus ENSSTOG00000024149
spermophilus_dauricus ENSSDAG00000006502
marmota_marmota_marmota ENSMMMG00000007891
tupaia_belangeri ENSTBEG00000005130
carlito_syrichta ENSTSYG00000008489
apteryx_rowi ENSARWG00000007092
apteryx_haastii ENSAHAG00000012160
apteryx_owenii ENSAOWG00000001202
dromaius_novaehollandiae ENSDNVG00000003483
nothoprocta_perdicaria ENSNPEG00000010901
calidris_pygmaea ENSCPGG00000006387
calidris_pugnax ENSCPUG00000005376
melopsittacus_undulatus ENSMUNG00000011309
lepidothrix_coronata ENSLCOG00000007442
manacus_vitellinus ENSMVIG00005003759
taeniopygia_guttata ENSTGUG00000008565
lonchura_striata_domestica ENSLSDG00000002699
junco_hyemalis ENSJHYG00000008444
zonotrichia_albicollis ENSZALG00000014898
ficedula_albicollis ENSFALG00000013078
parus_major ENSPMJG00000009140
cyanistes_caeruleus ENSCCEG00000009515
anas_platyrhynchos_platyrhynchos ENSAPLG00000029064
serinus_canaria ENSSCAG00000015455
anser_brachyrhynchus ENSABRG00000021425
anas_platyrhynchos_platyrhynchos ENSAPLG00000006598
serinus_canaria ENSSCAG00000015481
gallus_gallus ENSGALG00000007912
coturnix_japonica ENSCJPG00005007291
meleagris_gallopavo ENSMGAG00000009308
numida_meleagris ENSNMEG00000000980
crocodylus_porosus ENSCPRG00005004681
chelonoidis_abingdonii ENSCABG00000016759
gopherus_agassizii ENSGAGG00000015324
chrysemys_picta_bellii ENSCPBG00000014994
pelodiscus_sinensis ENSPSIG00000009087
anolis_carolinensis ENSACAG00000006130
anolis_carolinensis ENSACAG00000012763
pogona_vitticeps ENSPVIG00000024517
notechis_scutatus ENSNSUG00000014315
salvator_merianae ENSSMRG00000005841
sphenodon_punctatus ENSSPUG00000018227
latimeria_chalumnae ENSLACG00000012947
xenopus_tropicalis ENSXETG00000012313
ornithorhynchus_anatinus ENSOANG00000008668
notamacropus_eugenii ENSMEUG00000009487
phascolarctos_cinereus ENSPCIG00000022842
sarcophilus_harrisii ENSSHAG00000018099
monodelphis_domestica ENSMODG00000016381
hippocampus_comes ENSHCOG00000008564
periophthalmus_magnuspinnatus ENSPMGG00000022552
gasterosteus_aculeatus ENSGACG00000011089
labrus_bergylta ENSLBEG00000019835
takifugu_rubripes ENSTRUG00000006638
tetraodon_nigroviridis ENSTNIG00000012461
mola_mola ENSMMOG00000014927
mastacembelus_armatus ENSMAMG00000005239
monopterus_albus ENSMALG00000018739
anabas_testudineus ENSATEG00000024485
seriola_dumerili ENSSDUG00000004689
seriola_lalandi_dorsalis ENSSLDG00000004848
astatotilapia_calliptera ENSACLG00000017726
maylandia_zebra ENSMZEG00005023425
haplochromis_burtoni ENSHBUG00000007373
pundamilia_nyererei ENSPNYG00000021768
oreochromis_niloticus ENSONIG00000016554
neolamprologus_brichardi ENSNBRG00000001749
amphilophus_citrinellus ENSACIG00000017323
kryptolebias_marmoratus ENSKMAG00000002365
amphiprion_percula ENSAPEG00000000780
amphiprion_ocellaris ENSAOCG00000023659
acanthochromis_polyacanthus ENSAPOG00000001055
stegastes_partitus ENSSPAG00000002005
scophthalmus_maximus ENSSMAG00000019156
cynoglossus_semilaevis ENSCSEG00000014615
poecilia_formosa ENSPFOG00000001090
poecilia_latipinna ENSPLAG00000008852
poecilia_mexicana ENSPMEG00000008637
poecilia_reticulata ENSPREG00000021080
xiphophorus_maculatus ENSXMAG00000024976
xiphophorus_couchianus ENSXCOG00000015473
gambusia_affinis ENSGAFG00000019924
fundulus_heteroclitus ENSFHEG00000014171
cyprinodon_variegatus ENSCVAG00000010769
oryzias_latipes_asm223467v1 ENSORLG00000016166
oryzias_latipes_asm223471v1 ENSORLG00020000933
oryzias_latipes_asm223469v1 ENSORLG00015002235
oryzias_melastigma ENSOMEG00000017259
gadus_morhua ENSGMOG00000003768
esox_lucius ENSELUG00000005760
astyanax_mexicanus ENSAMXG00000001261
