oryzias_latipes_asm223471v1 ENSORLG00020000065
poecilia_mexicana ENSPMEG00000015931
haplochromis_burtoni ENSHBUG00000000046
takifugu_rubripes ENSTRUG00000022772
oryzias_latipes_asm223467v1 ENSORLG00000026720
oryzias_latipes_asm223469v1 ENSORLG00015005110
oryzias_melastigma ENSOMEG00000022833
tetraodon_nigroviridis ENSTNIG00000019747
tetraodon_nigroviridis ENSTNIG00000002232
periophthalmus_magnuspinnatus ENSPMGG00000001375
monopterus_albus ENSMALG00000004508
cynoglossus_semilaevis ENSCSEG00000013339
hippocampus_comes ENSHCOG00000019285
poecilia_formosa ENSPFOG00000007861
poecilia_latipinna ENSPLAG00000012337
fundulus_heteroclitus ENSFHEG00000009887
cyprinodon_variegatus ENSCVAG00000015785
labrus_bergylta ENSLBEG00000000334
gasterosteus_aculeatus ENSGACG00000006904
astatotilapia_calliptera ENSACLG00000020650
maylandia_zebra ENSMZEG00005011044
pundamilia_nyererei ENSPNYG00000015883
amphilophus_citrinellus ENSACIG00000001560
amphiprion_ocellaris ENSAOCG00000016928
amphiprion_percula ENSAPEG00000012407
stegastes_partitus ENSSPAG00000007674
kryptolebias_marmoratus ENSKMAG00000001257
anabas_testudineus ENSATEG00000001797
scleropages_formosus ENSSFOG00015022907
felis_catus ENSFCAG00000044942
neovison_vison ENSNVIG00000000979
panthera_pardus ENSPPRG00000013094
panthera_tigris_altaica ENSPTIG00000017877
canis_lupus_familiaris ENSCAFG00000004600
bos_mutus ENSBMUG00000007835
bos_taurus ENSBTAG00000051524
bison_bison_bison ENSBBBG00000023651
sus_scrofa ENSSSCG00000040405
equus_caballus ENSECAG00000040040
equus_asinus_asinus ENSEASG00005017029
papio_anubis ENSPANG00000036191
chlorocebus_sabaeus ENSCSAG00000017782
cercocebus_atys ENSCATG00000045178
macaca_nemestrina ENSMNEG00000042638
piliocolobus_tephrosceles ENSPTEG00000027108
pan_troglodytes ENSPTRG00000049445
homo_sapiens ENSG00000151778
gorilla_gorilla ENSGGOG00000044163
nomascus_leucogenys ENSNLEG00000029213
saimiri_boliviensis_boliviensis ENSSBOG00000023986
macaca_fascicularis ENSMFAG00000032491
rhinopithecus_bieti ENSRBIG00000036349
pongo_abelii ENSPPYG00000005329
cebus_capucinus_imitator ENSCCAG00000037728
colobus_angolensis_palliatus ENSCANG00000027882
rhinopithecus_roxellana ENSRROG00000021578
mandrillus_leucophaeus ENSMLEG00000028135
pan_paniscus ENSPPAG00000041381
aotus_nancymaae ENSANAG00000031311
callithrix_jacchus ENSCJAG00000044269
carlito_syrichta ENSTSYG00000032729
castor_canadensis ENSCCNG00000023871
dipodomys_ordii ENSDORG00000028153
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003151
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018907
octodon_degus ENSODEG00000007267
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000052584
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020420
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019524
mus_spicilegus ENSMSIG00000021792
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030542
mesocricetus_auratus ENSMAUG00000019897
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003518
microtus_ochrogaster ENSMOCG00000022234
nannospalax_galili ENSNGAG00000007577
jaculus_jaculus ENSJJAG00000021557
urocitellus_parryii ENSUPAG00010004099
prolemur_simus ENSPSMG00000009504
microcebus_murinus ENSMICG00000047343
propithecus_coquereli ENSPCOG00000015434
cricetulus_griseus_crigri-picr ENSCGRG00015002881
rattus_norvegicus ENSRNOG00000038228
otolemur_garnettii ENSOGAG00000012505
theropithecus_gelada ENSTGEG00000001774
macaca_mulatta ENSMMUG00000044916
ochotona_princeps ENSOPRG00000004710
erinaceus_europaeus ENSEEUG00000001042
procavia_capensis ENSPCAG00000005331
mustela_putorius_furo ENSMPUG00000001672
ursus_americanus ENSUAMG00000009512
capra_hircus ENSCHIG00000017254
oryctolagus_cuniculus ENSOCUG00000016375
canis_lupus_dingo ENSCAFG00020018773
loxodonta_africana ENSLAFG00000000162
notamacropus_eugenii ENSMEUG00000012939
phascolarctos_cinereus ENSPCIG00000031615
monodelphis_domestica ENSMODG00000014901
chelonoidis_abingdonii ENSCABG00000019578
gopherus_agassizii ENSGAGG00000007964
chrysemys_picta_bellii ENSCPBG00000008055
crocodylus_porosus ENSCPRG00005001533
xenopus_tropicalis ENSXETG00000026808
monopterus_albus ENSMALG00000005105
mastacembelus_armatus ENSMAMG00000010808
oryzias_melastigma ENSOMEG00000006999
amphiprion_ocellaris ENSAOCG00000015501
amphiprion_percula ENSAPEG00000020820
acanthochromis_polyacanthus ENSAPOG00000002475
scophthalmus_maximus ENSSMAG00000005406
haplochromis_burtoni ENSHBUG00000017210
astatotilapia_calliptera ENSACLG00000005364
oreochromis_niloticus ENSONIG00000007495
amphilophus_citrinellus ENSACIG00000003880
seriola_dumerili ENSSDUG00000023065
gasterosteus_aculeatus ENSGACG00000001111
mola_mola ENSMMOG00000011114
anabas_testudineus ENSATEG00000016865
hippocampus_comes ENSHCOG00000009099
poecilia_mexicana ENSPMEG00000001592
poecilia_formosa ENSPFOG00000016228
poecilia_latipinna ENSPLAG00000004415
xiphophorus_maculatus ENSXMAG00000014946
gambusia_affinis ENSGAFG00000020407
labrus_bergylta ENSLBEG00000013657
labrus_bergylta ENSLBEG00000018401
takifugu_rubripes ENSTRUG00000019569
maylandia_zebra ENSMZEG00005021067
pundamilia_nyererei ENSPNYG00000010648
neolamprologus_brichardi ENSNBRG00000023186
stegastes_partitus ENSSPAG00000002704
xiphophorus_couchianus ENSXCOG00000008272
fundulus_heteroclitus ENSFHEG00000011911
hippocampus_comes ENSHCOG00000009055
hippocampus_comes ENSHCOG00000016929
periophthalmus_magnuspinnatus ENSPMGG00000016517
gadus_morhua ENSGMOG00000017697
astyanax_mexicanus ENSAMXG00000020104
ictalurus_punctatus ENSIPUG00000004408
danio_rerio ENSDARG00000039008
scleropages_formosus ENSSFOG00015022388
paramormyrops_kingsleyae ENSPKIG00000022187
lepisosteus_oculatus ENSLOCG00000013662
salvator_merianae ENSSMRG00000001511
astyanax_mexicanus ENSAMXG00000029067
astyanax_mexicanus ENSAMXG00000038503
pygocentrus_nattereri ENSPNAG00000006130
ictalurus_punctatus ENSIPUG00000022264
danio_rerio ENSDARG00000094003
paramormyrops_kingsleyae ENSPKIG00000007422
lepisosteus_oculatus ENSLOCG00000005623
latimeria_chalumnae ENSLACG00000022145
eptatretus_burgeri ENSEBUG00000008221
