gasterosteus_aculeatus ENSGACG00000001498
labrus_bergylta ENSLBEG00000020315
mola_mola ENSMMOG00000021684
takifugu_rubripes ENSTRUG00000015205
amphiprion_ocellaris ENSAOCG00000003585
amphiprion_percula ENSAPEG00000013498
acanthochromis_polyacanthus ENSAPOG00000018673
stegastes_partitus ENSSPAG00000017466
haplochromis_burtoni ENSHBUG00000010645
pundamilia_nyererei ENSPNYG00000019680
maylandia_zebra ENSMZEG00005013445
astatotilapia_calliptera ENSACLG00000018004
neolamprologus_brichardi ENSNBRG00000022227
oreochromis_niloticus ENSONIG00000020438
amphilophus_citrinellus ENSACIG00000016994
xiphophorus_maculatus ENSXMAG00000019907
xiphophorus_couchianus ENSXCOG00000008784
gambusia_affinis ENSGAFG00000009999
poecilia_mexicana ENSPMEG00000012721
poecilia_formosa ENSPFOG00000020367
poecilia_latipinna ENSPLAG00000010301
poecilia_reticulata ENSPREG00000002236
cyprinodon_variegatus ENSCVAG00000007603
fundulus_heteroclitus ENSFHEG00000014910
kryptolebias_marmoratus ENSKMAG00000008395
oryzias_latipes_asm223471v1 ENSORLG00020010764
oryzias_latipes_asm223467v1 ENSORLG00000019928
oryzias_latipes_asm223469v1 ENSORLG00015007222
oryzias_melastigma ENSOMEG00000006454
scophthalmus_maximus ENSSMAG00000020866
cynoglossus_semilaevis ENSCSEG00000001427
seriola_dumerili ENSSDUG00000016660
seriola_lalandi_dorsalis ENSSLDG00000024607
monopterus_albus ENSMALG00000021048
mastacembelus_armatus ENSMAMG00000023668
anabas_testudineus ENSATEG00000011130
hippocampus_comes ENSHCOG00000017438
periophthalmus_magnuspinnatus ENSPMGG00000010183
gadus_morhua ENSGMOG00000001202
esox_lucius ENSELUG00000002229
pygocentrus_nattereri ENSPNAG00000016897
astyanax_mexicanus ENSAMXG00000026058
ictalurus_punctatus ENSIPUG00000017474
danio_rerio ENSDARG00000017657
paramormyrops_kingsleyae ENSPKIG00000005314
scleropages_formosus ENSSFOG00015022741
lepisosteus_oculatus ENSLOCG00000017936
gopherus_agassizii ENSGAGG00000002969
chelonoidis_abingdonii ENSCABG00000008844
chrysemys_picta_bellii ENSCPBG00000021275
pelodiscus_sinensis ENSPSIG00000003596
crocodylus_porosus ENSCPRG00005000052
pogona_vitticeps ENSPVIG00000002472
anolis_carolinensis ENSACAG00000005927
notechis_scutatus ENSNSUG00000013952
salvator_merianae ENSSMRG00000004463
apteryx_haastii ENSAHAG00000018978
apteryx_owenii ENSAOWG00000009396
dromaius_novaehollandiae ENSDNVG00000012299
nothoprocta_perdicaria ENSNPEG00000007800
calidris_pygmaea ENSCPGG00000018926
calidris_pugnax ENSCPUG00000010972
melopsittacus_undulatus ENSMUNG00000008350
ficedula_albicollis ENSFALG00000014589
lonchura_striata_domestica ENSLSDG00000005527
junco_hyemalis ENSJHYG00000016929
parus_major ENSPMJG00000017565
lepidothrix_coronata ENSLCOG00000007869
manacus_vitellinus ENSMVIG00005017124
anser_brachyrhynchus ENSABRG00000008712
anas_platyrhynchos_platyrhynchos ENSAPLG00000026419
numida_meleagris ENSNMEG00000012618
coturnix_japonica ENSCJPG00005016655
pan_paniscus ENSPPAG00000021693
pan_troglodytes ENSPTRG00000001940
gorilla_gorilla ENSGGOG00000006210
homo_sapiens ENSG00000162757
nomascus_leucogenys ENSNLEG00000001955
macaca_fascicularis ENSMFAG00000030051
macaca_nemestrina ENSMNEG00000011996
macaca_mulatta ENSMMUG00000047787
cercocebus_atys ENSCATG00000014920
mandrillus_leucophaeus ENSMLEG00000025825
theropithecus_gelada ENSTGEG00000009654
papio_anubis ENSPANG00000000320
chlorocebus_sabaeus ENSCSAG00000000261
rhinopithecus_roxellana ENSRROG00000004275
rhinopithecus_bieti ENSRBIG00000014061
piliocolobus_tephrosceles ENSPTEG00000036820
colobus_angolensis_palliatus ENSCANG00000013110
saimiri_boliviensis_boliviensis ENSSBOG00000012130
saimiri_boliviensis_boliviensis ENSSBOG00000005244
cebus_capucinus_imitator ENSCCAG00000019533
callithrix_jacchus ENSCJAG00000023136
aotus_nancymaae ENSANAG00000018178
prolemur_simus ENSPSMG00000015201
otolemur_garnettii ENSOGAG00000010706
tupaia_belangeri ENSTBEG00000017423
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000079144
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015866
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015066
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028298
rattus_norvegicus ENSRNOG00000005558
meriones_unguiculatus ENSMUGG00000015285
peromyscus_maniculatus_bairdii ENSPEMG00000022277
microtus_ochrogaster ENSMOCG00000003288
cricetulus_griseus_crigri-picr ENSCGRG00015017112
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002638
nannospalax_galili ENSNGAG00000010551
jaculus_jaculus ENSJJAG00000009624
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008197
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014342
fukomys_damarensis ENSFDAG00000016286
chinchilla_lanigera ENSCLAG00000004768
castor_canadensis ENSCCNG00000003319
castor_canadensis ENSCCNG00000016952
castor_canadensis ENSCCNG00000025081
dipodomys_ordii ENSDORG00000008890
ictidomys_tridecemlineatus ENSSTOG00000016543
urocitellus_parryii ENSUPAG00010016689
spermophilus_dauricus ENSSDAG00000005696
marmota_marmota_marmota ENSMMMG00000001035
oryctolagus_cuniculus ENSOCUG00000004033
ochotona_princeps ENSOPRG00000014288
bos_mutus ENSBMUG00000006882
bos_taurus ENSBTAG00000002848
bison_bison_bison ENSBBBG00000013725
ovis_aries ENSOARG00000004302
capra_hircus ENSCHIG00000021606
tursiops_truncatus ENSTTRG00000001120
sus_scrofa ENSSSCG00000015613
equus_caballus ENSECAG00000003211
equus_asinus_asinus ENSEASG00005002695
ursus_maritimus ENSUMAG00000021308
ursus_americanus ENSUAMG00000016527
ailuropoda_melanoleuca ENSAMEG00000018852
canis_lupus_dingo ENSCAFG00020013238
canis_lupus_familiaris ENSCAFG00000030526
vulpes_vulpes ENSVVUG00000009443
mustela_putorius_furo ENSMPUG00000018727
panthera_pardus ENSPPRG00000021598
panthera_tigris_altaica ENSPTIG00000001704
felis_catus ENSFCAG00000015137
myotis_lucifugus ENSMLUG00000004506
choloepus_hoffmanni ENSCHOG00000010394
dasypus_novemcinctus ENSDNOG00000001691
procavia_capensis ENSPCAG00000006448
notamacropus_eugenii ENSMEUG00000013551
phascolarctos_cinereus ENSPCIG00000028246
sarcophilus_harrisii ENSSHAG00000011324
monodelphis_domestica ENSMODG00000024754
xenopus_tropicalis ENSXETG00000001540
latimeria_chalumnae ENSLACG00000018603
