tetraodon_nigroviridis ENSTNIG00000010781
takifugu_rubripes ENSTRUG00000006002
mola_mola ENSMMOG00000007829
gasterosteus_aculeatus ENSGACG00000020296
cynoglossus_semilaevis ENSCSEG00000011026
seriola_dumerili ENSSDUG00000015726
seriola_lalandi_dorsalis ENSSLDG00000018059
labrus_bergylta ENSLBEG00000002025
scophthalmus_maximus ENSSMAG00000019304
amphiprion_ocellaris ENSAOCG00000005081
amphiprion_percula ENSAPEG00000008835
acanthochromis_polyacanthus ENSAPOG00000022979
stegastes_partitus ENSSPAG00000008482
mastacembelus_armatus ENSMAMG00000008897
monopterus_albus ENSMALG00000015322
anabas_testudineus ENSATEG00000008652
xiphophorus_maculatus ENSXMAG00000004921
xiphophorus_couchianus ENSXCOG00000005896
gambusia_affinis ENSGAFG00000013190
poecilia_formosa ENSPFOG00000019139
poecilia_mexicana ENSPMEG00000001193
poecilia_latipinna ENSPLAG00000007623
poecilia_reticulata ENSPREG00000001845
fundulus_heteroclitus ENSFHEG00000005419
cyprinodon_variegatus ENSCVAG00000009127
kryptolebias_marmoratus ENSKMAG00000010969
oryzias_latipes_asm223471v1 ENSORLG00020020562
oryzias_latipes_asm223467v1 ENSORLG00000010312
oryzias_latipes_asm223469v1 ENSORLG00015003140
oryzias_melastigma ENSOMEG00000007364
astatotilapia_calliptera ENSACLG00000008484
maylandia_zebra ENSMZEG00005013784
haplochromis_burtoni ENSHBUG00000022236
pundamilia_nyererei ENSPNYG00000019578
neolamprologus_brichardi ENSNBRG00000013022
oreochromis_niloticus ENSONIG00000001825
amphilophus_citrinellus ENSACIG00000014338
hippocampus_comes ENSHCOG00000020960
hippocampus_comes ENSHCOG00000020974
periophthalmus_magnuspinnatus ENSPMGG00000011688
gadus_morhua ENSGMOG00000017296
esox_lucius ENSELUG00000000538
pygocentrus_nattereri ENSPNAG00000010136
astyanax_mexicanus ENSAMXG00000034396
ictalurus_punctatus ENSIPUG00000010364
danio_rerio ENSDARG00000105287
paramormyrops_kingsleyae ENSPKIG00000008395
scleropages_formosus ENSSFOG00015009567
lepisosteus_oculatus ENSLOCG00000013734
latimeria_chalumnae ENSLACG00000013850
apteryx_owenii ENSAOWG00000015656
apteryx_rowi ENSARWG00000013940
apteryx_haastii ENSAHAG00000016829
dromaius_novaehollandiae ENSDNVG00000018009
nothoprocta_perdicaria ENSNPEG00000009782
nothoprocta_perdicaria ENSNPEG00000009746
lonchura_striata_domestica ENSLSDG00000007295
taeniopygia_guttata ENSTGUG00000006812
zonotrichia_albicollis ENSZALG00000002505
junco_hyemalis ENSJHYG00000004798
serinus_canaria ENSSCAG00000016950
cyanistes_caeruleus ENSCCEG00000021436
parus_major ENSPMJG00000011805
ficedula_albicollis ENSFALG00000011541
lepidothrix_coronata ENSLCOG00000014710
manacus_vitellinus ENSMVIG00005003136
calidris_pygmaea ENSCPGG00000006992
calidris_pugnax ENSCPUG00000000518
melopsittacus_undulatus ENSMUNG00000012634
coturnix_japonica ENSCJPG00005010790
meleagris_gallopavo ENSMGAG00000009210
gallus_gallus ENSGALG00000005071
numida_meleagris ENSNMEG00000011495
anas_platyrhynchos_platyrhynchos ENSAPLG00000005377
anser_brachyrhynchus ENSABRG00000020339
crocodylus_porosus ENSCPRG00005000069
gopherus_agassizii ENSGAGG00000011336
chelonoidis_abingdonii ENSCABG00000013593
chrysemys_picta_bellii ENSCPBG00000005894
pelodiscus_sinensis ENSPSIG00000014074
anolis_carolinensis ENSACAG00000015502
pogona_vitticeps ENSPVIG00000005250
notechis_scutatus ENSNSUG00000000204
salvator_merianae ENSSMRG00000013159
sphenodon_punctatus ENSSPUG00000018932
phascolarctos_cinereus ENSPCIG00000016705
notamacropus_eugenii ENSMEUG00000001079
sarcophilus_harrisii ENSSHAG00000003104
monodelphis_domestica ENSMODG00000009267
castor_canadensis ENSCCNG00000014993
dipodomys_ordii ENSDORG00000013568
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034352
mus_spicilegus ENSMSIG00000013750
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031402
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033192
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031736
meriones_unguiculatus ENSMUGG00000024354
peromyscus_maniculatus_bairdii ENSPEMG00000014261
microtus_ochrogaster ENSMOCG00000000082
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000334
cricetulus_griseus_crigri_1.0 ENSCGRG00000014516
cricetulus_griseus_crigri-picr ENSCGRG00015008337
mesocricetus_auratus ENSMAUG00000017912
mesocricetus_auratus ENSMAUG00000011993
mesocricetus_auratus ENSMAUG00000000280
nannospalax_galili ENSNGAG00000017947
jaculus_jaculus ENSJJAG00000009953
spermophilus_dauricus ENSSDAG00000003562
urocitellus_parryii ENSUPAG00010002785
ictidomys_tridecemlineatus ENSSTOG00000001078
marmota_marmota_marmota ENSMMMG00000000399
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001044
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000629
fukomys_damarensis ENSFDAG00000017609
chinchilla_lanigera ENSCLAG00000000595
octodon_degus ENSODEG00000000590
cavia_porcellus ENSCPOG00000008826
cavia_aperea ENSCAPG00000016008
oryctolagus_cuniculus ENSOCUG00000012660
ochotona_princeps ENSOPRG00000005278
tupaia_belangeri ENSTBEG00000011524
pan_troglodytes ENSPTRG00000022450
pan_troglodytes ENSPTRG00000051407
pan_paniscus ENSPPAG00000040588
gorilla_gorilla ENSGGOG00000001049
homo_sapiens ENSG00000130830
pongo_abelii ENSPPYG00000020893
nomascus_leucogenys ENSNLEG00000014358
piliocolobus_tephrosceles ENSPTEG00000011501
colobus_angolensis_palliatus ENSCANG00000040803
rhinopithecus_roxellana ENSRROG00000033146
macaca_fascicularis ENSMFAG00000046162
macaca_nemestrina ENSMNEG00000040373
macaca_mulatta ENSMMUG00000005772
cercocebus_atys ENSCATG00000039189
mandrillus_leucophaeus ENSMLEG00000036568
papio_anubis ENSPANG00000013144
theropithecus_gelada ENSTGEG00000013492
chlorocebus_sabaeus ENSCSAG00000006698
cebus_capucinus_imitator ENSCCAG00000027025
saimiri_boliviensis_boliviensis ENSSBOG00000026026
callithrix_jacchus ENSCJAG00000004227
aotus_nancymaae ENSANAG00000034369
carlito_syrichta ENSTSYG00000007717
propithecus_coquereli ENSPCOG00000006163
prolemur_simus ENSPSMG00000012450
microcebus_murinus ENSMICG00000002828
otolemur_garnettii ENSOGAG00000003402
pteropus_vampyrus ENSPVAG00000009226
myotis_lucifugus ENSMLUG00000011938
canis_lupus_dingo ENSCAFG00020008744
canis_lupus_familiaris ENSCAFG00000019627
vulpes_vulpes ENSVVUG00000020728
mustela_putorius_furo ENSMPUG00000016141
neovison_vison ENSNVIG00000023597
ailuropoda_melanoleuca ENSAMEG00000002802
ursus_maritimus ENSUMAG00000017156
ursus_americanus ENSUAMG00000016729
panthera_pardus ENSPPRG00000009341
panthera_tigris_altaica ENSPTIG00000017236
felis_catus ENSFCAG00000006578
panthera_pardus ENSPPRG00000005651
felis_catus ENSFCAG00000006328
capra_hircus ENSCHIG00000014422
ovis_aries ENSOARG00000003150
bos_mutus ENSBMUG00000006975
bos_taurus ENSBTAG00000013046
tursiops_truncatus ENSTTRG00000008120
sus_scrofa ENSSSCG00000012822
sorex_araneus ENSSARG00000001863
equus_caballus ENSECAG00000009595
equus_asinus_asinus ENSEASG00005007482
loxodonta_africana ENSLAFG00000011928
procavia_capensis ENSPCAG00000015102
echinops_telfairi ENSETEG00000016099
dasypus_novemcinctus ENSDNOG00000004231
choloepus_hoffmanni ENSCHOG00000012839
sarcophilus_harrisii ENSSHAG00000002727
ornithorhynchus_anatinus ENSOANG00000008715
xenopus_tropicalis ENSXETG00000015590
eptatretus_burgeri ENSEBUG00000001481
