gallus_gallus ENSGALG00000017168
sphenodon_punctatus ENSSPUG00000015235
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042045
mus_spicilegus ENSMSIG00000003398
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033362
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032222
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015090
rattus_norvegicus ENSRNOG00000009047
meriones_unguiculatus ENSMUGG00000006870
cricetulus_griseus_crigri-picr ENSCGRG00015026417
cricetulus_griseus_crigri_1.0 ENSCGRG00000013210
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023383
mesocricetus_auratus ENSMAUG00000010169
peromyscus_maniculatus_bairdii ENSPEMG00000030736
microtus_ochrogaster ENSMOCG00000006659
dipodomys_ordii ENSDORG00000026414
jaculus_jaculus ENSJJAG00000000991
castor_canadensis ENSCCNG00000011744
urocitellus_parryii ENSUPAG00010008058
marmota_marmota_marmota ENSMMMG00000000894
spermophilus_dauricus ENSSDAG00000011650
oryzias_latipes_asm223471v1 ENSORLG00020015939
cynoglossus_semilaevis ENSCSEG00000018509
