fundulus_heteroclitus ENSFHEG00000016815
cyprinodon_variegatus ENSCVAG00000010702
xiphophorus_maculatus ENSXMAG00000006645
xiphophorus_couchianus ENSXCOG00000014901
poecilia_formosa ENSPFOG00000014037
poecilia_latipinna ENSPLAG00000001194
poecilia_mexicana ENSPMEG00000022404
poecilia_reticulata ENSPREG00000000238
gambusia_affinis ENSGAFG00000016049
kryptolebias_marmoratus ENSKMAG00000017063
oryzias_latipes_asm223471v1 ENSORLG00020021417
oryzias_latipes_asm223467v1 ENSORLG00000013814
oryzias_latipes_asm223469v1 ENSORLG00015022229
oryzias_melastigma ENSOMEG00000008925
pundamilia_nyererei ENSPNYG00000018175
haplochromis_burtoni ENSHBUG00000014985
maylandia_zebra ENSMZEG00005001809
astatotilapia_calliptera ENSACLG00000002421
oreochromis_niloticus ENSONIG00000006463
neolamprologus_brichardi ENSNBRG00000003687
amphilophus_citrinellus ENSACIG00000006183
amphiprion_percula ENSAPEG00000003525
amphiprion_ocellaris ENSAOCG00000013736
acanthochromis_polyacanthus ENSAPOG00000000014
stegastes_partitus ENSSPAG00000022982
seriola_dumerili ENSSDUG00000018298
seriola_lalandi_dorsalis ENSSLDG00000000392
scophthalmus_maximus ENSSMAG00000018239
mastacembelus_armatus ENSMAMG00000016355
monopterus_albus ENSMALG00000013986
anabas_testudineus ENSATEG00000006971
cynoglossus_semilaevis ENSCSEG00000010017
tetraodon_nigroviridis ENSTNIG00000014126
takifugu_rubripes ENSTRUG00000001515
mola_mola ENSMMOG00000000568
gasterosteus_aculeatus ENSGACG00000018513
labrus_bergylta ENSLBEG00000012277
labrus_bergylta ENSLBEG00000010827
hippocampus_comes ENSHCOG00000019366
periophthalmus_magnuspinnatus ENSPMGG00000002123
gadus_morhua ENSGMOG00000017739
esox_lucius ENSELUG00000014543
pygocentrus_nattereri ENSPNAG00000029693
astyanax_mexicanus ENSAMXG00000015289
ictalurus_punctatus ENSIPUG00000014968
danio_rerio ENSDARG00000026767
paramormyrops_kingsleyae ENSPKIG00000006353
scleropages_formosus ENSSFOG00015005327
lepisosteus_oculatus ENSLOCG00000013594
apteryx_haastii ENSAHAG00000015165
apteryx_owenii ENSAOWG00000003758
apteryx_rowi ENSARWG00000006909
dromaius_novaehollandiae ENSDNVG00000012291
nothoprocta_perdicaria ENSNPEG00000006129
anas_platyrhynchos_platyrhynchos ENSAPLG00000006588
anser_brachyrhynchus ENSABRG00000004072
gallus_gallus ENSGALG00000003650
meleagris_gallopavo ENSMGAG00000007511
coturnix_japonica ENSCJPG00005021317
numida_meleagris ENSNMEG00000004119
parus_major ENSPMJG00000017159
cyanistes_caeruleus ENSCCEG00000016933
ficedula_albicollis ENSFALG00000002360
junco_hyemalis ENSJHYG00000013702
zonotrichia_albicollis ENSZALG00000017409
serinus_canaria ENSSCAG00000013831
taeniopygia_guttata ENSTGUG00000004491
lonchura_striata_domestica ENSLSDG00000015343
lepidothrix_coronata ENSLCOG00000000070
manacus_vitellinus ENSMVIG00005011905
melopsittacus_undulatus ENSMUNG00000016937
calidris_pygmaea ENSCPGG00000015353
calidris_pugnax ENSCPUG00000019030
crocodylus_porosus ENSCPRG00005018631
gopherus_agassizii ENSGAGG00000022355
chelonoidis_abingdonii ENSCABG00000013461
chrysemys_picta_bellii ENSCPBG00000009509
pelodiscus_sinensis ENSPSIG00000007198
anolis_carolinensis ENSACAG00000000253
pogona_vitticeps ENSPVIG00000017006
notechis_scutatus ENSNSUG00000010161
salvator_merianae ENSSMRG00000004651
sphenodon_punctatus ENSSPUG00000011152
notamacropus_eugenii ENSMEUG00000003244
phascolarctos_cinereus ENSPCIG00000019293
sarcophilus_harrisii ENSSHAG00000008470
monodelphis_domestica ENSMODG00000003956
procavia_capensis ENSPCAG00000009216
echinops_telfairi ENSETEG00000009762
loxodonta_africana ENSLAFG00000002021
choloepus_hoffmanni ENSCHOG00000011318
peromyscus_maniculatus_bairdii ENSPEMG00000014781
peromyscus_maniculatus_bairdii ENSPEMG00000006648
microtus_ochrogaster ENSMOCG00000012117
