chelonoidis_abingdonii ENSCABG00000001844
gopherus_agassizii ENSGAGG00000003836
chrysemys_picta_bellii ENSCPBG00000007612
crocodylus_porosus ENSCPRG00005016147
sphenodon_punctatus ENSSPUG00000007312
anolis_carolinensis ENSACAG00000012743
pogona_vitticeps ENSPVIG00000008486
notechis_scutatus ENSNSUG00000005162
salvator_merianae ENSSMRG00000021482
latimeria_chalumnae ENSLACG00000014058
xenopus_tropicalis ENSXETG00000030776
fundulus_heteroclitus ENSFHEG00000016745
cyprinodon_variegatus ENSCVAG00000016190
poecilia_formosa ENSPFOG00000008494
poecilia_mexicana ENSPMEG00000011157
poecilia_latipinna ENSPLAG00000011201
poecilia_reticulata ENSPREG00000007830
xiphophorus_couchianus ENSXCOG00000002168
xiphophorus_maculatus ENSXMAG00000002791
gambusia_affinis ENSGAFG00000013640
kryptolebias_marmoratus ENSKMAG00000021733
oryzias_latipes_asm223469v1 ENSORLG00015011614
oryzias_latipes_asm223467v1 ENSORLG00000015667
oryzias_latipes_asm223471v1 ENSORLG00020006371
oryzias_melastigma ENSOMEG00000006646
amphiprion_ocellaris ENSAOCG00000015630
amphiprion_percula ENSAPEG00000024372
acanthochromis_polyacanthus ENSAPOG00000014674
stegastes_partitus ENSSPAG00000013649
maylandia_zebra ENSMZEG00005005701
astatotilapia_calliptera ENSACLG00000011334
haplochromis_burtoni ENSHBUG00000001394
pundamilia_nyererei ENSPNYG00000005374
oreochromis_niloticus ENSONIG00000016663
neolamprologus_brichardi ENSNBRG00000001327
amphilophus_citrinellus ENSACIG00000012774
monopterus_albus ENSMALG00000019708
mastacembelus_armatus ENSMAMG00000013139
anabas_testudineus ENSATEG00000022301
seriola_dumerili ENSSDUG00000012144
seriola_lalandi_dorsalis ENSSLDG00000008122
scophthalmus_maximus ENSSMAG00000000345
labrus_bergylta ENSLBEG00000011977
gasterosteus_aculeatus ENSGACG00000005918
takifugu_rubripes ENSTRUG00000001753
tetraodon_nigroviridis ENSTNIG00000014343
cynoglossus_semilaevis ENSCSEG00000014581
hippocampus_comes ENSHCOG00000014181
periophthalmus_magnuspinnatus ENSPMGG00000007063
gadus_morhua ENSGMOG00000011789
esox_lucius ENSELUG00000008693
pygocentrus_nattereri ENSPNAG00000012394
astyanax_mexicanus ENSAMXG00000007602
ictalurus_punctatus ENSIPUG00000018273
danio_rerio ENSDARG00000100455
paramormyrops_kingsleyae ENSPKIG00000000629
scleropages_formosus ENSSFOG00015007907
lepisosteus_oculatus ENSLOCG00000006597
gallus_gallus ENSGALG00000054125
coturnix_japonica ENSCJPG00005001514
petromyzon_marinus ENSPMAG00000009105
eptatretus_burgeri ENSEBUG00000003612
pteropus_vampyrus ENSPVAG00000010980
myotis_lucifugus ENSMLUG00000017126
equus_caballus ENSECAG00000017461
equus_asinus_asinus ENSEASG00005007616
bos_mutus ENSBMUG00000004888
bison_bison_bison ENSBBBG00000009989
ovis_aries ENSOARG00000013653
vicugna_pacos ENSVPAG00000008162
capra_hircus ENSCHIG00000023637
ovis_aries ENSOARG00000005157
bos_taurus ENSBTAG00000001834
tursiops_truncatus ENSTTRG00000014931
sus_scrofa ENSSSCG00000003195
