amphiprion_percula ENSAPEG00000009822
amphiprion_ocellaris ENSAOCG00000017624
acanthochromis_polyacanthus ENSAPOG00000001443
stegastes_partitus ENSSPAG00000000319
xiphophorus_couchianus ENSXCOG00000020904
xiphophorus_maculatus ENSXMAG00000027868
gambusia_affinis ENSGAFG00000006639
poecilia_formosa ENSPFOG00000009484
poecilia_mexicana ENSPMEG00000013462
poecilia_latipinna ENSPLAG00000006587
poecilia_reticulata ENSPREG00000004022
fundulus_heteroclitus ENSFHEG00000020458
kryptolebias_marmoratus ENSKMAG00000015326
oryzias_latipes_asm223467v1 ENSORLG00000024948
oryzias_latipes_asm223469v1 ENSORLG00015017856
oryzias_melastigma ENSOMEG00000002938
pundamilia_nyererei ENSPNYG00000011657
haplochromis_burtoni ENSHBUG00000016679
astatotilapia_calliptera ENSACLG00000021978
maylandia_zebra ENSMZEG00005012698
neolamprologus_brichardi ENSNBRG00000015219
oreochromis_niloticus ENSONIG00000015516
amphilophus_citrinellus ENSACIG00000000885
monopterus_albus ENSMALG00000012100
mastacembelus_armatus ENSMAMG00000022948
anabas_testudineus ENSATEG00000001039
seriola_lalandi_dorsalis ENSSLDG00000006825
seriola_dumerili ENSSDUG00000001692
scophthalmus_maximus ENSSMAG00000018534
labrus_bergylta ENSLBEG00000002706
mola_mola ENSMMOG00000009097
tetraodon_nigroviridis ENSTNIG00000013736
cynoglossus_semilaevis ENSCSEG00000003199
