mus_spicilegus ENSMSIG00000009395
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030102
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029731
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028703
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022454
rattus_norvegicus ENSRNOG00000007104
meriones_unguiculatus ENSMUGG00000008593
cricetulus_griseus_crigri_1.0 ENSCGRG00000013948
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019657
cricetulus_griseus_crigri-picr ENSCGRG00015018908
mesocricetus_auratus ENSMAUG00000016842
peromyscus_maniculatus_bairdii ENSPEMG00000018533
microtus_ochrogaster ENSMOCG00000002247
nannospalax_galili ENSNGAG00000010432
jaculus_jaculus ENSJJAG00000021325
castor_canadensis ENSCCNG00000025790
urocitellus_parryii ENSUPAG00010022789
ictidomys_tridecemlineatus ENSSTOG00000012015
spermophilus_dauricus ENSSDAG00000000270
marmota_marmota_marmota ENSMMMG00000007640
pteropus_vampyrus ENSPVAG00000010641
myotis_lucifugus ENSMLUG00000011987
microcebus_murinus ENSMICG00000004656
oryctolagus_cuniculus ENSOCUG00000012148
ochotona_princeps ENSOPRG00000000696
dipodomys_ordii ENSDORG00000005966
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004549
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011756
fukomys_damarensis ENSFDAG00000014163
chinchilla_lanigera ENSCLAG00000009445
octodon_degus ENSODEG00000007250
cavia_porcellus ENSCPOG00000005053
cavia_aperea ENSCAPG00000011246
tupaia_belangeri ENSTBEG00000006551
pan_troglodytes ENSPTRG00000014570
pan_paniscus ENSPPAG00000040602
gorilla_gorilla ENSGGOG00000005486
homo_sapiens ENSG00000150995
pongo_abelii ENSPPYG00000013697
nomascus_leucogenys ENSNLEG00000003382
macaca_fascicularis ENSMFAG00000044748
macaca_mulatta ENSMMUG00000012574
macaca_nemestrina ENSMNEG00000034253
theropithecus_gelada ENSTGEG00000022701
cercocebus_atys ENSCATG00000041137
mandrillus_leucophaeus ENSMLEG00000027444
papio_anubis ENSPANG00000016086
chlorocebus_sabaeus ENSCSAG00000010951
piliocolobus_tephrosceles ENSPTEG00000032572
