calidris_pugnax ENSCPUG00000007721
calidris_pygmaea ENSCPGG00000007497
parus_major ENSPMJG00000004024
lonchura_striata_domestica ENSLSDG00000002570
nothoprocta_perdicaria ENSNPEG00000009697
xenopus_tropicalis ENSXETG00000003345
anolis_carolinensis ENSACAG00000011025
pogona_vitticeps ENSPVIG00000023938
notechis_scutatus ENSNSUG00000007083
salvator_merianae ENSSMRG00000000517
sphenodon_punctatus ENSSPUG00000008028
gopherus_agassizii ENSGAGG00000008658
chelonoidis_abingdonii ENSCABG00000014449
chrysemys_picta_bellii ENSCPBG00000018015
ochotona_princeps ENSOPRG00000006576
oryctolagus_cuniculus ENSOCUG00000000915
ailuropoda_melanoleuca ENSAMEG00000005163
ursus_americanus ENSUAMG00000025482
mustela_putorius_furo ENSMPUG00000001912
neovison_vison ENSNVIG00000002530
canis_lupus_familiaris ENSCAFG00000023380
canis_lupus_dingo ENSCAFG00020022956
vulpes_vulpes ENSVVUG00000017112
panthera_tigris_altaica ENSPTIG00000019850
panthera_pardus ENSPPRG00000005051
felis_catus ENSFCAG00000002088
equus_asinus_asinus ENSEASG00005007224
equus_caballus ENSECAG00000015476
capra_hircus ENSCHIG00000017813
ovis_aries ENSOARG00000005952
bos_taurus ENSBTAG00000018002
bos_mutus ENSBMUG00000025531
bison_bison_bison ENSBBBG00000011836
tursiops_truncatus ENSTTRG00000016789
sus_scrofa ENSSSCG00000000449
pteropus_vampyrus ENSPVAG00000012124
myotis_lucifugus ENSMLUG00000001110
pan_troglodytes ENSPTRG00000005141
gorilla_gorilla ENSGGOG00000003156
pongo_abelii ENSPPYG00000004697
nomascus_leucogenys ENSNLEG00000017271
theropithecus_gelada ENSTGEG00000017657
mandrillus_leucophaeus ENSMLEG00000041563
macaca_mulatta ENSMMUG00000001180
chlorocebus_sabaeus ENSCSAG00000004736
rhinopithecus_roxellana ENSRROG00000042632
rhinopithecus_bieti ENSRBIG00000027657
piliocolobus_tephrosceles ENSPTEG00000028620
macaca_fascicularis ENSMFAG00000042770
macaca_nemestrina ENSMNEG00000022272
cercocebus_atys ENSCATG00000031460
papio_anubis ENSPANG00000010684
homo_sapiens ENSG00000178498
saimiri_boliviensis_boliviensis ENSSBOG00000020773
colobus_angolensis_palliatus ENSCANG00000035080
pan_paniscus ENSPPAG00000037059
callithrix_jacchus ENSCJAG00000006966
cebus_capucinus_imitator ENSCCAG00000034962
aotus_nancymaae ENSANAG00000030171
cebus_capucinus_imitator ENSCCAG00000019602
carlito_syrichta ENSTSYG00000030838
otolemur_garnettii ENSOGAG00000033293
propithecus_coquereli ENSPCOG00000018782
microcebus_murinus ENSMICG00000005515
prolemur_simus ENSPSMG00000021883
jaculus_jaculus ENSJJAG00000015820
loxodonta_africana ENSLAFG00000032565
ictidomys_tridecemlineatus ENSSTOG00000026285
spermophilus_dauricus ENSSDAG00000002858
urocitellus_parryii ENSUPAG00010017398
marmota_marmota_marmota ENSMMMG00000010875
dipodomys_ordii ENSDORG00000000412
mus_spicilegus ENSMSIG00000028599
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016711
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015885
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031200
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040415
rattus_norvegicus ENSRNOG00000005129
meriones_unguiculatus ENSMUGG00000008630
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000914
cricetulus_griseus_crigri_1.0 ENSCGRG00000015316
cricetulus_griseus_crigri-picr ENSCGRG00015000405
mesocricetus_auratus ENSMAUG00000019649
peromyscus_maniculatus_bairdii ENSPEMG00000010078
microtus_ochrogaster ENSMOCG00000010598
nannospalax_galili ENSNGAG00000005639
castor_canadensis ENSCCNG00000031237
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018915
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005637
fukomys_damarensis ENSFDAG00000021481
octodon_degus ENSODEG00000001975
chinchilla_lanigera ENSCLAG00000008560
phascolarctos_cinereus ENSPCIG00000023715
notamacropus_eugenii ENSMEUG00000010132
sarcophilus_harrisii ENSSHAG00000008147
ornithorhynchus_anatinus ENSOANG00000008716
xenopus_tropicalis ENSXETG00000011080
latimeria_chalumnae ENSLACG00000018364
amphiprion_ocellaris ENSAOCG00000008722
amphiprion_percula ENSAPEG00000021915
xiphophorus_couchianus ENSXCOG00000006534
cyprinodon_variegatus ENSCVAG00000005211
seriola_dumerili ENSSDUG00000011251
mola_mola ENSMMOG00000005091
scleropages_formosus ENSSFOG00015003347
paramormyrops_kingsleyae ENSPKIG00000016692
pygocentrus_nattereri ENSPNAG00000025560
astyanax_mexicanus ENSAMXG00000029886
ictalurus_punctatus ENSIPUG00000006200
danio_rerio ENSDARG00000025766
tetraodon_nigroviridis ENSTNIG00000015100
takifugu_rubripes ENSTRUG00000015669
gasterosteus_aculeatus ENSGACG00000008546
cyprinodon_variegatus ENSCVAG00000005219
fundulus_heteroclitus ENSFHEG00000022861
xiphophorus_maculatus ENSXMAG00000010629
xiphophorus_couchianus ENSXCOG00000006532
gambusia_affinis ENSGAFG00000005809
poecilia_mexicana ENSPMEG00000010418
poecilia_formosa ENSPFOG00000012343
poecilia_latipinna ENSPLAG00000000372
poecilia_reticulata ENSPREG00000022207
kryptolebias_marmoratus ENSKMAG00000006239
oryzias_latipes_asm223471v1 ENSORLG00020009631
oryzias_latipes_asm223469v1 ENSORLG00015001873
oryzias_latipes_asm223467v1 ENSORLG00000024916
oryzias_melastigma ENSOMEG00000019240
seriola_lalandi_dorsalis ENSSLDG00000005439
seriola_dumerili ENSSDUG00000011239
mastacembelus_armatus ENSMAMG00000004032
labrus_bergylta ENSLBEG00000013502
amphiprion_ocellaris ENSAOCG00000008710
amphiprion_percula ENSAPEG00000021909
acanthochromis_polyacanthus ENSAPOG00000006281
stegastes_partitus ENSSPAG00000008153
monopterus_albus ENSMALG00000017948
anabas_testudineus ENSATEG00000021146
scophthalmus_maximus ENSSMAG00000001056
cynoglossus_semilaevis ENSCSEG00000001255
mola_mola ENSMMOG00000005089
astatotilapia_calliptera ENSACLG00000003269
pundamilia_nyererei ENSPNYG00000021661
maylandia_zebra ENSMZEG00005000276
haplochromis_burtoni ENSHBUG00000023469
oreochromis_niloticus ENSONIG00000011942
