labrus_bergylta ENSLBEG00000025475
gasterosteus_aculeatus ENSGACG00000002172
mola_mola ENSMMOG00000005471
monopterus_albus ENSMALG00000012752
mastacembelus_armatus ENSMAMG00000013500
anabas_testudineus ENSATEG00000011948
seriola_lalandi_dorsalis ENSSLDG00000021675
seriola_dumerili ENSSDUG00000010546
scophthalmus_maximus ENSSMAG00000004685
amphiprion_percula ENSAPEG00000008464
amphiprion_ocellaris ENSAOCG00000014303
acanthochromis_polyacanthus ENSAPOG00000002109
stegastes_partitus ENSSPAG00000003468
maylandia_zebra ENSMZEG00005001427
astatotilapia_calliptera ENSACLG00000007229
haplochromis_burtoni ENSHBUG00000017896
pundamilia_nyererei ENSPNYG00000010109
neolamprologus_brichardi ENSNBRG00000014777
oreochromis_niloticus ENSONIG00000004455
amphilophus_citrinellus ENSACIG00000015216
poecilia_formosa ENSPFOG00000000140
poecilia_mexicana ENSPMEG00000023275
poecilia_latipinna ENSPLAG00000023812
poecilia_reticulata ENSPREG00000016261
xiphophorus_couchianus ENSXCOG00000014514
xiphophorus_maculatus ENSXMAG00000002018
gambusia_affinis ENSGAFG00000018336
fundulus_heteroclitus ENSFHEG00000005081
cyprinodon_variegatus ENSCVAG00000021571
kryptolebias_marmoratus ENSKMAG00000018206
oryzias_latipes_asm223471v1 ENSORLG00020012118
oryzias_latipes_asm223467v1 ENSORLG00000018128
oryzias_latipes_asm223469v1 ENSORLG00015000954
oryzias_melastigma ENSOMEG00000011695
takifugu_rubripes ENSTRUG00000007957
tetraodon_nigroviridis ENSTNIG00000007564
cynoglossus_semilaevis ENSCSEG00000019004
hippocampus_comes ENSHCOG00000009748
hippocampus_comes ENSHCOG00000019176
periophthalmus_magnuspinnatus ENSPMGG00000000703
gadus_morhua ENSGMOG00000000573
esox_lucius ENSELUG00000005010
pygocentrus_nattereri ENSPNAG00000005109
astyanax_mexicanus ENSAMXG00000010340
ictalurus_punctatus ENSIPUG00000002076
danio_rerio ENSDARG00000062549
scleropages_formosus ENSSFOG00015013796
paramormyrops_kingsleyae ENSPKIG00000011557
lepisosteus_oculatus ENSLOCG00000001787
pteropus_vampyrus ENSPVAG00000005886
myotis_lucifugus ENSMLUG00000002949
ursus_americanus ENSUAMG00000000273
ursus_maritimus ENSUMAG00000005196
ailuropoda_melanoleuca ENSAMEG00000016329
mustela_putorius_furo ENSMPUG00000002552
neovison_vison ENSNVIG00000014719
canis_lupus_dingo ENSCAFG00020015725
canis_lupus_familiaris ENSCAFG00000005020
vulpes_vulpes ENSVVUG00000006257
panthera_pardus ENSPPRG00000014298
panthera_tigris_altaica ENSPTIG00000007502
felis_catus ENSFCAG00000003955
tursiops_truncatus ENSTTRG00000000398
sus_scrofa ENSSSCG00000015699
vicugna_pacos ENSVPAG00000001478
capra_hircus ENSCHIG00000019884
ovis_aries ENSOARG00000011350
bos_mutus ENSBMUG00000005007
bos_taurus ENSBTAG00000008039
bison_bison_bison ENSBBBG00000012859
equus_asinus_asinus ENSEASG00005007438
equus_caballus ENSECAG00000017797
sorex_araneus ENSSARG00000007148
pan_troglodytes ENSPTRG00000012488
pan_paniscus ENSPPAG00000039483
homo_sapiens ENSG00000153086
gorilla_gorilla ENSGGOG00000009672
pongo_abelii ENSPPYG00000012810
nomascus_leucogenys ENSNLEG00000008409
mandrillus_leucophaeus ENSMLEG00000032474
cercocebus_atys ENSCATG00000034488
macaca_fascicularis ENSMFAG00000001001
macaca_mulatta ENSMMUG00000010195
macaca_nemestrina ENSMNEG00000028900
theropithecus_gelada ENSTGEG00000000872
papio_anubis ENSPANG00000012836
chlorocebus_sabaeus ENSCSAG00000016419
