takifugu_rubripes ENSTRUG00000009518
tetraodon_nigroviridis ENSTNIG00000008166
cynoglossus_semilaevis ENSCSEG00000010640
acanthochromis_polyacanthus ENSAPOG00000021061
labrus_bergylta ENSLBEG00000013602
mola_mola ENSMMOG00000003656
gasterosteus_aculeatus ENSGACG00000002662
seriola_dumerili ENSSDUG00000002324
seriola_lalandi_dorsalis ENSSLDG00000008083
scophthalmus_maximus ENSSMAG00000017519
monopterus_albus ENSMALG00000009488
mastacembelus_armatus ENSMAMG00000022971
anabas_testudineus ENSATEG00000014066
amphiprion_ocellaris ENSAOCG00000015981
amphiprion_percula ENSAPEG00000022734
acanthochromis_polyacanthus ENSAPOG00000011754
stegastes_partitus ENSSPAG00000015116
maylandia_zebra ENSMZEG00005021359
astatotilapia_calliptera ENSACLG00000023354
pundamilia_nyererei ENSPNYG00000000569
haplochromis_burtoni ENSHBUG00000021179
neolamprologus_brichardi ENSNBRG00000001354
oreochromis_niloticus ENSONIG00000014349
amphilophus_citrinellus ENSACIG00000001643
poecilia_formosa ENSPFOG00000001248
poecilia_latipinna ENSPLAG00000005233
poecilia_mexicana ENSPMEG00000010126
poecilia_reticulata ENSPREG00000014184
xiphophorus_maculatus ENSXMAG00000019194
xiphophorus_couchianus ENSXCOG00000006905
gambusia_affinis ENSGAFG00000009173
fundulus_heteroclitus ENSFHEG00000019024
cyprinodon_variegatus ENSCVAG00000006335
kryptolebias_marmoratus ENSKMAG00000014483
oryzias_latipes_asm223471v1 ENSORLG00020017504
oryzias_latipes_asm223469v1 ENSORLG00015018032
oryzias_latipes_asm223467v1 ENSORLG00000007727
oryzias_melastigma ENSOMEG00000011910
hippocampus_comes ENSHCOG00000012831
periophthalmus_magnuspinnatus ENSPMGG00000019692
gadus_morhua ENSGMOG00000019435
esox_lucius ENSELUG00000002064
astyanax_mexicanus ENSAMXG00000020613
pygocentrus_nattereri ENSPNAG00000017312
ictalurus_punctatus ENSIPUG00000007244
danio_rerio ENSDARG00000045398
scleropages_formosus ENSSFOG00015012149
paramormyrops_kingsleyae ENSPKIG00000005547
lepisosteus_oculatus ENSLOCG00000013559
anolis_carolinensis ENSACAG00000010211
pogona_vitticeps ENSPVIG00000002456
pogona_vitticeps ENSPVIG00000002460
notechis_scutatus ENSNSUG00000010692
salvator_merianae ENSSMRG00000016199
sphenodon_punctatus ENSSPUG00000001307
taeniopygia_guttata ENSTGUG00000007702
lonchura_striata_domestica ENSLSDG00000015884
serinus_canaria ENSSCAG00000004661
junco_hyemalis ENSJHYG00000011597
zonotrichia_albicollis ENSZALG00000017979
ficedula_albicollis ENSFALG00000007168
cyanistes_caeruleus ENSCCEG00000012711
parus_major ENSPMJG00000006495
lepidothrix_coronata ENSLCOG00000014994
manacus_vitellinus ENSMVIG00005005583
melopsittacus_undulatus ENSMUNG00000001985
calidris_pygmaea ENSCPGG00000018651
calidris_pugnax ENSCPUG00000015704
coturnix_japonica ENSCJPG00005014912
meleagris_gallopavo ENSMGAG00000006215
gallus_gallus ENSGALG00000039424
numida_meleagris ENSNMEG00000007581
anser_brachyrhynchus ENSABRG00000021151
anas_platyrhynchos_platyrhynchos ENSAPLG00000008057
apteryx_haastii ENSAHAG00000001372
apteryx_owenii ENSAOWG00000018384
apteryx_rowi ENSARWG00000015920
dromaius_novaehollandiae ENSDNVG00000017749
nothoprocta_perdicaria ENSNPEG00000014678
crocodylus_porosus ENSCPRG00005014774
chrysemys_picta_bellii ENSCPBG00000005168
gopherus_agassizii ENSGAGG00000002099
pelodiscus_sinensis ENSPSIG00000005998
pan_paniscus ENSPPAG00000043987
pan_troglodytes ENSPTRG00000016721
gorilla_gorilla ENSGGOG00000000958
homo_sapiens ENSG00000124275
pongo_abelii ENSPPYG00000015338
nomascus_leucogenys ENSNLEG00000011522
piliocolobus_tephrosceles ENSPTEG00000021959
colobus_angolensis_palliatus ENSCANG00000035484
rhinopithecus_bieti ENSRBIG00000034325
rhinopithecus_roxellana ENSRROG00000012643
papio_anubis ENSPANG00000014385
theropithecus_gelada ENSTGEG00000001439
cercocebus_atys ENSCATG00000045027
mandrillus_leucophaeus ENSMLEG00000040674
macaca_nemestrina ENSMNEG00000043016
macaca_fascicularis ENSMFAG00000036712
macaca_mulatta ENSMMUG00000018747
chlorocebus_sabaeus ENSCSAG00000017329
saimiri_boliviensis_boliviensis ENSSBOG00000028252
cebus_capucinus_imitator ENSCCAG00000021577
callithrix_jacchus ENSCJAG00000008934
aotus_nancymaae ENSANAG00000023571
carlito_syrichta ENSTSYG00000005743
prolemur_simus ENSPSMG00000009513
microcebus_murinus ENSMICG00000002955
propithecus_coquereli ENSPCOG00000001220
propithecus_coquereli ENSPCOG00000020686
otolemur_garnettii ENSOGAG00000001029
tupaia_belangeri ENSTBEG00000013220
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034617
mus_spicilegus ENSMSIG00000017669
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019569
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018685
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015766
rattus_norvegicus ENSRNOG00000017826
meriones_unguiculatus ENSMUGG00000000381
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015919
cricetulus_griseus_crigri_1.0 ENSCGRG00000004004
cricetulus_griseus_crigri-picr ENSCGRG00015007543
mesocricetus_auratus ENSMAUG00000010077
peromyscus_maniculatus_bairdii ENSPEMG00000006807
microtus_ochrogaster ENSMOCG00000015617
spermophilus_dauricus ENSSDAG00000021727
ictidomys_tridecemlineatus ENSSTOG00000004917
urocitellus_parryii ENSUPAG00010006461
marmota_marmota_marmota ENSMMMG00000016810
castor_canadensis ENSCCNG00000025524
oryctolagus_cuniculus ENSOCUG00000003615
ochotona_princeps ENSOPRG00000008342
jaculus_jaculus ENSJJAG00000021156
nannospalax_galili ENSNGAG00000021798
dipodomys_ordii ENSDORG00000030090
cavia_aperea ENSCAPG00000012953
octodon_degus ENSODEG00000018330
myotis_lucifugus ENSMLUG00000010391
pteropus_vampyrus ENSPVAG00000014155
ursus_maritimus ENSUMAG00000022419
ursus_americanus ENSUAMG00000010256
ailuropoda_melanoleuca ENSAMEG00000000762
neovison_vison ENSNVIG00000007399
canis_lupus_dingo ENSCAFG00020022525
canis_lupus_familiaris ENSCAFG00000010118
vulpes_vulpes ENSVVUG00000017737
panthera_pardus ENSPPRG00000004545
panthera_tigris_altaica ENSPTIG00000018844
felis_catus ENSFCAG00000015105
equus_asinus_asinus ENSEASG00005018589
equus_caballus ENSECAG00000023073
capra_hircus ENSCHIG00000019340
ovis_aries ENSOARG00000014485
bos_taurus ENSBTAG00000009401
bos_mutus ENSBMUG00000012317
bison_bison_bison ENSBBBG00000016406
sus_scrofa ENSSSCG00000017100
tursiops_truncatus ENSTTRG00000004335
vicugna_pacos ENSVPAG00000001793
dasypus_novemcinctus ENSDNOG00000042596
dasypus_novemcinctus ENSDNOG00000038095
dasypus_novemcinctus ENSDNOG00000049621
dasypus_novemcinctus ENSDNOG00000032311
dasypus_novemcinctus ENSDNOG00000042022
dasypus_novemcinctus ENSDNOG00000034476
dasypus_novemcinctus ENSDNOG00000011609
dasypus_novemcinctus ENSDNOG00000031521
choloepus_hoffmanni ENSCHOG00000006575
echinops_telfairi ENSETEG00000012754
loxodonta_africana ENSLAFG00000018552
procavia_capensis ENSPCAG00000009098
erinaceus_europaeus ENSEEUG00000001464
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005425
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013755
fukomys_damarensis ENSFDAG00000014496
chinchilla_lanigera ENSCLAG00000003599
cavia_porcellus ENSCPOG00000006609
chelonoidis_abingdonii ENSCABG00000003125
dasypus_novemcinctus ENSDNOG00000037721
phascolarctos_cinereus ENSPCIG00000013485
notamacropus_eugenii ENSMEUG00000016383
monodelphis_domestica ENSMODG00000002110
sarcophilus_harrisii ENSSHAG00000006711
ornithorhynchus_anatinus ENSOANG00000011583
xenopus_tropicalis ENSXETG00000002236
latimeria_chalumnae ENSLACG00000007496
eptatretus_burgeri ENSEBUG00000007901
petromyzon_marinus ENSPMAG00000004118
eptatretus_burgeri ENSEBUG00000003575
ciona_savignyi ENSCSAVG00000001504
ciona_intestinalis ENSCING00000001711
caenorhabditis_elegans_strain_n2 WBGene00006510
drosophila_melanogaster FBgn0038429
