poecilia_formosa ENSPFOG00000010130
poecilia_mexicana ENSPMEG00000021632
poecilia_latipinna ENSPLAG00000001138
xiphophorus_couchianus ENSXCOG00000001870
xiphophorus_maculatus ENSXMAG00000002941
poecilia_reticulata ENSPREG00000006981
gambusia_affinis ENSGAFG00000013984
cyprinodon_variegatus ENSCVAG00000015696
fundulus_heteroclitus ENSFHEG00000016030
kryptolebias_marmoratus ENSKMAG00000021496
amphilophus_citrinellus ENSACIG00000012189
monopterus_albus ENSMALG00000019108
seriola_dumerili ENSSDUG00000012799
seriola_lalandi_dorsalis ENSSLDG00000009152
cynoglossus_semilaevis ENSCSEG00000003864
anabas_testudineus ENSATEG00000022855
scophthalmus_maximus ENSSMAG00000000600
amphiprion_percula ENSAPEG00000024009
amphiprion_ocellaris ENSAOCG00000016472
acanthochromis_polyacanthus ENSAPOG00000022359
stegastes_partitus ENSSPAG00000017265
astatotilapia_calliptera ENSACLG00000010794
maylandia_zebra ENSMZEG00005006229
haplochromis_burtoni ENSHBUG00000022611
neolamprologus_brichardi ENSNBRG00000016356
oreochromis_niloticus ENSONIG00000016690
hippocampus_comes ENSHCOG00000013814
oryzias_latipes_asm223469v1 ENSORLG00015010691
oryzias_latipes_asm223471v1 ENSORLG00020005516
oryzias_latipes_asm223467v1 ENSORLG00000022348
oryzias_melastigma ENSOMEG00000005734
tetraodon_nigroviridis ENSTNIG00000006445
takifugu_rubripes ENSTRUG00000023411
esox_lucius ENSELUG00000009639
astyanax_mexicanus ENSAMXG00000036239
pygocentrus_nattereri ENSPNAG00000029285
ictalurus_punctatus ENSIPUG00000019697
acanthochromis_polyacanthus ENSAPOG00000022468
mola_mola ENSMMOG00000005305
danio_rerio ENSDARG00000099744
scleropages_formosus ENSSFOG00015018278
paramormyrops_kingsleyae ENSPKIG00000004350
lepisosteus_oculatus ENSLOCG00000002709
phascolarctos_cinereus ENSPCIG00000034647
notamacropus_eugenii ENSMEUG00000007211
sarcophilus_harrisii ENSSHAG00000010142
monodelphis_domestica ENSMODG00000018184
neovison_vison ENSNVIG00000013709
mustela_putorius_furo ENSMPUG00000000271
ursus_americanus ENSUAMG00000016404
ursus_maritimus ENSUMAG00000025332
ailuropoda_melanoleuca ENSAMEG00000005712
canis_lupus_familiaris ENSCAFG00000010848
canis_lupus_dingo ENSCAFG00020006874
panthera_pardus ENSPPRG00000024208
panthera_tigris_altaica ENSPTIG00000016736
felis_catus ENSFCAG00000037548
capra_hircus ENSCHIG00000018491
ovis_aries ENSOARG00000001843
bos_mutus ENSBMUG00000018830
bos_taurus ENSBTAG00000006451
bison_bison_bison ENSBBBG00000003984
tursiops_truncatus ENSTTRG00000002902
vicugna_pacos ENSVPAG00000011972
sus_scrofa ENSSSCG00000031244
equus_asinus_asinus ENSEASG00005012440
equus_caballus ENSECAG00000030653
pteropus_vampyrus ENSPVAG00000012434
erinaceus_europaeus ENSEEUG00000000051
choloepus_hoffmanni ENSCHOG00000010895
myotis_lucifugus ENSMLUG00000017602
vulpes_vulpes ENSVVUG00000022192
dasypus_novemcinctus ENSDNOG00000033289
ictidomys_tridecemlineatus ENSSTOG00000024146
ictidomys_tridecemlineatus ENSSTOG00000006396
urocitellus_parryii ENSUPAG00010019863
marmota_marmota_marmota ENSMMMG00000010611
spermophilus_dauricus ENSSDAG00000003054
chinchilla_lanigera ENSCLAG00000016576
octodon_degus ENSODEG00000004475
cavia_porcellus ENSCPOG00000006614
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014273
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006376
jaculus_jaculus ENSJJAG00000019145
oryctolagus_cuniculus ENSOCUG00000004847
pan_troglodytes ENSPTRG00000015246
pan_paniscus ENSPPAG00000034538
homo_sapiens ENSG00000172020
gorilla_gorilla ENSGGOG00000010216
pongo_abelii ENSPPYG00000013524
nomascus_leucogenys ENSNLEG00000004781
mandrillus_leucophaeus ENSMLEG00000020996
papio_anubis ENSPANG00000023888
cercocebus_atys ENSCATG00000015129
macaca_mulatta ENSMMUG00000012578
macaca_fascicularis ENSMFAG00000041003
macaca_nemestrina ENSMNEG00000016899
rhinopithecus_bieti ENSRBIG00000040509
rhinopithecus_roxellana ENSRROG00000030225
colobus_angolensis_palliatus ENSCANG00000020994
theropithecus_gelada ENSTGEG00000004008
chlorocebus_sabaeus ENSCSAG00000006964
piliocolobus_tephrosceles ENSPTEG00000021923
callithrix_jacchus ENSCJAG00000009175
saimiri_boliviensis_boliviensis ENSSBOG00000027783
cebus_capucinus_imitator ENSCCAG00000028009
cebus_capucinus_imitator ENSCCAG00000027506
cebus_capucinus_imitator ENSCCAG00000035352
aotus_nancymaae ENSANAG00000032531
carlito_syrichta ENSTSYG00000012993
microcebus_murinus ENSMICG00000049221
prolemur_simus ENSPSMG00000018321
propithecus_coquereli ENSPCOG00000017021
propithecus_coquereli ENSPCOG00000003031
castor_canadensis ENSCCNG00000003984
dipodomys_ordii ENSDORG00000024104
mus_spicilegus ENSMSIG00000026385
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021653
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000047261
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020754
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016454
rattus_norvegicus ENSRNOG00000001528
meriones_unguiculatus ENSMUGG00000015693
cricetulus_griseus_crigri_1.0 ENSCGRG00000016061
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019819
cricetulus_griseus_crigri-picr ENSCGRG00015016074
mesocricetus_auratus ENSMAUG00000012381
microtus_ochrogaster ENSMOCG00000021617
microtus_ochrogaster ENSMOCG00000016749
microtus_ochrogaster ENSMOCG00000023016
peromyscus_maniculatus_bairdii ENSPEMG00000016476
nannospalax_galili ENSNGAG00000008446
otolemur_garnettii ENSOGAG00000014094
tupaia_belangeri ENSTBEG00000004996
loxodonta_africana ENSLAFG00000002342
procavia_capensis ENSPCAG00000011320
echinops_telfairi ENSETEG00000013153
gallus_gallus ENSGALG00000015089
meleagris_gallopavo ENSMGAG00000014319
coturnix_japonica ENSCJPG00005017422
numida_meleagris ENSNMEG00000017050
anser_brachyrhynchus ENSABRG00000009848
anas_platyrhynchos_platyrhynchos ENSAPLG00000002345
calidris_pugnax ENSCPUG00000007108
calidris_pygmaea ENSCPGG00000009109
manacus_vitellinus ENSMVIG00005011622
lepidothrix_coronata ENSLCOG00000001393
taeniopygia_guttata ENSTGUG00000013403
lonchura_striata_domestica ENSLSDG00000006178
serinus_canaria ENSSCAG00000009424
junco_hyemalis ENSJHYG00000018205
zonotrichia_albicollis ENSZALG00000018094
parus_major ENSPMJG00000010900
