calidris_pygmaea ENSCPGG00000018554
calidris_pugnax ENSCPUG00000006394
lepidothrix_coronata ENSLCOG00000006293
manacus_vitellinus ENSMVIG00005010013
serinus_canaria ENSSCAG00000005987
taeniopygia_guttata ENSTGUG00000004368
junco_hyemalis ENSJHYG00000014116
zonotrichia_albicollis ENSZALG00000010495
ficedula_albicollis ENSFALG00000009375
anas_platyrhynchos_platyrhynchos ENSAPLG00000000709
anser_brachyrhynchus ENSABRG00000010397
meleagris_gallopavo ENSMGAG00000003308
coturnix_japonica ENSCJPG00005009325
numida_meleagris ENSNMEG00000015000
apteryx_haastii ENSAHAG00000006343
apteryx_owenii ENSAOWG00000017608
apteryx_rowi ENSARWG00000005176
dromaius_novaehollandiae ENSDNVG00000006887
crocodylus_porosus ENSCPRG00005006103
chelonoidis_abingdonii ENSCABG00000010452
gopherus_agassizii ENSGAGG00000013227
chrysemys_picta_bellii ENSCPBG00000027750
pelodiscus_sinensis ENSPSIG00000015150
xenopus_tropicalis ENSXETG00000004490
