astatotilapia_calliptera ENSACLG00000014780
danio_rerio ENSDARG00000078018
capra_hircus ENSCHIG00000007493
bos_taurus ENSBTAG00000005038
sus_scrofa ENSSSCG00000033283
ursus_americanus ENSUAMG00000008764
neovison_vison ENSNVIG00000007216
canis_lupus_dingo ENSCAFG00020008238
equus_asinus_asinus ENSEASG00005004434
equus_caballus ENSECAG00000031609
prolemur_simus ENSPSMG00000011638
otolemur_garnettii ENSOGAG00000031512
pan_troglodytes ENSPTRG00000040287
pan_paniscus ENSPPAG00000014266
homo_sapiens ENSG00000179627
gorilla_gorilla ENSGGOG00000024932
pongo_abelii ENSPPYG00000006193
rhinopithecus_bieti ENSRBIG00000019066
rhinopithecus_roxellana ENSRROG00000002265
colobus_angolensis_palliatus ENSCANG00000018414
piliocolobus_tephrosceles ENSPTEG00000028859
theropithecus_gelada ENSTGEG00000011237
papio_anubis ENSPANG00000024108
macaca_mulatta ENSMMUG00000001047
macaca_fascicularis ENSMFAG00000029822
macaca_nemestrina ENSMNEG00000009274
cercocebus_atys ENSCATG00000020270
mandrillus_leucophaeus ENSMLEG00000018617
chlorocebus_sabaeus ENSCSAG00000019588
callithrix_jacchus ENSCJAG00000009308
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037638
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019006
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018157
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029914
rattus_norvegicus ENSRNOG00000037562
castor_canadensis ENSCCNG00000019218
marmota_marmota_marmota ENSMMMG00000005169
spermophilus_dauricus ENSSDAG00000021554
urocitellus_parryii ENSUPAG00010018703
anolis_carolinensis ENSACAG00000011451
coturnix_japonica ENSCJPG00005017797
