loxodonta_africana ENSLAFG00000008146
echinops_telfairi ENSETEG00000000911
panthera_tigris_altaica ENSPTIG00000006352
panthera_pardus ENSPPRG00000018596
felis_catus ENSFCAG00000026253
canis_lupus_familiaris ENSCAFG00000020165
canis_lupus_dingo ENSCAFG00020015695
vulpes_vulpes ENSVVUG00000010253
vicugna_pacos ENSVPAG00000002927
bos_mutus ENSBMUG00000023012
bos_taurus ENSBTAG00000039343
bison_bison_bison ENSBBBG00000014658
capra_hircus ENSCHIG00000025301
sus_scrofa ENSSSCG00000031426
tursiops_truncatus ENSTTRG00000009610
equus_caballus ENSECAG00000029669
equus_asinus_asinus ENSEASG00005020598
myotis_lucifugus ENSMLUG00000022408
pteropus_vampyrus ENSPVAG00000017708
ursus_maritimus ENSUMAG00000002018
ursus_americanus ENSUAMG00000015272
ailuropoda_melanoleuca ENSAMEG00000019669
mustela_putorius_furo ENSMPUG00000013866
neovison_vison ENSNVIG00000007361
erinaceus_europaeus ENSEEUG00000005751
cebus_capucinus_imitator ENSCCAG00000023663
callithrix_jacchus ENSCJAG00000021856
saimiri_boliviensis_boliviensis ENSSBOG00000018797
aotus_nancymaae ENSANAG00000037523
pan_paniscus ENSPPAG00000025124
pan_troglodytes ENSPTRG00000044442
gorilla_gorilla ENSGGOG00000039553
homo_sapiens ENSG00000177125
pongo_abelii ENSPPYG00000019616
nomascus_leucogenys ENSNLEG00000018999
piliocolobus_tephrosceles ENSPTEG00000019661
colobus_angolensis_palliatus ENSCANG00000011413
rhinopithecus_bieti ENSRBIG00000036908
rhinopithecus_roxellana ENSRROG00000014404
papio_anubis ENSPANG00000024819
cercocebus_atys ENSCATG00000018802
macaca_mulatta ENSMMUG00000043280
macaca_fascicularis ENSMFAG00000014178
macaca_nemestrina ENSMNEG00000025553
mandrillus_leucophaeus ENSMLEG00000024249
chlorocebus_sabaeus ENSCSAG00000013684
carlito_syrichta ENSTSYG00000006174
prolemur_simus ENSPSMG00000024167
propithecus_coquereli ENSPCOG00000010113
microcebus_murinus ENSMICG00000036866
otolemur_garnettii ENSOGAG00000007730
ictidomys_tridecemlineatus ENSSTOG00000009103
spermophilus_dauricus ENSSDAG00000000944
marmota_marmota_marmota ENSMMMG00000017703
nannospalax_galili ENSNGAG00000016663
chinchilla_lanigera ENSCLAG00000012109
octodon_degus ENSODEG00000019126
cavia_aperea ENSCAPG00000006458
cavia_porcellus ENSCPOG00000003791
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002227
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012681
fukomys_damarensis ENSFDAG00000019929
castor_canadensis ENSCCNG00000030355
dipodomys_ordii ENSDORG00000010756
jaculus_jaculus ENSJJAG00000012362
jaculus_jaculus ENSJJAG00000022934
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068966
mus_spicilegus ENSMSIG00000012956
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024377
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023460
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024917
rattus_norvegicus ENSRNOG00000032700
meriones_unguiculatus ENSMUGG00000018400
peromyscus_maniculatus_bairdii ENSPEMG00000029809
microtus_ochrogaster ENSMOCG00000021068
cricetulus_griseus_crigri-picr ENSCGRG00015004129
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012551
cricetulus_griseus_crigri_1.0 ENSCGRG00000018560
cricetulus_griseus_crigri_1.0 ENSCGRG00000018690
mesocricetus_auratus ENSMAUG00000016224
oryctolagus_cuniculus ENSOCUG00000025964
ochotona_princeps ENSOPRG00000011445
tupaia_belangeri ENSTBEG00000001561
sorex_araneus ENSSARG00000004958
dasypus_novemcinctus ENSDNOG00000018524
sarcophilus_harrisii ENSSHAG00000012399
monodelphis_domestica ENSMODG00000019791
phascolarctos_cinereus ENSPCIG00000014682
ornithorhynchus_anatinus ENSOANG00000014741
calidris_pygmaea ENSCPGG00000012934
calidris_pugnax ENSCPUG00000016126
melopsittacus_undulatus ENSMUNG00000009595
taeniopygia_guttata ENSTGUG00000007424
lonchura_striata_domestica ENSLSDG00000004313
serinus_canaria ENSSCAG00000015957
zonotrichia_albicollis ENSZALG00000010974
junco_hyemalis ENSJHYG00000002807
cyanistes_caeruleus ENSCCEG00000010585
parus_major ENSPMJG00000019149
ficedula_albicollis ENSFALG00000014348
lepidothrix_coronata ENSLCOG00000005109
manacus_vitellinus ENSMVIG00005009617
gallus_gallus ENSGALG00000023407
meleagris_gallopavo ENSMGAG00000015784
coturnix_japonica ENSCJPG00005011085
numida_meleagris ENSNMEG00000013220
anser_brachyrhynchus ENSABRG00000022436
anas_platyrhynchos_platyrhynchos ENSAPLG00000021289
apteryx_haastii ENSAHAG00000004858
apteryx_owenii ENSAOWG00000001885
apteryx_rowi ENSARWG00000005633
dromaius_novaehollandiae ENSDNVG00000000727
nothoprocta_perdicaria ENSNPEG00000012892
crocodylus_porosus ENSCPRG00005010908
chelonoidis_abingdonii ENSCABG00000012251
gopherus_agassizii ENSGAGG00000008604
pelodiscus_sinensis ENSPSIG00000001815
pogona_vitticeps ENSPVIG00000021231
anolis_carolinensis ENSACAG00000004729
notechis_scutatus ENSNSUG00000018952
sphenodon_punctatus ENSSPUG00000000090
xenopus_tropicalis ENSXETG00000021754
latimeria_chalumnae ENSLACG00000015537
tetraodon_nigroviridis ENSTNIG00000001393
takifugu_rubripes ENSTRUG00000019918
gasterosteus_aculeatus ENSGACG00000012017
cynoglossus_semilaevis ENSCSEG00000018335
mastacembelus_armatus ENSMAMG00000005782
monopterus_albus ENSMALG00000019945
anabas_testudineus ENSATEG00000020560
seriola_dumerili ENSSDUG00000022419
seriola_lalandi_dorsalis ENSSLDG00000013299
amphiprion_ocellaris ENSAOCG00000020150
amphiprion_percula ENSAPEG00000010054
acanthochromis_polyacanthus ENSAPOG00000018032
stegastes_partitus ENSSPAG00000012799
poecilia_latipinna ENSPLAG00000000980
poecilia_formosa ENSPFOG00000020344
poecilia_mexicana ENSPMEG00000011524
poecilia_reticulata ENSPREG00000011471
gambusia_affinis ENSGAFG00000008135
xiphophorus_maculatus ENSXMAG00000000202
xiphophorus_couchianus ENSXCOG00000015489
cyprinodon_variegatus ENSCVAG00000010724
fundulus_heteroclitus ENSFHEG00000001591
kryptolebias_marmoratus ENSKMAG00000001855
oryzias_latipes_asm223467v1 ENSORLG00000030439
oryzias_latipes_asm223471v1 ENSORLG00020002765
oryzias_latipes_asm223469v1 ENSORLG00015016649
oryzias_melastigma ENSOMEG00000014631
astatotilapia_calliptera ENSACLG00000013766
maylandia_zebra ENSMZEG00005009168
haplochromis_burtoni ENSHBUG00000014899
pundamilia_nyererei ENSPNYG00000019166
neolamprologus_brichardi ENSNBRG00000008125
oreochromis_niloticus ENSONIG00000010906
amphilophus_citrinellus ENSACIG00000021012
scophthalmus_maximus ENSSMAG00000003872
labrus_bergylta ENSLBEG00000023595
mola_mola ENSMMOG00000001983
hippocampus_comes ENSHCOG00000014875
periophthalmus_magnuspinnatus ENSPMGG00000023141
esox_lucius ENSELUG00000019383
pygocentrus_nattereri ENSPNAG00000008386
astyanax_mexicanus ENSAMXG00000026343
ictalurus_punctatus ENSIPUG00000024765
danio_rerio ENSDARG00000013492
scleropages_formosus ENSSFOG00015017147
paramormyrops_kingsleyae ENSPKIG00000024688
