ovis_aries ENSOARG00000010079
capra_hircus ENSCHIG00000010115
bison_bison_bison ENSBBBG00000019339
bos_mutus ENSBMUG00000011457
bos_taurus ENSBTAG00000053813
tursiops_truncatus ENSTTRG00000006939
sus_scrofa ENSSSCG00000039903
vicugna_pacos ENSVPAG00000008980
canis_lupus_familiaris ENSCAFG00000031540
vulpes_vulpes ENSVVUG00000029239
neovison_vison ENSNVIG00000009280
mustela_putorius_furo ENSMPUG00000012557
panthera_tigris_altaica ENSPTIG00000007646
panthera_pardus ENSPPRG00000015208
felis_catus ENSFCAG00000009776
equus_caballus ENSECAG00000008795
pteropus_vampyrus ENSPVAG00000004578
myotis_lucifugus ENSMLUG00000005302
carlito_syrichta ENSTSYG00000001496
prolemur_simus ENSPSMG00000019112
microcebus_murinus ENSMICG00000043772
propithecus_coquereli ENSPCOG00000013094
otolemur_garnettii ENSOGAG00000008206
pan_troglodytes ENSPTRG00000018223
pan_paniscus ENSPPAG00000007633
homo_sapiens ENSG00000249481
gorilla_gorilla ENSGGOG00000005532
pongo_abelii ENSPPYG00000016660
nomascus_leucogenys ENSNLEG00000003651
rhinopithecus_bieti ENSRBIG00000028383
rhinopithecus_roxellana ENSRROG00000044227
piliocolobus_tephrosceles ENSPTEG00000012563
colobus_angolensis_palliatus ENSCANG00000037003
papio_anubis ENSPANG00000024568
cercocebus_atys ENSCATG00000035034
macaca_nemestrina ENSMNEG00000033305
macaca_mulatta ENSMMUG00000014388
macaca_fascicularis ENSMFAG00000003881
mandrillus_leucophaeus ENSMLEG00000032849
theropithecus_gelada ENSTGEG00000029677
chlorocebus_sabaeus ENSCSAG00000012454
cebus_capucinus_imitator ENSCCAG00000034031
callithrix_jacchus ENSCJAG00000012267
saimiri_boliviensis_boliviensis ENSSBOG00000035876
aotus_nancymaae ENSANAG00000025333
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023935
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021642
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022554
mus_spicilegus ENSMSIG00000023603
rattus_norvegicus ENSRNOG00000019963
meriones_unguiculatus ENSMUGG00000000397
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021482
cricetulus_griseus_crigri-picr ENSCGRG00015005118
cricetulus_griseus_crigri_1.0 ENSCGRG00000010953
mesocricetus_auratus ENSMAUG00000014422
microtus_ochrogaster ENSMOCG00000012845
peromyscus_maniculatus_bairdii ENSPEMG00000015089
nannospalax_galili ENSNGAG00000016503
jaculus_jaculus ENSJJAG00000021834
castor_canadensis ENSCCNG00000015703
dipodomys_ordii ENSDORG00000009129
chinchilla_lanigera ENSCLAG00000014840
octodon_degus ENSODEG00000016233
cavia_aperea ENSCAPG00000010675
cavia_porcellus ENSCPOG00000003588
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012136
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008712
fukomys_damarensis ENSFDAG00000008766
urocitellus_parryii ENSUPAG00010004153
ictidomys_tridecemlineatus ENSSTOG00000025344
spermophilus_dauricus ENSSDAG00000001724
oryctolagus_cuniculus ENSOCUG00000017227
ochotona_princeps ENSOPRG00000007728
tupaia_belangeri ENSTBEG00000017396
sorex_araneus ENSSARG00000013699
erinaceus_europaeus ENSEEUG00000014556
choloepus_hoffmanni ENSCHOG00000001725
dasypus_novemcinctus ENSDNOG00000000481
loxodonta_africana ENSLAFG00000012684
procavia_capensis ENSPCAG00000011373
echinops_telfairi ENSETEG00000010084
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020634
monodelphis_domestica ENSMODG00000028314
phascolarctos_cinereus ENSPCIG00000024044
ornithorhynchus_anatinus ENSOANG00000011049
ciona_intestinalis ENSCING00000007833
ciona_savignyi ENSCSAVG00000004380
