sarcophilus_harrisii ENSSHAG00000010123
notamacropus_eugenii ENSMEUG00000012276
monodelphis_domestica ENSMODG00000025189
prolemur_simus ENSPSMG00000005672
microcebus_murinus ENSMICG00000049447
otolemur_garnettii ENSOGAG00000027778
pan_paniscus ENSPPAG00000021130
pan_troglodytes ENSPTRG00000015186
homo_sapiens ENSG00000138483
gorilla_gorilla ENSGGOG00000024323
pongo_abelii ENSPPYG00000013579
nomascus_leucogenys ENSNLEG00000018438
macaca_mulatta ENSMMUG00000007238
theropithecus_gelada ENSTGEG00000025975
chlorocebus_sabaeus ENSCSAG00000018720
piliocolobus_tephrosceles ENSPTEG00000026874
piliocolobus_tephrosceles ENSPTEG00000026041
callithrix_jacchus ENSCJAG00000004840
tupaia_belangeri ENSTBEG00000017368
castor_canadensis ENSCCNG00000019402
fukomys_damarensis ENSFDAG00000020641
urocitellus_parryii ENSUPAG00010018379
spermophilus_dauricus ENSSDAG00000022849
marmota_marmota_marmota ENSMMMG00000012180
cricetulus_griseus_crigri-picr ENSCGRG00015013092
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004337
peromyscus_maniculatus_bairdii ENSPEMG00000027662
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021702
mus_spicilegus ENSMSIG00000009486
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050685
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020803
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016500
rattus_norvegicus ENSRNOG00000028005
meriones_unguiculatus ENSMUGG00000003356
oryctolagus_cuniculus ENSOCUG00000016263
ochotona_princeps ENSOPRG00000000084
pteropus_vampyrus ENSPVAG00000003543
myotis_lucifugus ENSMLUG00000028896
erinaceus_europaeus ENSEEUG00000002314
ursus_maritimus ENSUMAG00000005571
ursus_americanus ENSUAMG00000023212
ailuropoda_melanoleuca ENSAMEG00000002600
neovison_vison ENSNVIG00000016142
mustela_putorius_furo ENSMPUG00000018645
canis_lupus_dingo ENSCAFG00020008463
canis_lupus_familiaris ENSCAFG00000009807
vulpes_vulpes ENSVVUG00000021808
equus_asinus_asinus ENSEASG00005011260
equus_caballus ENSECAG00000001434
ovis_aries ENSOARG00000001746
capra_hircus ENSCHIG00000008376
bos_mutus ENSBMUG00000002971
bos_taurus ENSBTAG00000046313
bison_bison_bison ENSBBBG00000012229
sus_scrofa ENSSSCG00000031231
loxodonta_africana ENSLAFG00000022124
echinops_telfairi ENSETEG00000008575
ornithorhynchus_anatinus ENSOANG00000007498
